Frame	Time	Hips	X	Y	Z	QX	QY	QZ	QW	Spine	X	Y	Z	QX	QY	QZ	QW	Spine1	X	Y	Z	QX	QY	QZ	QW	Spine2	X	Y	Z	QX	QY	QZ	QW	Neck	X	Y	Z	QX	QY	QZ	QW	Head	X	Y	Z	QX	QY	QZ	QW	LeftShoulder	X	Y	Z	QX	QY	QZ	QW	LeftArm	X	Y	Z	QX	QY	QZ	QW	LeftForeArm	X	Y	Z	QX	QY	QZ	QW	LeftForeArmRoll	X	Y	Z	QX	QY	QZ	QW	LeftHand	X	Y	Z	QX	QY	QZ	QW	LeftInHandThumb	X	Y	Z	QX	QY	QZ	QW	LeftHandThumb1	X	Y	Z	QX	QY	QZ	QW	LeftHandThumb2	X	Y	Z	QX	QY	QZ	QW	LeftHandThumb3	X	Y	Z	QX	QY	QZ	QW	LeftInHandIndex	X	Y	Z	QX	QY	QZ	QW	LeftHandIndex1	X	Y	Z	QX	QY	QZ	QW	LeftHandIndex2	X	Y	Z	QX	QY	QZ	QW	LeftHandIndex3	X	Y	Z	QX	QY	QZ	QW	LeftInHandMiddle	X	Y	Z	QX	QY	QZ	QW	LeftHandMiddle1	X	Y	Z	QX	QY	QZ	QW	LeftHandMiddle2	X	Y	Z	QX	QY	QZ	QW	LeftHandMiddle3	X	Y	Z	QX	QY	QZ	QW	LeftInHandRing	X	Y	Z	QX	QY	QZ	QW	LeftHandRing1	X	Y	Z	QX	QY	QZ	QW	LeftHandRing2	X	Y	Z	QX	QY	QZ	QW	LeftHandRing3	X	Y	Z	QX	QY	QZ	QW	LeftInHandPinky	X	Y	Z	QX	QY	QZ	QW	LeftHandPinky1	X	Y	Z	QX	QY	QZ	QW	LeftHandPinky2	X	Y	Z	QX	QY	QZ	QW	LeftHandPinky3	X	Y	Z	QX	QY	QZ	QW	RightShoulder	X	Y	Z	QX	QY	QZ	QW	RightArm	X	Y	Z	QX	QY	QZ	QW	RightForeArm	X	Y	Z	QX	QY	QZ	QW	RightForeArmRoll	X	Y	Z	QX	QY	QZ	QW	RightHand	X	Y	Z	QX	QY	QZ	QW	RightInHandThumb	X	Y	Z	QX	QY	QZ	QW	RightHandThumb1	X	Y	Z	QX	QY	QZ	QW	RightHandThumb2	X	Y	Z	QX	QY	QZ	QW	RightHandThumb3	X	Y	Z	QX	QY	QZ	QW	RightInHandIndex	X	Y	Z	QX	QY	QZ	QW	RightHandIndex1	X	Y	Z	QX	QY	QZ	QW	RightHandIndex2	X	Y	Z	QX	QY	QZ	QW	RightHandIndex3	X	Y	Z	QX	QY	QZ	QW	RightInHandMiddle	X	Y	Z	QX	QY	QZ	QW	RightHandMiddle1	X	Y	Z	QX	QY	QZ	QW	RightHandMiddle2	X	Y	Z	QX	QY	QZ	QW	RightHandMiddle3	X	Y	Z	QX	QY	QZ	QW	RightInHandRing	X	Y	Z	QX	QY	QZ	QW	RightHandRing1	X	Y	Z	QX	QY	QZ	QW	RightHandRing2	X	Y	Z	QX	QY	QZ	QW	RightHandRing3	X	Y	Z	QX	QY	QZ	QW	RightInHandPinky	X	Y	Z	QX	QY	QZ	QW	RightHandPinky1	X	Y	Z	QX	QY	QZ	QW	RightHandPinky2	X	Y	Z	QX	QY	QZ	QW	RightHandPinky3	X	Y	Z	QX	QY	QZ	QW	LeftUpLeg	X	Y	Z	QX	QY	QZ	QW	LeftLeg	X	Y	Z	QX	QY	QZ	QW	LeftFoot	X	Y	Z	QX	QY	QZ	QW	LeftToeBase	X	Y	Z	QX	QY	QZ	QW	RightUpLeg	X	Y	Z	QX	QY	QZ	QW	RightLeg	X	Y	Z	QX	QY	QZ	QW	RightFoot	X	Y	Z	QX	QY	QZ	QW	RightToeBase	X	Y	Z	QX	QY	QZ	QW	
2032	6.77000		-10.363	-290.701	975.545	-0.085421	-0.058460	-0.332289	0.937481		-19.255	-289.003	1053.580	-0.062433	0.055790	-0.372878	0.924095		0.339	-279.344	1182.661	-0.079221	0.078354	-0.359803	0.926351		31.219	-265.538	1331.605	-0.085602	0.073231	-0.354431	0.928271		61.252	-249.193	1480.465	-0.176435	0.026652	-0.144124	0.973339		71.070	-221.155	1560.704	-0.141377	0.013527	-0.110907	0.983631		12.981	-242.846	1383.606	-0.058651	0.006496	-0.430412	0.900702		-109.480	-91.841	1376.059	-0.115798	-0.563123	-0.635484	0.515406		-0.060	38.071	1195.880	-0.233897	0.513304	0.823439	-0.061309		100.787	77.023	1232.683	-0.225784	0.420124	0.874660	-0.086533		201.635	115.976	1269.485	-0.260677	0.465097	0.823558	-0.193609		208.274	115.887	1284.289	-0.423389	0.023470	0.905206	0.028171		222.488	115.196	1301.344	-0.554789	0.040795	0.811316	-0.179751		235.662	128.742	1356.879	-0.460715	0.060614	0.868198	-0.174071		259.201	147.274	1379.839	-0.148965	0.114578	0.971512	-0.144384		210.454	124.047	1282.481	-0.326598	0.562518	0.759180	-0.023512		285.631	162.626	1327.406	0.631523	-0.529964	-0.398514	0.401874		279.520	212.754	1331.325	-0.479142	0.627571	0.572764	-0.220272		290.760	234.375	1338.224	-0.344013	0.660347	0.662790	-0.079416		212.634	132.206	1280.673	-0.274718	0.588767	0.755713	-0.082351		283.028	169.948	1307.486	-0.536131	0.526830	0.543864	-0.373130		291.200	224.036	1318.073	-0.322934	0.621393	0.692053	-0.175061		309.691	240.336	1323.883	-0.149812	0.645176	0.748853	-0.022884		210.634	130.892	1272.374	-0.252985	0.603198	0.738854	-0.162005		280.425	177.271	1287.566	-0.422466	0.546561	0.657432	-0.300960		303.820	220.705	1299.039	-0.146799	0.619370	0.767557	-0.075409		327.766	228.242	1302.380	0.061324	0.617272	0.779059	0.091002		207.974	130.257	1264.524	-0.232150	0.616849	0.712501	-0.240721		275.986	185.400	1267.488	-0.297043	0.592397	0.691036	-0.288617		305.543	219.182	1270.574	0.004986	0.658417	0.752158	-0.026848		328.007	219.943	1269.610	0.219015	0.638792	0.719582	0.161800		57.703	-287.120	1377.740	-0.016379	0.099324	-0.279176	0.954949		211.639	-387.290	1344.025	0.220534	0.481537	0.141140	0.836401		326.245	-283.746	1172.426	0.463560	0.234869	0.625583	0.581889		340.089	-161.338	1212.115	0.259537	0.028602	0.667608	0.697225		353.933	-38.931	1251.803	0.362371	-0.071744	0.550426	0.748713		346.761	-33.267	1263.723	0.121488	-0.571625	0.566541	0.580962		341.139	-23.384	1278.981	-0.057935	-0.594705	0.622393	0.505566		310.597	7.772	1303.651	-0.054856	-0.597199	0.622672	0.502617		301.907	32.924	1321.907	-0.045611	-0.604590	0.623417	0.493702		354.207	-32.314	1266.411	0.490578	-0.085380	0.638272	0.587071		368.776	24.516	1328.435	0.765922	-0.109082	0.231420	0.589838		411.687	29.745	1352.292	0.599726	0.146733	0.529642	0.581616		421.460	49.300	1363.762	0.415736	0.312572	0.683634	0.511964		361.653	-31.361	1269.098	0.475629	-0.014336	0.597310	0.645594		383.429	26.315	1313.764	0.657963	-0.121110	0.334122	0.663912		424.021	41.755	1346.379	0.484876	0.136430	0.556281	0.660934		432.511	63.175	1355.244	0.319733	0.307055	0.665074	0.600970		364.783	-32.824	1261.912	0.475739	0.027623	0.536536	0.696447		398.082	28.115	1299.094	0.568991	-0.062796	0.420867	0.703688		429.576	53.832	1327.105	0.406174	0.163579	0.579570	0.687286		436.357	76.780	1333.177	0.266059	0.313347	0.655814	0.633194		368.141	-34.971	1255.339	0.478235	0.064630	0.467311	0.740766		413.790	27.070	1284.233	0.475383	0.218060	0.132663	0.841939		449.293	44.653	1274.392	0.421061	0.439761	0.257479	0.750348		459.103	60.099	1265.348	0.363631	0.575959	0.333707	0.651677		-68.847	-247.768	956.731	0.237048	0.039309	-0.181253	0.953630		-65.025	-22.213	520.373	0.113527	0.037911	-0.000963	0.992811		-97.328	52.312	100.338	-0.027761	-0.000651	0.044044	0.998644		-106.601	156.474	39.419	-0.052268	-0.001732	0.044014	0.997661		46.415	-339.258	981.561	0.010236	-0.041444	-0.408132	0.911924		84.057	-349.453	497.117	-0.103267	0.032336	-0.422128	0.900055		1.578	-434.760	66.396	-0.007268	-0.021096	-0.420994	0.906789		86.136	-365.800	24.060	0.000644	-0.024769	-0.420794	0.906818
2033	6.77333		-10.435	-290.549	975.570	-0.085484	-0.058496	-0.332325	0.937460		-19.330	-288.839	1053.605	-0.062589	0.055766	-0.372973	0.924048		0.275	-279.142	1182.682	-0.079465	0.078375	-0.359937	0.926276		31.189	-265.274	1331.613	-0.085927	0.073324	-0.354600	0.928170		61.286	-248.854	1480.452	-0.176742	0.026789	-0.144262	0.973259		71.137	-220.771	1560.671	-0.141690	0.013655	-0.111040	0.983569		12.980	-242.545	1383.607	-0.058970	0.006576	-0.430594	0.900593		-109.421	-91.492	1376.031	-0.116164	-0.563147	-0.635465	0.515320		0.002	38.284	1195.756	-0.233597	0.513543	0.823379	-0.061270		100.882	77.206	1232.500	-0.225491	0.420367	0.874626	-0.086461		201.762	116.128	1269.244	-0.260347	0.465319	0.823547	-0.193564		208.408	116.043	1284.045	-0.423204	0.023798	0.905280	0.028288		222.628	115.353	1301.095	-0.554566	0.041087	0.811468	-0.179690		235.832	128.919	1356.618	-0.460481	0.060896	0.868321	-0.173978		259.390	147.450	1379.559	-0.148699	0.114814	0.971551	-0.144202		210.591	124.201	1282.232	-0.326297	0.562777	0.759117	-0.023519		285.806	162.765	1327.108	0.631204	-0.530139	-0.398630	0.402031		279.723	212.898	1331.006	-0.478801	0.627786	0.572777	-0.220366		290.977	234.516	1337.890	-0.343675	0.660577	0.662730	-0.079459		212.774	132.358	1280.419	-0.274398	0.588999	0.755648	-0.082352		283.198	170.079	1307.186	-0.535807	0.527013	0.543931	-0.373239		291.400	224.167	1317.743	-0.322603	0.621603	0.692010	-0.175098		309.901	240.462	1323.537	-0.149501	0.645389	0.748732	-0.022873		210.770	131.041	1272.122	-0.252646	0.603405	0.738800	-0.162007		280.590	177.393	1287.264	-0.422131	0.546758	0.657456	-0.301018		304.011	220.822	1298.705	-0.146477	0.619575	0.767456	-0.075387		327.961	228.349	1302.034	0.061609	0.617464	0.778876	0.091078		208.107	130.403	1264.273	-0.231794	0.617028	0.712459	-0.240728		276.147	185.514	1267.183	-0.296671	0.592584	0.691031	-0.288629		305.724	219.282	1270.240	0.005328	0.658593	0.752004	-0.026782		328.187	220.031	1269.266	0.219302	0.638941	0.719336	0.161916		57.683	-286.839	1377.750	-0.016791	0.099537	-0.279389	0.954857		211.559	-387.091	1344.007	0.220245	0.481913	0.140620	0.836348		326.066	-283.778	1172.203	0.463550	0.235360	0.625131	0.582184		339.996	-161.333	1211.744	0.259445	0.029217	0.667331	0.697499		353.926	-38.887	1251.284	0.370168	-0.072346	0.546525	0.747698		346.902	-33.358	1263.354	0.127225	-0.572700	0.560819	0.584218		341.479	-23.662	1278.803	-0.059271	-0.592519	0.622679	0.507621		311.139	7.722	1303.435	-0.056516	-0.594759	0.622935	0.504995		302.633	33.003	1321.598	-0.048246	-0.601406	0.623630	0.497060		354.379	-32.472	1265.977	0.497696	-0.087677	0.633937	0.585436		369.821	23.448	1328.615	0.767183	-0.096975	0.224570	0.592954		413.287	29.251	1351.306	0.598094	0.165220	0.530363	0.577669		422.738	49.257	1362.256	0.408830	0.332813	0.686920	0.500234		361.856	-31.585	1268.600	0.483078	-0.016023	0.593420	0.643608		384.329	25.389	1313.818	0.662296	-0.115054	0.327607	0.663927		425.545	40.739	1345.685	0.487583	0.146510	0.555181	0.657702		433.954	62.295	1354.292	0.319475	0.318738	0.666257	0.593669		364.906	-32.962	1261.363	0.483304	0.026612	0.532831	0.694118		398.837	27.330	1299.022	0.576688	-0.064990	0.415536	0.700384		430.744	52.369	1327.181	0.414262	0.161521	0.577603	0.684596		437.671	75.197	1333.535	0.273684	0.311409	0.656000	0.630702		368.187	-35.032	1254.726	0.485819	0.064314	0.463759	0.738086		414.386	26.427	1283.986	0.488713	0.212689	0.133791	0.835478		450.053	44.039	1274.816	0.434202	0.431046	0.261168	0.746632		460.095	59.640	1266.307	0.376378	0.565616	0.339234	0.650645		-68.915	-247.614	956.749	0.237008	0.039251	-0.181279	0.953638		-65.040	-22.104	520.368	0.113453	0.037846	-0.000995	0.992822		-97.286	52.360	100.318	-0.027854	-0.000707	0.044009	0.998643		-106.544	156.511	39.379	-0.052365	-0.001787	0.043978	0.997658		46.339	-339.109	981.596	0.010172	-0.041528	-0.408164	0.911907		84.029	-349.396	497.158	-0.103328	0.032235	-0.422175	0.900029		1.604	-434.783	66.442	-0.007337	-0.021202	-0.421036	0.906766		86.174	-365.841	24.103	0.000575	-0.024875	-0.420835	0.906796
2034	6.77667		-10.502	-290.413	975.572	-0.085529	-0.058527	-0.332352	0.937444		-19.400	-288.694	1053.606	-0.062735	0.055738	-0.373056	0.924006		0.213	-278.961	1182.679	-0.079697	0.078395	-0.360061	0.926207		31.159	-265.035	1331.598	-0.086235	0.073439	-0.354762	0.928070		61.324	-248.546	1480.415	-0.177022	0.026916	-0.144391	0.973185		71.207	-220.422	1560.617	-0.141976	0.013761	-0.111158	0.983513		12.980	-242.272	1383.588	-0.059248	0.006715	-0.430766	0.900491		-109.362	-91.171	1376.010	-0.116520	-0.563095	-0.635490	0.515267		0.047	38.498	1195.650	-0.233257	0.513715	0.823370	-0.061240		100.964	77.384	1232.330	-0.225155	0.420538	0.874636	-0.086395		201.881	116.269	1269.011	-0.258079	0.466220	0.823898	-0.192940		208.571	116.185	1283.792	-0.421829	0.025406	0.905836	0.029584		222.839	115.470	1300.800	-0.553119	0.042546	0.812597	-0.178702		236.261	129.081	1356.260	-0.458911	0.062237	0.869285	-0.172833		259.957	147.562	1379.099	-0.146901	0.115703	0.971944	-0.142680		210.779	124.331	1281.959	-0.324088	0.563999	0.759166	-0.023219		286.272	162.689	1326.543	0.628993	-0.531272	-0.400036	0.402603		280.424	212.856	1330.365	-0.476132	0.629091	0.573550	-0.220415		291.806	234.431	1337.174	-0.340793	0.661876	0.662964	-0.079117		212.987	132.477	1280.125	-0.272095	0.590034	0.755706	-0.082053		283.632	169.979	1306.616	-0.533419	0.528077	0.545153	-0.373373		292.107	224.049	1317.049	-0.319762	0.622697	0.692445	-0.174705		310.707	240.262	1322.754	-0.146500	0.646362	0.748508	-0.022111		210.954	131.153	1271.836	-0.250273	0.604266	0.738963	-0.161742		280.991	177.269	1286.690	-0.419611	0.547780	0.658326	-0.300783		304.641	220.613	1297.983	-0.143577	0.620459	0.767367	-0.074596		328.641	228.024	1301.219	0.064552	0.618087	0.778010	0.092210		208.264	130.512	1263.996	-0.229368	0.617709	0.712727	-0.240514		276.518	185.373	1266.608	-0.293874	0.593483	0.691531	-0.288447		306.253	219.017	1269.491	0.008346	0.659353	0.751337	-0.026031		328.717	219.649	1268.437	0.222175	0.639416	0.717785	0.163003		57.666	-286.584	1377.735	-0.017224	0.099804	-0.279625	0.954753		211.473	-386.928	1343.948	0.219930	0.482367	0.140012	0.836271		325.855	-283.878	1171.904	0.463567	0.235931	0.624596	0.582514		339.889	-161.390	1211.277	0.259371	0.029937	0.666998	0.697813		353.923	-38.903	1250.650	0.369986	-0.071730	0.546186	0.748094		346.914	-33.356	1262.720	0.127020	-0.572098	0.560945	0.584731		341.512	-23.638	1278.163	-0.058612	-0.590286	0.621837	0.511317		311.510	7.912	1302.996	-0.056021	-0.592411	0.622076	0.508854		303.275	33.255	1321.198	-0.048244	-0.598723	0.622727	0.501412		354.394	-32.470	1265.334	0.497652	-0.087126	0.633583	0.585939		369.930	23.516	1327.890	0.766925	-0.096737	0.224078	0.593513		413.422	29.323	1350.529	0.598060	0.165685	0.529819	0.578069		422.894	49.338	1361.445	0.408965	0.333376	0.686391	0.500476		361.875	-31.584	1267.948	0.482997	-0.015462	0.593016	0.644055		384.423	25.433	1313.076	0.662037	-0.114688	0.327172	0.664464		425.680	40.799	1344.882	0.487513	0.147050	0.554677	0.658059		434.108	62.361	1353.456	0.319546	0.319352	0.665752	0.593868		364.916	-32.971	1260.710	0.483172	0.027163	0.532389	0.694528		398.917	27.349	1298.262	0.576466	-0.064525	0.415101	0.700867		430.866	52.405	1326.358	0.414206	0.162096	0.577109	0.684911		437.811	75.236	1332.679	0.273727	0.312053	0.655512	0.630873		368.189	-35.051	1254.073	0.485635	0.064846	0.463282	0.738460		414.450	26.419	1283.211	0.488343	0.213071	0.133197	0.835692		450.117	44.002	1273.984	0.434001	0.431489	0.260506	0.746724		460.157	59.588	1265.446	0.376311	0.566060	0.338541	0.650658		-68.979	-247.476	956.744	0.237000	0.039200	-0.181285	0.953641		-65.057	-21.983	520.355	0.113392	0.037781	-0.001006	0.992831		-97.247	52.430	100.291	-0.027933	-0.000764	0.043998	0.998641		-106.495	156.572	39.336	-0.052448	-0.001844	0.043966	0.997654		46.268	-338.976	981.605	0.010128	-0.041606	-0.408185	0.911894		84.010	-349.333	497.172	-0.103364	0.032138	-0.422208	0.900013		1.644	-434.783	66.457	-0.007382	-0.021302	-0.421061	0.906752		86.224	-365.852	24.119	0.000529	-0.024974	-0.420859	0.906782
2035	6.78000		-10.430	-290.354	975.577	-0.085455	-0.058459	-0.332190	0.937513		-19.319	-288.652	1053.613	-0.062999	0.055494	-0.372872	0.924077		0.259	-278.827	1182.684	-0.080036	0.078032	-0.359921	0.926262		31.138	-264.760	1331.604	-0.086352	0.073248	-0.354774	0.928070		61.262	-248.217	1480.423	-0.176996	0.025888	-0.144236	0.973241		70.969	-220.070	1560.638	-0.141971	0.012422	-0.110757	0.983577		12.944	-241.979	1383.580	-0.059158	0.007374	-0.430966	0.900397		-109.328	-90.810	1376.243	-0.117490	-0.561868	-0.636221	0.515483		-0.142	38.916	1195.788	-0.231368	0.513441	0.824046	-0.061607		100.965	77.644	1232.110	-0.223238	0.420191	0.875279	-0.086554		202.073	116.372	1268.432	-0.256284	0.465699	0.824692	-0.193198		208.818	116.267	1283.188	-0.420075	0.025384	0.906629	0.030281		223.150	115.521	1300.141	-0.551614	0.042245	0.813781	-0.178041		236.800	129.070	1355.560	-0.457289	0.061862	0.870289	-0.172210		260.607	147.503	1378.323	-0.145036	0.115144	0.972358	-0.142215		211.030	124.412	1281.352	-0.322288	0.563869	0.760014	-0.023680		286.741	162.638	1325.678	0.628045	-0.530753	-0.401698	0.403113		280.973	212.810	1329.561	-0.474719	0.628754	0.574841	-0.221060		292.409	234.365	1336.343	-0.339133	0.661686	0.663920	-0.079818		213.242	132.556	1279.516	-0.270307	0.589760	0.756504	-0.082585		284.035	169.947	1305.767	-0.532184	0.527497	0.546615	-0.373818		292.619	223.998	1316.210	-0.318105	0.622300	0.693409	-0.175316		311.263	240.182	1321.856	-0.144660	0.646121	0.749053	-0.022799		211.175	131.241	1271.234	-0.248539	0.603832	0.739775	-0.162321		281.328	177.256	1285.856	-0.418118	0.547223	0.659530	-0.301239		305.076	220.560	1297.092	-0.141740	0.620112	0.767927	-0.075225		329.098	227.938	1300.243	0.066472	0.617918	0.778064	0.091512		208.455	130.610	1263.404	-0.227705	0.617122	0.713555	-0.241144		276.789	185.381	1265.798	-0.292285	0.592854	0.692505	-0.289017		306.578	218.985	1268.594	0.010195	0.659006	0.751591	-0.026802		329.038	219.589	1267.454	0.224022	0.639303	0.717501	0.162167		57.632	-286.292	1377.756	-0.017617	0.100164	-0.279836	0.954646		211.368	-386.717	1343.886	0.219685	0.483068	0.139286	0.836052		325.532	-283.945	1171.530	0.463914	0.236413	0.624186	0.582481		339.639	-161.445	1210.840	0.259882	0.030687	0.666752	0.697827		353.747	-38.946	1250.149	0.372041	-0.074398	0.545510	0.747308		346.731	-33.466	1262.246	0.128063	-0.574478	0.558585	0.584429		341.325	-23.842	1277.746	-0.059933	-0.588478	0.620152	0.515279		311.707	7.987	1302.683	-0.057762	-0.590278	0.620358	0.513216		303.804	33.441	1320.876	-0.051247	-0.595633	0.620930	0.506991		354.210	-32.612	1264.877	0.499091	-0.090091	0.633090	0.584797		369.762	22.928	1327.825	0.768686	-0.098935	0.223884	0.590940		413.220	28.483	1350.592	0.599605	0.162741	0.530543	0.576640		422.702	48.406	1361.666	0.410091	0.330229	0.687624	0.499947		361.688	-31.757	1267.507	0.484723	-0.018319	0.592700	0.642974		384.279	24.916	1313.044	0.663966	-0.117038	0.326677	0.662370		425.511	39.979	1345.026	0.489384	0.144198	0.555042	0.656992		433.961	61.468	1353.760	0.321168	0.316390	0.666648	0.593574		364.737	-33.101	1260.263	0.485147	0.024473	0.532169	0.693419		398.797	26.904	1298.263	0.578516	-0.067010	0.414572	0.699256		430.756	51.703	1326.574	0.416269	0.159286	0.577297	0.684161		437.735	74.478	1333.059	0.275669	0.309171	0.656169	0.630763		368.015	-35.143	1253.617	0.487838	0.062354	0.463149	0.737306		414.348	26.046	1283.227	0.491348	0.211458	0.133559	0.834281		450.063	43.627	1274.181	0.436802	0.429535	0.261658	0.745814		460.148	59.252	1265.770	0.378841	0.563968	0.340206	0.650137		-68.923	-247.434	956.763	0.237433	0.039314	-0.180872	0.953606		-65.123	-21.537	520.581	0.112922	0.037624	-0.000532	0.992891		-97.206	52.462	100.437	-0.028559	-0.000916	0.044549	0.998598		-106.550	156.518	39.349	-0.053107	-0.002011	0.044513	0.997594		46.358	-338.898	981.594	0.010032	-0.041530	-0.408010	0.911977		83.998	-349.304	497.155	-0.103382	0.032083	-0.422032	0.900096		1.688	-434.808	66.440	-0.007498	-0.021312	-0.420901	0.906825		86.241	-365.857	24.079	0.000396	-0.024975	-0.420700	0.906856
2036	6.78333		-10.544	-290.183	975.602	-0.085539	-0.058482	-0.332233	0.937488		-19.433	-288.467	1053.637	-0.063187	0.055492	-0.372987	0.924018		0.164	-278.599	1182.702	-0.080299	0.078072	-0.360084	0.926173		31.085	-264.468	1331.607	-0.086664	0.073340	-0.354981	0.927954		61.272	-247.855	1480.406	-0.177292	0.026045	-0.144416	0.973156		71.017	-219.666	1560.602	-0.142271	0.012577	-0.110934	0.983511		12.920	-241.650	1383.578	-0.059438	0.007464	-0.431164	0.900283		-109.285	-90.427	1376.220	-0.117835	-0.561854	-0.636250	0.515384		-0.088	39.179	1195.686	-0.231069	0.513633	0.824016	-0.061522		101.053	77.866	1231.958	-0.222950	0.420385	0.875270	-0.086436		202.194	116.552	1268.229	-0.255971	0.465874	0.824714	-0.193098		208.946	116.449	1282.983	-0.419907	0.025659	0.906693	0.030457		223.283	115.701	1299.931	-0.551423	0.042498	0.813925	-0.177910		236.961	129.260	1355.340	-0.457077	0.062101	0.870415	-0.172052		260.787	147.687	1378.088	-0.144797	0.115317	0.972407	-0.141987		211.161	124.592	1281.143	-0.321989	0.564082	0.759984	-0.023627		286.909	162.792	1325.429	0.627754	-0.530922	-0.401838	0.403203		281.171	212.968	1329.297	-0.474397	0.628943	0.574888	-0.221091		292.621	234.518	1336.068	-0.338808	0.661877	0.663896	-0.079807		213.377	132.735	1279.304	-0.269991	0.589947	0.756476	-0.082529		284.200	170.095	1305.516	-0.531875	0.527668	0.546727	-0.373852		292.818	224.145	1315.938	-0.317776	0.622472	0.693412	-0.175291		311.473	240.321	1321.572	-0.144338	0.646283	0.748978	-0.022731		211.306	131.418	1271.023	-0.248209	0.603996	0.739764	-0.162268		281.490	177.398	1285.604	-0.417794	0.547395	0.659598	-0.301226		305.267	220.693	1296.817	-0.141414	0.620267	0.767870	-0.075148		329.293	228.059	1299.956	0.066774	0.618047	0.777922	0.091629		208.582	130.785	1263.194	-0.227363	0.617261	0.713559	-0.241097		276.948	185.519	1265.545	-0.291940	0.593001	0.692540	-0.288979		306.757	219.107	1268.318	0.010529	0.659126	0.751485	-0.026705		329.217	219.698	1267.170	0.224314	0.639390	0.717303	0.162297		57.587	-285.985	1377.761	-0.018006	0.100324	-0.280132	0.954535		211.249	-386.520	1343.882	0.219470	0.483352	0.138721	0.836038		325.359	-283.986	1171.349	0.463913	0.236773	0.623738	0.582816		339.567	-161.457	1210.529	0.259785	0.031176	0.666437	0.698141		353.775	-38.928	1249.709	0.371860	-0.073993	0.545184	0.747676		346.771	-33.433	1261.807	0.127809	-0.574049	0.558630	0.584864		341.383	-23.791	1277.301	-0.059813	-0.586364	0.619568	0.518397		312.059	8.210	1302.367	-0.057790	-0.588053	0.619760	0.516479		304.391	33.733	1320.564	-0.051719	-0.593082	0.620296	0.510697		354.252	-32.580	1264.431	0.499013	-0.089741	0.632776	0.585258		369.883	23.009	1327.316	0.768456	-0.098856	0.223478	0.591406		413.361	28.558	1350.048	0.599568	0.163014	0.530080	0.577027		422.862	48.486	1361.096	0.410194	0.330608	0.687174	0.500232		361.733	-31.728	1267.055	0.484625	-0.017963	0.592339	0.643390		384.391	24.974	1312.523	0.663734	-0.116855	0.326293	0.662823		425.655	40.042	1344.461	0.489316	0.144540	0.554599	0.657342		434.124	61.534	1353.169	0.321221	0.316814	0.666203	0.593817		364.776	-33.080	1259.810	0.485017	0.024819	0.531772	0.693801		398.899	26.939	1297.730	0.578314	-0.066747	0.414183	0.699678		430.894	51.745	1325.995	0.416199	0.159673	0.576866	0.684477		437.892	74.522	1332.453	0.275696	0.309621	0.655734	0.630983		368.048	-35.130	1253.164	0.487675	0.062682	0.462720	0.737655		414.440	26.058	1282.684	0.491068	0.211666	0.133028	0.834478		450.159	43.608	1273.596	0.436677	0.429787	0.261071	0.745948		460.247	59.219	1265.163	0.378831	0.564241	0.339605	0.650222		-69.033	-247.260	956.781	0.237380	0.039240	-0.180915	0.953615		-65.164	-21.423	520.569	0.112823	0.037542	-0.000590	0.992905		-97.173	52.495	100.404	-0.028661	-0.000985	0.044478	0.998599		-106.494	156.540	39.294	-0.053207	-0.002079	0.044440	0.997592		46.239	-338.732	981.627	0.009935	-0.041589	-0.408053	0.911956		83.891	-349.249	497.191	-0.103471	0.032013	-0.422084	0.900063		1.600	-434.843	66.491	-0.007590	-0.021389	-0.420948	0.906801		86.163	-365.912	24.120	0.000303	-0.025052	-0.420746	0.906832
