Frame	Time	handball_6 - 1 X	handball_6 - 1 Y	handball_6 - 1 Z	handball_6 - 2 X	handball_6 - 2 Y	handball_6 - 2 Z	handball_6 - 3 X	handball_6 - 3 Y	handball_6 - 3 Z	handball_6 - 4 X	handball_6 - 4 Y	handball_6 - 4 Z	handball_6 - 5 X	handball_6 - 5 Y	handball_6 - 5 Z	handball_6 - 6 X	handball_6 - 6 Y	handball_6 - 6 Z	
2173	7.24000	585.068	-117.307	1267.328	767.333	-97.052	1345.589	660.929	-2.480	1266.296	666.210	-175.624	1234.760	635.924	-69.319	1388.793	666.132	-182.045	1352.672
2174	7.24333	586.968	-118.495	1274.791	768.426	-99.978	1355.495	663.822	-4.037	1275.446	668.097	-177.007	1242.713	636.691	-71.872	1396.753	666.466	-184.227	1360.533
2175	7.24667	588.672	-119.557	1282.213	769.320	-102.869	1365.530	666.529	-5.597	1284.792	669.925	-178.260	1250.835	637.117	-73.851	1405.363	666.691	-186.402	1368.614
2176	7.25000	590.332	-120.622	1289.917	770.043	-105.732	1375.748	669.093	-7.025	1294.345	671.648	-179.475	1259.060	637.530	-76.049	1414.012	666.418	-188.567	1376.914
2177	7.25333	591.897	-121.403	1297.633	770.608	-108.334	1386.317	671.436	-8.433	1304.082	673.304	-180.599	1267.454	637.880	-78.448	1422.559	666.397	-190.705	1385.161
2178	7.25667	593.292	-122.228	1305.545	770.957	-111.108	1396.799	673.691	-9.844	1314.059	674.773	-181.689	1275.965	637.938	-80.525	1431.423	666.074	-192.668	1393.521
2179	7.26000	594.571	-123.091	1313.551	771.050	-113.831	1407.439	675.748	-11.196	1324.209	676.115	-182.718	1284.598	637.782	-82.683	1440.430	665.713	-194.614	1401.923
2180	7.26333	595.626	-123.752	1321.638	770.917	-116.493	1418.210	677.615	-12.475	1334.550	677.323	-183.527	1293.278	637.914	-85.315	1449.077	665.108	-196.490	1410.287
2181	7.26667	596.580	-124.480	1329.842	770.572	-119.137	1429.120	679.269	-13.744	1344.976	678.457	-184.369	1302.105	637.229	-87.284	1458.291	664.425	-198.399	1418.830
2182	7.27000	597.348	-125.000	1337.977	770.033	-121.709	1440.129	680.745	-14.941	1355.615	679.491	-185.074	1311.039	636.570	-89.480	1467.397	663.502	-200.175	1427.338
2183	7.27333	598.055	-125.567	1346.316	769.291	-124.266	1451.174	682.002	-16.092	1366.376	680.439	-185.793	1320.035	635.514	-91.398	1476.853	662.554	-201.925	1435.979
2184	7.27667	598.557	-125.815	1354.524	768.114	-126.990	1462.153	683.046	-17.186	1377.280	681.298	-186.421	1329.030	633.817	-93.048	1486.283	661.401	-203.628	1444.613
2185	7.28000	598.788	-125.925	1362.526	766.913	-129.368	1473.315	683.860	-18.234	1388.242	682.038	-186.968	1337.957	632.529	-95.079	1495.622	660.029	-205.269	1453.158
2186	7.28333	598.961	-126.003	1371.016	765.434	-131.743	1484.431	684.438	-19.262	1399.266	682.496	-187.359	1347.201	630.545	-96.713	1505.125	658.614	-206.800	1461.796
2187	7.28667	599.212	-126.703	1378.988	763.776	-134.019	1495.582	684.808	-20.230	1410.389	682.929	-187.743	1356.476	628.461	-98.362	1514.480	657.006	-208.403	1470.349
2188	7.29000	599.360	-126.925	1387.526	761.922	-136.178	1506.703	684.929	-21.163	1421.500	683.269	-188.103	1365.717	626.506	-100.193	1523.864	655.331	-209.829	1478.865
2189	7.29333	599.503	-127.230	1396.003	759.944	-138.295	1517.798	684.832	-22.074	1432.631	683.547	-188.461	1374.952	623.813	-101.621	1533.489	653.554	-211.245	1487.403
2190	7.29667	599.603	-127.610	1404.455	757.804	-140.236	1528.984	684.474	-22.904	1443.681	683.619	-188.639	1384.199	620.863	-103.015	1543.322	651.616	-212.603	1495.860
2191	7.30000	599.397	-127.817	1412.934	755.393	-142.244	1539.886	683.954	-23.760	1454.737	683.573	-188.847	1393.379	619.335	-105.293	1551.690	649.644	-213.854	1504.267
2192	7.30333	599.021	-127.935	1421.359	752.801	-144.169	1550.679	684.658	-25.265	1465.025	683.341	-188.794	1402.564	616.618	-106.809	1560.677	647.465	-215.060	1512.582
2193	7.30667	596.452	-126.720	1428.226	750.111	-146.084	1561.385	683.254	-25.836	1476.202	683.030	-188.865	1411.680	613.906	-108.402	1569.576	645.196	-216.266	1520.762
2194	7.31000	595.689	-127.342	1436.701	747.291	-147.862	1571.957	681.827	-26.296	1487.034	682.750	-188.475	1420.787	610.869	-109.779	1578.459	642.940	-217.285	1528.867
2195	7.31333	594.625	-127.380	1444.883	744.392	-149.562	1582.354	680.395	-26.867	1497.797	682.257	-188.545	1429.830	608.086	-111.243	1586.977	640.623	-218.264	1536.975
2196	7.31667	595.122	-123.021	1457.278	741.385	-151.153	1592.617	678.883	-27.515	1508.333	681.611	-188.545	1438.783	605.273	-112.627	1595.504	638.184	-219.266	1544.997
2197	7.32000	594.191	-123.504	1464.956	738.223	-152.697	1602.734	677.266	-28.022	1518.708	680.756	-188.589	1447.523	602.406	-113.864	1603.809	635.624	-220.064	1552.820
2198	7.32333	593.637	-123.329	1473.258	735.017	-154.106	1612.691	675.552	-28.599	1528.729	679.857	-188.515	1456.298	597.546	-116.001	1612.799	632.904	-220.950	1561.079
2199	7.32667	592.635	-123.248	1481.121	731.736	-155.394	1622.562	673.699	-29.084	1538.595	678.820	-188.527	1464.968	594.482	-116.786	1620.816	630.257	-221.647	1568.671
2200	7.33000	591.506	-123.375	1488.690	728.390	-156.696	1632.100	671.783	-29.512	1548.246	677.754	-188.512	1473.510	591.412	-117.710	1628.746	628.106	-221.769	1576.048
2201	7.33333	590.331	-123.430	1496.276	725.062	-157.740	1641.444	669.797	-29.932	1557.689	676.624	-188.358	1481.852	588.206	-118.659	1636.412	625.510	-222.205	1583.433
2202	7.33667	590.474	-125.743	1504.223	721.684	-158.806	1650.634	667.726	-30.275	1566.822	675.405	-188.275	1490.130	584.945	-119.456	1643.978	622.920	-222.636	1590.664
2203	7.34000	588.475	-124.645	1511.384	718.230	-159.699	1659.487	665.664	-30.603	1575.822	674.041	-188.185	1498.255	581.850	-119.997	1651.324	620.182	-223.006	1597.923
2204	7.34333	586.030	-124.636	1517.459	714.749	-160.518	1668.282	663.522	-30.969	1584.507	672.560	-188.111	1506.339	578.741	-120.437	1658.254	617.385	-223.273	1604.979
2205	7.34667	584.691	-124.567	1524.845	711.280	-161.377	1676.765	661.372	-31.184	1592.981	671.034	-188.007	1514.071	575.336	-120.985	1665.336	614.573	-223.614	1611.899
2206	7.35000	583.229	-124.337	1531.716	707.787	-162.084	1685.078	659.198	-31.371	1601.344	669.537	-188.006	1521.825	572.097	-121.292	1672.312	611.818	-223.866	1618.715
2207	7.35333	582.435	-124.808	1539.754	704.358	-162.650	1693.142	656.996	-31.629	1609.356	667.990	-187.841	1529.402	569.380	-121.323	1678.708	609.126	-223.970	1625.417
2208	7.35667	581.042	-124.711	1546.287	700.977	-163.165	1701.092	654.802	-31.712	1617.237	666.463	-187.713	1536.839	566.788	-121.440	1685.128	606.375	-224.032	1631.986
2209	7.36000	579.752	-124.535	1552.920	697.531	-163.634	1708.807	652.601	-31.788	1624.888	664.796	-187.533	1544.048	564.073	-121.456	1691.166	603.603	-224.123	1638.467
2210	7.36333	578.302	-124.220	1559.287	694.128	-164.090	1716.325	650.440	-31.906	1632.375	663.106	-187.449	1551.173	561.226	-121.287	1697.590	600.817	-224.165	1644.794
2211	7.36667	576.879	-123.983	1565.518	690.717	-164.400	1723.633	648.271	-31.967	1639.608	661.466	-187.327	1558.105	558.150	-121.228	1703.529	598.089	-224.116	1650.959
2212	7.37000	575.336	-123.568	1571.481	687.444	-164.747	1730.816	646.096	-31.953	1646.655	659.801	-187.102	1564.807	555.457	-121.319	1709.289	595.437	-224.109	1657.028
2213	7.37333	573.783	-123.095	1577.440	684.139	-164.986	1737.757	643.977	-31.857	1653.520	658.280	-186.897	1571.525	552.456	-121.114	1715.036	592.794	-223.895	1662.847
2214	7.37667	572.336	-122.671	1583.205	680.966	-165.112	1744.490	641.894	-31.788	1660.221	656.689	-186.629	1577.950	549.743	-121.017	1720.520	590.232	-223.690	1668.548
2215	7.38000	570.937	-122.297	1588.770	677.749	-165.212	1751.056	639.812	-31.623	1666.599	655.051	-186.423	1584.241	547.089	-120.836	1725.791	587.680	-223.447	1674.179
2216	7.38333	569.432	-121.822	1594.204	674.569	-165.220	1757.400	637.809	-31.524	1672.836	653.433	-186.193	1590.385	544.305	-120.551	1730.935	585.071	-223.170	1679.550
2217	7.38667	567.951	-121.423	1599.403	671.454	-165.130	1763.612	635.755	-31.263	1678.726	651.858	-185.984	1596.466	541.633	-120.154	1735.974	582.593	-222.938	1684.908
2218	7.39000	566.510	-120.993	1604.489	668.462	-164.909	1769.542	633.818	-31.007	1684.402	650.280	-185.680	1602.176	538.892	-119.610	1740.834	580.141	-222.560	1690.026
2219	7.39333	565.075	-120.579	1609.392	665.553	-164.639	1775.326	631.886	-30.652	1689.866	648.750	-185.449	1607.811	536.312	-119.063	1745.484	577.784	-222.085	1695.158
2220	7.39667	563.715	-120.182	1614.165	662.696	-164.362	1780.880	630.019	-30.278	1695.081	647.185	-185.147	1613.270	533.862	-118.453	1749.947	575.452	-221.578	1699.962
2221	7.40000	562.229	-119.680	1618.743	659.891	-163.931	1786.208	628.197	-29.916	1700.027	645.558	-184.836	1618.457	531.474	-117.818	1754.300	573.104	-221.068	1704.801
2222	7.40333	560.822	-119.289	1623.141	657.147	-163.414	1791.311	626.394	-29.466	1704.729	643.873	-184.593	1623.485	529.062	-117.030	1758.523	570.720	-220.434	1709.379
2223	7.40667	559.394	-118.910	1627.399	654.472	-162.900	1796.229	624.621	-28.970	1709.183	642.200	-184.401	1628.391	526.710	-116.282	1762.540	568.415	-219.884	1713.846
2224	7.41000	557.831	-118.384	1631.489	651.885	-162.286	1800.915	622.884	-28.532	1713.450	640.552	-184.203	1633.164	524.495	-115.464	1766.398	566.191	-219.306	1718.310
2225	7.41333	556.407	-118.084	1635.416	649.426	-161.676	1805.501	621.205	-28.081	1717.431	638.907	-183.987	1637.642	522.258	-114.583	1770.124	564.004	-218.612	1722.509
2226	7.41667	554.865	-117.580	1639.213	646.968	-160.968	1809.793	619.583	-27.618	1721.300	637.222	-183.771	1641.994	520.092	-113.648	1773.746	561.822	-217.982	1726.537
2227	7.42000	553.443	-117.195	1642.945	644.577	-160.361	1814.007	618.013	-27.119	1724.974	635.507	-183.486	1646.185	518.027	-112.726	1777.231	559.600	-217.225	1730.485
2228	7.42333	551.943	-116.704	1646.416	642.187	-159.700	1817.987	616.513	-26.652	1728.552	633.749	-183.331	1650.235	516.013	-111.842	1780.522	557.406	-216.671	1734.399
2229	7.42667	550.561	-116.252	1649.858	639.873	-159.054	1821.908	614.992	-26.135	1731.925	632.025	-183.179	1654.206	514.054	-110.890	1783.750	555.186	-216.026	1738.057
2230	7.43000	549.109	-115.789	1653.136	637.600	-158.535	1825.727	613.560	-25.650	1735.191	630.365	-182.958	1657.989	512.132	-109.943	1786.824	553.120	-215.254	1741.685
2231	7.43333	547.790	-115.382	1656.288	635.384	-157.837	1829.410	612.199	-25.122	1738.361	628.733	-182.695	1661.594	510.253	-108.942	1789.791	551.043	-214.598	1745.235
2232	7.43667	546.394	-114.862	1659.344	633.229	-157.186	1832.876	610.887	-24.640	1741.370	627.184	-182.462	1665.204	508.353	-107.882	1792.692	549.021	-213.824	1748.547
2233	7.44000	545.153	-114.446	1662.262	631.021	-156.465	1836.244	609.553	-24.119	1744.316	625.554	-182.359	1668.655	506.618	-106.951	1795.391	546.968	-213.043	1751.741
2234	7.44333	543.813	-113.975	1665.080	628.891	-155.670	1839.491	608.288	-23.651	1746.992	623.915	-182.115	1671.935	504.854	-105.924	1798.082	544.230	-212.991	1755.301
2235	7.44667	542.644	-113.617	1667.770	626.753	-155.062	1842.741	607.046	-23.171	1749.694	622.390	-182.038	1675.258	502.895	-105.145	1800.779	542.349	-212.223	1758.248
2236	7.45000	541.383	-113.141	1670.365	624.677	-154.375	1845.766	605.826	-22.733	1752.194	620.859	-181.903	1678.445	501.005	-104.125	1803.201	540.299	-211.658	1761.411
2237	7.45333	540.189	-112.695	1672.899	622.661	-153.714	1848.730	604.608	-22.287	1754.683	619.424	-181.746	1681.459	499.553	-103.180	1805.462	538.451	-210.843	1764.158
2238	7.45667	539.016	-112.291	1675.323	620.701	-153.053	1851.544	603.463	-21.836	1757.034	617.970	-181.611	1684.420	497.970	-102.191	1807.627	536.674	-210.062	1766.808
2239	7.46000	537.887	-111.816	1677.661	618.723	-152.388	1854.236	602.334	-21.390	1759.354	616.596	-181.224	1687.057	496.420	-101.271	1809.685	534.789	-209.367	1769.276
2240	7.46333	536.750	-111.363	1679.868	616.774	-151.764	1856.803	601.242	-20.944	1761.556	615.170	-180.997	1689.681	494.778	-100.401	1811.751	532.973	-208.716	1771.620
2241	7.46667	535.542	-110.824	1681.875	614.893	-151.169	1859.221	600.141	-20.557	1763.630	613.774	-180.798	1692.193	493.326	-99.498	1813.573	531.228	-208.081	1773.910
2242	7.47000	534.555	-110.424	1683.782	613.072	-150.578	1861.521	599.009	-20.091	1765.596	612.450	-180.614	1694.618	491.823	-98.615	1815.312	529.506	-207.428	1775.996
2243	7.47333	533.511	-109.951	1685.645	611.386	-150.030	1863.677	597.959	-19.627	1767.434	611.159	-180.440	1696.826	490.494	-97.761	1816.941	527.886	-206.797	1778.054
2244	7.47667	532.505	-109.533	1687.296	609.701	-149.460	1865.693	596.969	-19.193	1769.238	609.920	-180.166	1698.883	489.150	-96.998	1818.483	526.276	-206.204	1779.783
2245	7.48000	531.541	-109.098	1688.933	608.104	-148.922	1867.519	595.963	-18.743	1770.841	608.642	-179.894	1700.710	487.834	-96.168	1819.908	524.746	-205.533	1781.539
2246	7.48333	530.501	-108.632	1690.351	606.548	-148.336	1869.143	595.033	-18.346	1772.274	607.413	-179.676	1702.529	486.638	-95.407	1821.202	523.250	-204.948	1783.017
2247	7.48667	529.551	-108.290	1691.713	605.126	-147.803	1870.730	594.024	-17.970	1773.569	606.199	-179.479	1704.099	485.483	-94.666	1822.372	521.896	-204.360	1784.592
2248	7.49000	528.475	-107.852	1692.811	603.742	-147.224	1872.108	593.126	-17.570	1774.717	605.027	-179.216	1705.564	484.317	-93.937	1823.498	520.556	-203.767	1785.963
2249	7.49333	527.457	-107.451	1693.961	602.519	-146.697	1873.383	592.227	-17.233	1775.644	603.895	-179.004	1706.840	483.242	-93.241	1824.437	519.242	-203.231	1787.211
2250	7.49667	526.571	-107.219	1694.975	601.316	-146.124	1874.477	591.359	-16.837	1776.464	602.766	-178.768	1708.011	482.372	-92.624	1825.259	518.031	-202.616	1788.423
2251	7.50000	525.582	-106.939	1695.769	600.251	-145.626	1875.418	590.604	-16.533	1777.137	601.574	-178.660	1709.003	481.419	-91.906	1826.081	516.783	-202.126	1789.454
2252	7.50333	524.600	-106.660	1696.608	599.201	-145.093	1876.202	589.875	-16.191	1777.637	600.378	-178.557	1709.885	480.530	-91.264	1826.802	515.506	-201.613	1790.372
2253	7.50667	523.620	-106.435	1697.264	598.270	-144.648	1876.911	589.206	-15.945	1778.061	599.263	-178.471	1710.645	479.675	-90.610	1827.445	514.426	-201.122	1791.228
2254	7.51000	522.654	-106.187	1697.841	597.420	-144.221	1877.460	588.653	-15.707	1778.232	598.136	-178.394	1711.301	478.933	-89.999	1827.974	513.334	-200.743	1791.990
2255	7.51333	521.595	-105.873	1698.379	596.686	-143.831	1877.897	588.077	-15.516	1778.449	597.029	-178.456	1711.837	478.264	-89.384	1828.480	512.329	-200.209	1792.848
2256	7.51667	520.832	-105.792	1698.788	596.022	-143.479	1878.215	587.618	-15.361	1778.509	595.915	-178.415	1712.188	478.368	-89.209	1828.752	511.344	-199.863	1793.454
2257	7.52000	519.969	-105.624	1699.138	595.417	-143.195	1878.400	587.174	-15.259	1778.511	594.847	-178.477	1712.518	477.794	-88.575	1829.177	510.307	-199.467	1793.996
2258	7.52333	519.094	-105.519	1699.397	594.854	-142.924	1878.579	586.828	-15.214	1778.410	593.680	-178.617	1712.699	477.387	-88.134	1829.434	509.389	-199.104	1794.497
2259	7.52667	518.162	-105.399	1699.627	594.374	-142.704	1878.624	586.522	-15.187	1778.071	592.639	-178.769	1712.880	477.027	-87.690	1829.681	508.528	-198.842	1794.888
2260	7.53000	517.341	-105.324	1699.745	593.943	-142.524	1878.637	586.258	-15.229	1777.799	591.633	-178.941	1713.014	476.615	-87.210	1829.869	507.613	-198.575	1795.313
2261	7.53333	516.469	-105.313	1699.870	593.603	-142.375	1878.603	586.047	-15.279	1777.491	590.645	-179.230	1713.056	476.198	-86.711	1830.074	506.816	-198.347	1795.686
2262	7.53667	515.833	-105.406	1699.951	593.232	-142.281	1878.511	585.843	-15.384	1777.228	589.659	-179.431	1713.074	475.948	-86.311	1830.254	505.938	-198.191	1795.995
2263	7.54000	515.080	-105.435	1700.112	592.893	-142.260	1878.409	585.683	-15.540	1776.950	588.698	-179.735	1713.047	475.595	-85.921	1830.412	505.024	-198.062	1796.053
2264	7.54333	514.521	-105.625	1700.180	592.556	-142.386	1878.358	585.509	-15.706	1776.627	587.751	-180.030	1713.071	475.449	-85.673	1830.541	504.259	-197.899	1796.292
2265	7.54667	513.815	-105.690	1700.262	592.204	-142.465	1878.273	585.360	-15.936	1776.347	586.872	-180.399	1713.099	475.085	-85.320	1830.682	503.426	-197.720	1796.537
2266	7.55000	513.169	-105.841	1700.284	591.889	-142.565	1878.255	585.244	-16.165	1776.103	586.086	-180.794	1713.157	474.876	-85.135	1830.785	502.778	-197.678	1796.831
2267	7.55333	512.488	-105.924	1700.412	591.609	-142.723	1878.253	585.147	-16.469	1775.924	585.305	-181.164	1713.249	474.699	-84.988	1830.923	502.165	-197.726	1797.164
2268	7.55667	511.974	-106.119	1700.599	591.279	-142.920	1878.296	585.096	-16.894	1775.743	584.537	-181.676	1713.384	474.542	-84.875	1831.116	501.458	-197.828	1797.510
2269	7.56000	511.398	-106.240	1700.626	590.905	-143.201	1878.418	585.033	-17.296	1775.643	583.724	-182.136	1713.551	474.328	-84.777	1831.368	500.691	-197.947	1797.781
2270	7.56333	510.988	-106.693	1700.910	590.525	-143.511	1878.602	584.953	-17.829	1775.675	582.923	-182.774	1713.834	474.152	-84.789	1831.620	499.987	-198.040	1798.154
2271	7.56667	510.628	-107.174	1701.117	590.089	-143.979	1878.871	584.878	-18.338	1775.774	582.091	-183.363	1714.144	473.845	-84.768	1831.934	499.193	-198.140	1798.670
2272	7.57000	510.220	-107.688	1701.533	589.652	-144.474	1879.204	584.869	-18.939	1775.918	581.298	-184.038	1714.536	473.566	-84.817	1832.358	498.663	-198.506	1799.331
2273	7.57333	509.755	-108.098	1702.001	589.177	-145.051	1879.601	584.804	-19.701	1776.239	580.432	-184.782	1715.035	473.250	-84.918	1832.859	498.008	-198.692	1799.893
2274	7.57667	509.523	-108.840	1702.504	588.654	-145.765	1880.155	584.747	-20.382	1776.696	579.546	-185.522	1715.564	472.979	-85.056	1833.462	497.239	-199.027	1800.489
2275	7.58000	508.962	-109.322	1703.192	588.061	-146.464	1880.804	584.705	-21.220	1777.198	578.554	-186.337	1716.229	472.608	-85.202	1834.209	496.466	-199.450	1801.178
2276	7.58333	508.625	-110.017	1704.010	587.366	-147.267	1881.581	584.587	-22.092	1777.880	577.537	-187.247	1717.060	472.255	-85.448	1834.947	495.475	-199.790	1801.947
2277	7.58667	508.054	-110.640	1704.892	586.652	-148.056	1882.433	584.463	-22.934	1778.683	576.454	-188.155	1717.984	471.918	-85.757	1835.833	494.459	-200.230	1802.991
2278	7.59000	507.530	-111.341	1705.919	585.850	-148.919	1883.527	584.269	-23.930	1779.526	575.447	-189.102	1719.132	471.293	-85.943	1836.914	493.449	-200.708	1804.251
2279	7.59333	506.817	-111.881	1707.175	584.995	-149.778	1884.704	584.109	-24.855	1780.708	574.327	-190.034	1720.354	470.850	-86.234	1838.048	492.345	-201.126	1805.439
2280	7.59667	505.965	-112.419	1708.591	584.045	-150.663	1886.059	583.848	-25.906	1781.847	573.148	-191.032	1721.720	470.078	-86.385	1839.405	491.213	-201.650	1806.817
2281	7.60000	505.121	-112.981	1710.111	582.965	-151.563	1887.610	583.608	-26.921	1783.316	571.947	-192.039	1723.300	469.599	-86.815	1840.807	489.935	-202.169	1808.381
2282	7.60333	504.345	-113.586	1711.890	581.767	-152.529	1889.353	583.262	-27.971	1785.025	570.817	-192.630	1724.985	468.899	-87.202	1842.367	488.465	-202.610	1809.927
2283	7.60667	503.518	-114.184	1713.707	580.471	-153.508	1891.333	582.811	-28.984	1786.884	569.515	-193.684	1726.924	467.908	-87.414	1844.099	486.985	-203.185	1811.857
2284	7.61000	502.643	-114.724	1715.725	579.039	-154.438	1893.436	582.267	-30.033	1789.028	568.222	-194.619	1729.088	466.897	-87.690	1845.983	485.466	-203.727	1813.758
2285	7.61333	501.729	-115.222	1717.932	577.484	-155.425	1895.805	581.767	-31.041	1791.309	566.907	-195.478	1731.450	466.049	-88.201	1847.943	483.844	-204.157	1815.971
2286	7.61667	500.844	-115.790	1720.298	575.825	-156.380	1898.398	581.088	-32.074	1793.914	565.583	-196.492	1733.970	464.891	-88.473	1850.170	482.192	-204.689	1818.245
2287	7.62000	499.926	-116.251	1722.865	574.005	-157.335	1901.181	580.393	-33.093	1796.695	564.153	-197.418	1736.658	463.616	-88.766	1852.502	480.340	-205.178	1820.464
2288	7.62333	498.875	-116.752	1725.571	571.978	-158.290	1904.195	579.598	-34.131	1799.738	562.708	-198.356	1739.615	462.358	-89.213	1854.936	478.352	-205.732	1823.076
2289	7.62667	497.895	-117.162	1728.438	569.766	-159.217	1907.392	578.627	-35.038	1802.939	561.251	-199.232	1742.795	460.733	-89.424	1857.530	476.401	-206.222	1825.782
2290	7.63000	496.805	-117.667	1731.390	567.451	-160.117	1910.794	577.616	-36.001	1806.434	559.733	-200.013	1746.143	459.087	-89.706	1860.214	474.405	-206.646	1828.691
2291	7.63333	495.684	-118.089	1734.560	564.922	-160.962	1914.338	576.444	-36.867	1810.097	558.163	-200.837	1749.632	457.373	-90.052	1863.082	472.226	-207.007	1831.539
2292	7.63667	494.486	-118.469	1737.876	562.293	-161.762	1918.047	575.208	-37.806	1813.888	556.502	-201.670	1753.336	455.448	-90.200	1866.071	469.942	-207.450	1834.550
2293	7.64000	493.178	-118.845	1741.257	559.487	-162.541	1921.892	573.813	-38.635	1817.851	554.679	-202.446	1757.135	453.547	-90.562	1869.109	467.424	-207.738	1837.647
2294	7.64333	491.775	-119.119	1744.802	556.493	-163.245	1925.802	572.242	-39.435	1821.971	552.735	-203.200	1761.096	451.298	-90.643	1872.353	464.915	-207.988	1840.878
2295	7.64667	490.280	-119.436	1748.389	553.345	-163.925	1929.909	570.523	-40.138	1826.239	550.723	-203.813	1765.126	448.844	-90.695	1875.615	462.242	-208.345	1844.215
2296	7.65000	488.679	-119.705	1752.112	550.128	-164.511	1934.112	568.699	-40.815	1830.560	548.662	-204.418	1769.267	446.483	-90.887	1878.919	459.547	-208.487	1847.682
2297	7.65333	487.004	-119.867	1755.909	546.734	-165.012	1938.315	566.661	-41.380	1835.049	546.495	-204.872	1773.520	443.747	-90.807	1882.434	456.997	-207.740	1850.980
2298	7.65667	485.171	-119.990	1759.789	543.203	-165.538	1942.575	564.524	-41.893	1839.643	544.180	-205.243	1777.804	440.927	-90.864	1885.952	454.074	-207.749	1854.531
2299	7.66000	483.252	-120.050	1763.767	539.490	-165.974	1947.008	562.181	-42.285	1844.356	541.793	-205.629	1782.134	437.950	-90.767	1889.573	450.977	-207.706	1858.073
2300	7.66333	481.234	-120.056	1767.746	535.693	-166.301	1951.431	559.666	-42.641	1849.082	539.269	-205.855	1786.553	434.786	-90.671	1893.202	447.346	-208.879	1861.796
2301	7.66667	479.089	-120.015	1771.805	531.765	-166.585	1955.875	556.972	-42.903	1853.924	536.501	-206.078	1791.371	431.619	-90.652	1896.833	444.125	-208.651	1865.459
2302	7.67000	476.885	-119.883	1775.897	527.684	-166.849	1960.378	554.112	-43.059	1858.842	533.916	-206.099	1795.839	428.236	-90.568	1900.480	440.929	-208.723	1869.040
2303	7.67333	474.593	-119.697	1779.908	523.518	-167.064	1964.916	551.140	-43.134	1863.850	531.327	-205.999	1800.408	424.821	-90.540	1904.184	437.682	-208.717	1872.730
2304	7.67667	472.251	-119.394	1784.002	519.234	-167.215	1969.406	547.993	-43.145	1868.953	528.721	-205.881	1804.904	421.235	-90.425	1907.854	434.323	-208.616	1876.229
2305	7.68000	469.819	-119.073	1788.091	514.812	-167.315	1973.885	544.655	-43.012	1874.134	526.010	-205.574	1809.424	417.529	-90.398	1911.577	430.891	-208.513	1879.674
2306	7.68333	467.339	-118.657	1792.189	510.262	-167.410	1978.413	541.173	-42.819	1879.303	523.449	-205.116	1813.956	413.678	-90.300	1915.144	427.384	-208.365	1883.139
2307	7.68667	464.777	-118.189	1796.229	505.640	-167.469	1982.836	537.556	-42.566	1884.479	520.873	-204.552	1818.535	409.747	-90.258	1918.767	423.994	-208.189	1886.563
2308	7.69000	462.207	-117.654	1800.245	500.958	-167.394	1987.164	533.789	-42.185	1889.603	518.130	-204.084	1822.950	405.718	-90.140	1922.249	417.910	-208.579	1890.164
2309	7.69333	459.615	-117.082	1804.251	496.094	-167.327	1991.565	529.958	-41.726	1894.652	515.573	-203.318	1827.416	402.011	-90.307	1925.655	414.477	-208.376	1893.396
2310	7.69667	456.937	-116.461	1808.154	491.345	-167.193	1995.746	526.038	-41.197	1899.619	512.817	-202.630	1831.642	397.895	-90.226	1929.035	411.326	-208.112	1896.573
2311	7.70000	454.246	-115.822	1811.981	486.501	-167.018	1999.816	521.992	-40.578	1904.495	510.064	-201.895	1835.793	393.674	-90.042	1932.291	407.664	-207.770	1899.449
2312	7.70333	451.441	-115.174	1815.723	481.716	-166.743	2003.684	517.899	-39.993	1909.227	507.285	-201.148	1839.855	389.505	-89.957	1935.371	404.121	-207.372	1902.452
2313	7.70667	448.619	-114.476	1819.287	476.909	-166.409	2007.389	513.718	-39.350	1913.694	504.635	-200.241	1843.919	385.049	-89.643	1938.296	400.757	-206.921	1905.092
2314	7.71000	445.735	-113.820	1822.729	472.159	-166.087	2010.985	509.542	-38.654	1918.041	501.729	-199.567	1847.828	380.814	-89.493	1941.093	397.424	-206.567	1908.040
2315	7.71333	442.884	-113.077	1826.042	467.471	-165.729	2014.377	505.197	-37.839	1922.258	498.901	-198.723	1851.451	376.511	-89.177	1943.723	394.131	-206.129	1910.333
2316	7.71667	440.060	-112.340	1829.182	462.818	-165.364	2017.517	500.992	-37.045	1926.174	496.024	-197.813	1854.869	372.314	-88.957	1946.183	390.842	-205.709	1912.829
2317	7.72000	437.106	-111.652	1832.120	458.216	-164.951	2020.457	496.685	-36.200	1929.908	493.366	-196.749	1858.025	368.182	-88.655	1948.424	388.047	-205.134	1914.895
2318	7.72333	434.199	-110.917	1834.819	453.716	-164.583	2023.257	492.673	-35.590	1933.308	490.542	-195.796	1861.042	364.090	-88.416	1950.584	385.122	-204.535	1917.026
2319	7.72667	431.274	-110.197	1837.356	449.310	-164.186	2025.779	488.629	-34.894	1936.417	487.666	-194.962	1863.819	360.076	-88.167	1952.396	382.103	-204.090	1918.815
2320	7.73000	428.379	-109.488	1839.688	444.973	-163.718	2028.114	484.610	-34.100	1939.355	484.582	-194.554	1866.551	356.159	-87.854	1954.173	379.154	-203.474	1920.557
2321	7.73333	425.596	-108.768	1841.776	440.838	-163.295	2030.226	480.811	-33.459	1942.028	481.723	-193.803	1868.984	352.336	-87.535	1955.690	376.489	-202.465	1922.110
