Frame	Time	handball_6 - 1 X	handball_6 - 1 Y	handball_6 - 1 Z	handball_6 - 2 X	handball_6 - 2 Y	handball_6 - 2 Z	handball_6 - 3 X	handball_6 - 3 Y	handball_6 - 3 Z	handball_6 - 4 X	handball_6 - 4 Y	handball_6 - 4 Z	handball_6 - 5 X	handball_6 - 5 Y	handball_6 - 5 Z	handball_6 - 6 X	handball_6 - 6 Y	handball_6 - 6 Z	
2322	7.73667	422.807	-108.037	1843.684	436.754	-162.805	2032.093	477.082	-32.766	1944.478	479.143	-192.714	1870.997	348.661	-87.212	1957.018	373.484	-201.950	1923.301
2323	7.74000	420.133	-107.391	1845.360	432.843	-162.386	2033.694	473.388	-32.015	1946.638	476.526	-191.899	1872.898	345.069	-86.857	1958.233	370.495	-201.619	1924.384
2324	7.74333	417.518	-106.635	1846.827	429.046	-161.926	2035.141	469.771	-31.299	1948.598	473.837	-191.238	1874.653	341.652	-86.535	1959.157	367.624	-201.029	1925.315
2325	7.74667	415.055	-105.974	1848.071	425.461	-161.364	2036.369	466.331	-30.575	1950.223	471.558	-190.202	1876.136	338.356	-86.187	1959.862	364.877	-200.662	1926.158
2326	7.75000	412.678	-105.378	1849.099	421.946	-160.921	2037.422	463.060	-29.852	1951.657	469.227	-189.478	1877.475	335.223	-85.756	1960.369	362.265	-200.210	1926.783
2327	7.75333	410.453	-104.779	1849.892	418.691	-160.284	2038.209	460.006	-29.152	1952.783	467.041	-188.707	1878.568	332.286	-85.374	1960.754	359.892	-199.643	1927.271
2328	7.75667	408.317	-104.179	1850.478	415.593	-159.738	2038.828	457.149	-28.468	1953.619	465.003	-187.927	1879.356	329.564	-84.973	1960.923	357.668	-199.048	1927.534
2329	7.76000	406.347	-103.636	1850.858	412.820	-159.039	2039.156	454.550	-27.811	1954.146	463.217	-187.133	1879.933	326.989	-84.547	1960.835	355.419	-198.732	1927.734
2330	7.76333	404.489	-103.212	1850.993	410.279	-158.342	2039.298	451.995	-27.134	1954.325	461.344	-186.576	1880.434	324.660	-84.091	1960.642	353.410	-198.280	1927.646
2331	7.76667	402.790	-102.851	1850.908	408.031	-157.693	2039.303	449.816	-26.555	1954.269	459.754	-185.969	1880.635	322.512	-83.623	1960.127	351.540	-197.781	1927.410
2332	7.77000	401.264	-102.446	1850.583	405.929	-157.054	2039.108	447.867	-25.969	1953.969	458.234	-185.439	1880.580	320.667	-83.157	1959.606	349.953	-197.302	1927.149
2333	7.77333	399.863	-102.138	1850.016	404.183	-156.334	2038.615	446.324	-25.470	1953.349	456.477	-185.540	1880.255	319.084	-82.698	1958.833	348.517	-196.895	1926.713
2334	7.77667	398.634	-101.791	1849.306	402.738	-155.671	2037.941	444.922	-24.966	1952.437	455.200	-185.257	1879.749	317.720	-82.170	1957.946	347.211	-196.331	1925.939
2335	7.78000	397.495	-101.559	1848.292	401.621	-155.010	2036.984	443.831	-24.547	1951.219	453.954	-185.118	1878.828	316.642	-81.640	1956.915	346.022	-196.023	1925.247
2336	7.78333	396.511	-101.469	1847.079	400.892	-154.314	2035.870	442.960	-24.157	1949.722	453.163	-184.678	1877.902	315.799	-81.086	1955.721	345.004	-195.581	1924.166
2337	7.78667	395.636	-101.386	1845.665	400.370	-153.684	2034.553	442.386	-23.767	1947.954	452.173	-184.619	1876.529	315.279	-80.560	1954.412	344.290	-195.141	1923.344
2338	7.79000	394.923	-101.387	1844.035	400.271	-153.047	2033.034	442.170	-23.484	1945.854	451.541	-184.557	1875.083	315.005	-79.934	1952.944	343.613	-194.736	1922.208
2339	7.79333	394.376	-101.423	1842.249	400.439	-152.331	2031.293	442.421	-23.405	1943.486	450.816	-184.706	1873.241	315.043	-79.338	1951.364	343.153	-194.366	1921.021
2340	7.79667	393.907	-101.557	1840.221	400.939	-151.677	2029.436	442.880	-23.326	1940.841	450.408	-184.664	1871.166	315.338	-78.676	1949.665	342.788	-193.929	1919.589
2341	7.80000	393.596	-101.851	1838.061	401.732	-150.951	2027.409	443.631	-23.391	1937.782	449.849	-185.160	1869.018	315.866	-78.024	1947.880	342.690	-193.435	1918.350
2342	7.80333	393.316	-102.261	1835.742	402.742	-150.260	2025.248	444.566	-23.476	1934.543	449.460	-185.637	1866.666	316.642	-77.350	1945.950	340.719	-193.867	1917.075
2343	7.80667	393.145	-102.712	1833.262	404.040	-149.593	2022.918	445.790	-23.668	1931.079	448.970	-186.493	1864.287	317.631	-76.682	1943.953	340.711	-193.693	1915.866
2344	7.81000	393.095	-103.257	1830.702	405.556	-148.902	2020.535	447.151	-23.892	1927.383	448.714	-187.163	1861.738	318.840	-75.994	1941.839	340.735	-193.521	1914.338
2345	7.81333	393.165	-103.868	1828.043	407.227	-148.297	2017.969	448.691	-24.251	1923.596	448.466	-188.105	1859.073	320.253	-75.350	1939.681	340.900	-193.295	1912.831
2346	7.81667	393.285	-104.643	1825.279	409.098	-147.828	2015.320	450.482	-24.819	1919.558	448.542	-188.729	1856.196	321.835	-74.716	1937.413	341.123	-193.139	1911.216
2347	7.82000	393.520	-105.397	1822.502	411.057	-147.344	2012.575	452.398	-25.465	1915.466	448.293	-189.985	1853.414	323.548	-74.142	1935.086	341.359	-193.158	1909.255
2348	7.82333	393.803	-106.258	1819.609	413.152	-146.962	2009.736	454.464	-26.255	1911.262	448.331	-190.870	1850.499	325.374	-73.646	1932.631	341.795	-193.168	1907.532
2349	7.82667	394.139	-107.211	1816.739	415.308	-146.686	2006.819	456.559	-27.093	1906.977	448.441	-192.041	1847.605	327.300	-73.151	1930.110	342.226	-193.175	1905.761
2350	7.83000	394.547	-108.233	1813.758	417.553	-146.496	2003.834	458.745	-28.031	1902.629	448.396	-193.430	1844.703	329.338	-72.734	1927.532	342.766	-193.199	1903.981
2351	7.83333	394.991	-109.354	1810.786	419.830	-146.354	2000.802	460.992	-29.192	1898.227	448.600	-194.539	1841.624	331.700	-72.592	1924.996	343.387	-193.316	1902.219
2352	7.83667	395.481	-110.505	1807.788	422.119	-146.342	1997.757	463.210	-30.379	1893.857	448.551	-196.194	1838.633	333.732	-72.209	1922.436	343.980	-193.374	1900.201
2353	7.84000	396.011	-111.800	1804.810	424.411	-146.423	1994.643	465.430	-31.715	1889.428	448.665	-197.604	1835.534	335.902	-71.994	1919.775	344.777	-193.332	1898.465
2354	7.84333	396.514	-113.040	1801.865	426.626	-146.560	1991.556	467.586	-33.122	1885.026	448.769	-199.047	1832.579	338.010	-71.857	1917.016	346.486	-193.057	1896.687
2355	7.84667	397.079	-114.386	1798.938	428.839	-146.798	1988.480	469.780	-34.645	1880.651	448.798	-200.734	1829.765	340.171	-71.741	1914.212	347.156	-193.225	1894.606
2356	7.85000	397.670	-115.810	1796.011	431.030	-147.122	1985.414	471.935	-36.190	1876.361	448.780	-202.531	1826.963	342.535	-71.858	1911.496	349.821	-192.230	1892.681
2357	7.85333	398.236	-117.319	1793.131	433.189	-147.497	1982.380	474.130	-37.828	1872.120	448.880	-204.292	1824.176	344.787	-71.938	1908.795	350.883	-192.402	1890.678
2358	7.85667	398.774	-118.823	1790.309	435.291	-147.948	1979.368	476.171	-39.617	1867.887	448.902	-205.941	1821.483	346.923	-71.994	1906.158	352.036	-192.389	1888.500
2359	7.86000	399.289	-120.442	1787.530	437.338	-148.439	1976.436	478.200	-41.418	1863.716	448.674	-208.124	1818.962	349.071	-72.184	1903.467	352.867	-192.789	1886.869
2360	7.86333	399.702	-122.096	1784.919	439.271	-148.930	1973.555	480.119	-43.316	1859.590	448.416	-210.143	1816.504	351.192	-72.516	1900.730	353.584	-193.131	1885.098
2361	7.86667	400.087	-123.787	1782.304	441.133	-149.503	1970.705	481.984	-45.317	1855.565	448.213	-212.138	1814.118	353.148	-72.761	1898.093	355.434	-195.446	1883.455
2362	7.87000	400.467	-125.414	1779.813	442.924	-150.159	1967.988	483.774	-47.307	1851.644	447.914	-214.059	1811.924	355.046	-73.032	1895.525	356.028	-195.775	1881.987
2363	7.87333	400.708	-127.246	1777.378	444.606	-150.950	1965.337	485.479	-49.404	1847.898	447.617	-216.157	1809.747	356.935	-73.446	1893.079	356.546	-196.216	1880.415
2364	7.87667	400.978	-128.961	1775.065	446.199	-151.809	1962.773	487.087	-51.606	1844.303	447.160	-218.189	1807.642	358.799	-73.931	1890.719	357.045	-196.784	1878.995
2365	7.88000	401.100	-130.751	1772.823	447.637	-152.783	1960.312	488.624	-53.857	1840.843	446.650	-220.187	1805.641	360.428	-74.391	1888.463	357.380	-197.313	1877.599
2366	7.88333	401.262	-132.443	1770.790	448.931	-153.806	1957.932	490.018	-56.116	1837.550	446.024	-222.251	1803.708	362.043	-74.969	1886.265	357.591	-197.779	1876.308
2367	7.88667	401.327	-134.101	1768.728	450.078	-154.923	1955.663	491.351	-58.456	1834.411	445.395	-224.316	1801.903	363.551	-75.612	1884.175	357.727	-198.337	1875.023
2368	7.89000	401.306	-135.878	1766.834	451.167	-156.081	1953.533	492.576	-60.812	1831.411	444.642	-226.288	1800.319	365.108	-76.351	1882.183	357.826	-198.840	1873.757
2369	7.89333	401.235	-137.622	1765.034	452.198	-157.308	1951.485	493.712	-63.179	1828.597	443.857	-228.335	1798.688	366.380	-76.961	1880.300	357.905	-199.398	1872.606
2370	7.89667	401.089	-139.241	1763.464	453.073	-158.575	1949.528	494.726	-65.558	1825.866	442.968	-230.304	1797.144	367.582	-77.616	1878.501	357.888	-200.009	1871.483
2371	7.90000	400.845	-140.881	1761.847	453.839	-159.813	1947.697	495.621	-67.910	1823.282	442.057	-232.271	1795.732	368.759	-78.346	1876.862	357.783	-200.590	1870.511
2372	7.90333	400.584	-142.589	1760.213	454.493	-161.129	1945.966	496.350	-70.229	1820.860	441.046	-234.136	1794.440	369.748	-79.122	1875.253	357.509	-201.226	1869.597
2373	7.90667	400.163	-144.105	1758.985	455.020	-162.410	1944.286	497.023	-72.521	1818.583	439.928	-235.974	1793.147	370.756	-79.991	1873.680	357.228	-201.786	1868.774
2374	7.91000	399.751	-145.641	1757.710	455.510	-163.731	1942.782	497.522	-74.722	1816.420	438.827	-237.731	1792.139	371.583	-80.745	1872.388	356.817	-202.269	1867.900
2375	7.91333	399.222	-147.113	1756.552	455.874	-164.959	1941.314	497.947	-76.844	1814.424	437.570	-239.392	1791.004	372.131	-81.316	1871.113	356.459	-203.006	1867.247
2376	7.91667	398.636	-148.550	1755.567	456.157	-166.139	1940.022	498.366	-78.947	1812.496	436.441	-241.068	1790.111	372.803	-82.097	1870.008	356.026	-203.597	1866.677
2377	7.92000	398.006	-149.931	1754.645	456.333	-167.292	1938.781	498.473	-80.901	1810.788	435.187	-242.617	1789.234	373.388	-82.913	1868.818	355.400	-203.994	1866.117
2378	7.92333	397.365	-151.126	1753.982	456.389	-168.294	1937.726	498.535	-82.792	1809.197	434.000	-244.085	1788.622	373.667	-83.511	1867.910	354.825	-204.518	1865.731
2379	7.92667	396.683	-152.349	1753.303	456.324	-169.319	1936.796	498.526	-84.534	1807.789	432.789	-245.469	1788.063	373.843	-84.038	1866.989	354.151	-205.101	1865.433
2380	7.93000	396.079	-153.511	1752.787	456.207	-170.212	1935.969	498.484	-86.216	1806.540	431.086	-247.395	1787.771	374.172	-84.729	1866.170	353.422	-205.491	1865.207
2381	7.93333	395.445	-154.652	1752.224	456.016	-171.079	1935.281	498.721	-88.017	1805.411	429.917	-248.761	1787.541	373.249	-84.455	1865.918	352.842	-205.823	1864.920
2382	7.93667	394.777	-155.730	1751.827	455.748	-171.821	1934.713	498.642	-89.546	1804.443	428.783	-249.938	1787.384	372.259	-84.126	1865.622	352.210	-206.226	1864.804
2383	7.94000	394.079	-156.769	1751.511	455.386	-172.565	1934.268	498.326	-90.930	1803.673	427.678	-250.993	1787.218	371.355	-83.875	1865.330	351.491	-206.474	1864.826
2384	7.94333	393.391	-157.763	1751.357	454.955	-173.115	1933.945	498.237	-92.434	1802.865	426.379	-252.118	1787.304	370.941	-83.924	1865.013	350.496	-206.735	1864.968
2385	7.94667	392.684	-158.718	1751.245	454.458	-173.631	1933.737	497.854	-93.750	1802.243	425.290	-252.994	1787.506	370.675	-84.128	1864.646	349.758	-206.710	1865.140
2386	7.95000	391.954	-159.640	1751.137	453.898	-174.036	1933.622	497.691	-95.138	1801.643	423.993	-253.939	1787.833	370.663	-84.440	1864.261	349.027	-206.818	1865.411
2387	7.95333	391.205	-160.495	1751.567	453.357	-174.347	1933.610	497.755	-96.734	1801.191	422.803	-254.856	1788.264	370.776	-84.831	1863.871	348.265	-206.760	1865.766
2388	7.95667	390.479	-161.292	1751.625	452.700	-174.574	1933.696	497.491	-97.994	1800.844	421.522	-255.735	1788.867	370.814	-85.136	1863.587	347.531	-206.662	1866.183
2389	7.96000	389.731	-162.136	1751.852	452.044	-174.722	1933.895	496.480	-98.719	1800.735	420.351	-256.447	1789.515	370.761	-85.298	1863.377	346.697	-206.565	1866.791
2390	7.96333	388.946	-162.912	1752.134	451.322	-174.741	1934.191	495.997	-99.707	1800.521	419.190	-257.123	1790.388	370.722	-85.471	1863.181	345.650	-206.237	1867.381
2391	7.96667	388.208	-163.590	1752.495	450.630	-174.658	1934.529	495.465	-100.674	1800.421	417.894	-257.752	1791.204	370.787	-85.611	1863.009	344.766	-205.928	1868.074
2392	7.97000	387.406	-164.278	1752.965	449.938	-174.494	1934.953	495.006	-101.628	1800.337	416.583	-258.383	1792.194	370.719	-85.589	1862.958	343.800	-205.527	1868.791
2393	7.97333	386.612	-164.864	1753.501	449.259	-174.256	1935.468	494.549	-102.526	1800.371	415.253	-258.913	1793.231	370.678	-85.499	1862.938	342.967	-205.079	1869.709
2394	7.97667	385.754	-165.422	1754.149	448.540	-173.924	1936.022	494.023	-103.374	1800.441	413.971	-259.450	1794.338	370.678	-85.409	1862.974	342.027	-204.619	1870.613
2395	7.98000	384.861	-165.883	1754.841	447.811	-173.522	1936.668	493.504	-104.186	1800.577	412.682	-259.869	1795.423	370.520	-85.145	1863.083	340.960	-203.953	1871.602
2396	7.98333	383.932	-166.252	1755.635	447.049	-173.067	1937.392	492.922	-104.914	1800.820	411.219	-260.245	1796.642	368.915	-82.849	1863.543	339.997	-203.202	1872.758
2397	7.98667	383.016	-166.491	1756.525	446.269	-172.499	1938.179	492.346	-105.547	1801.161	410.034	-260.488	1798.090	368.797	-82.627	1863.803	338.865	-202.389	1873.878
2398	7.99000	382.116	-166.673	1757.455	445.547	-171.921	1939.090	491.761	-106.123	1801.572	408.634	-260.444	1799.737	368.490	-81.995	1864.240	337.869	-201.505	1875.175
2399	7.99333	381.205	-166.816	1758.486	444.763	-171.204	1940.032	491.204	-106.605	1802.053	407.278	-260.282	1801.535	368.174	-81.423	1864.730	336.878	-200.575	1876.425
2400	7.99667	380.259	-166.768	1759.476	444.014	-170.455	1941.067	490.573	-107.038	1802.668	405.892	-260.053	1803.336	369.281	-82.150	1864.881	335.903	-199.529	1877.792
2401	8.00000	379.275	-166.602	1760.688	443.184	-169.573	1942.152	489.923	-107.336	1803.329	404.487	-259.666	1805.044	369.211	-81.674	1865.462	334.802	-198.470	1879.198
2402	8.00333	378.287	-166.418	1761.911	442.324	-168.682	1943.378	489.229	-107.492	1804.127	403.108	-259.341	1806.808	369.221	-81.367	1866.041	333.732	-197.372	1880.719
2403	8.00667	377.292	-166.029	1763.222	441.433	-167.673	1944.672	488.467	-107.521	1805.098	401.671	-258.922	1808.663	368.925	-80.656	1866.867	332.650	-196.068	1882.272
2404	8.01000	376.379	-165.551	1764.690	440.573	-166.608	1946.029	487.813	-107.399	1806.165	400.342	-258.297	1810.483	368.484	-79.741	1867.833	331.581	-194.840	1883.811
2405	8.01333	375.471	-165.014	1766.058	439.644	-165.485	1947.521	487.094	-107.174	1807.376	399.123	-257.706	1812.443	368.019	-78.600	1868.949	330.592	-193.484	1885.539
2406	8.01667	374.584	-164.207	1767.604	438.711	-164.252	1949.169	486.396	-106.729	1808.815	397.863	-256.826	1814.298	367.494	-77.515	1870.164	329.604	-192.077	1887.076
2407	8.02000	373.748	-163.238	1769.263	437.720	-162.927	1950.886	485.706	-106.031	1810.385	396.683	-255.882	1816.404	366.890	-76.236	1871.466	328.628	-190.497	1888.884
2408	8.02333	373.091	-162.188	1771.289	436.670	-161.463	1952.741	485.012	-105.202	1812.073	395.564	-254.692	1818.470	366.246	-74.906	1872.886	327.594	-188.939	1890.648
2409	8.02667	372.268	-161.091	1773.113	435.622	-159.841	1954.684	484.348	-103.621	1813.937	394.486	-253.505	1820.701	365.498	-73.432	1874.417	326.574	-187.252	1892.564
2410	8.03000	371.515	-159.750	1775.074	434.522	-158.012	1956.740	483.549	-102.320	1815.891	393.579	-252.069	1822.974	364.673	-71.736	1876.076	325.607	-185.509	1894.530
2411	8.03333	370.823	-158.444	1777.129	433.392	-156.033	1958.998	482.786	-100.740	1818.048	392.760	-250.460	1825.340	363.740	-69.967	1877.872	324.599	-183.701	1896.406
2412	8.03667	370.227	-156.830	1779.245	432.153	-153.862	1961.280	481.934	-98.894	1820.425	392.089	-248.652	1827.803	362.727	-68.123	1879.711	323.679	-181.797	1898.412
2413	8.04000	369.630	-155.106	1781.470	430.804	-151.513	1963.757	481.101	-96.847	1822.974	391.528	-246.717	1830.352	361.596	-66.060	1881.706	322.689	-179.796	1900.566
2414	8.04333	369.181	-153.100	1783.876	429.409	-149.073	1966.358	480.164	-94.601	1825.777	391.047	-244.627	1832.976	360.391	-63.951	1883.789	321.680	-177.716	1902.677
2415	8.04667	368.740	-150.984	1786.235	427.907	-146.428	1969.076	479.301	-92.091	1828.712	390.722	-242.339	1835.638	359.109	-61.697	1885.982	320.720	-175.611	1904.811
2416	8.05000	368.420	-148.718	1788.803	426.372	-143.661	1971.945	478.379	-89.320	1831.838	390.497	-240.000	1838.345	357.749	-59.288	1888.328	319.798	-173.449	1907.037
2417	8.05333	368.136	-146.310	1791.391	424.790	-140.784	1974.882	477.413	-86.239	1835.196	390.464	-237.514	1841.065	356.298	-56.829	1890.786	318.875	-171.187	1909.299
2418	8.05667	367.967	-143.672	1794.032	423.182	-137.794	1977.928	476.456	-82.967	1838.677	390.568	-234.388	1843.810	352.289	-51.801	1894.065	317.935	-168.929	1911.570
2419	8.06000	367.852	-140.809	1796.829	421.495	-134.739	1981.110	475.271	-79.463	1842.404	390.699	-231.598	1846.660	350.918	-49.440	1896.701	317.071	-166.621	1913.831
2420	8.06333	367.692	-137.950	1799.791	419.775	-131.654	1984.396	474.260	-75.715	1846.234	390.920	-228.450	1849.486	348.948	-46.427	1899.559	316.230	-164.267	1916.091
2421	8.06667	367.664	-134.702	1802.703	417.976	-128.448	1987.788	473.173	-71.681	1850.261	391.271	-225.218	1852.375	346.810	-43.222	1902.596	315.366	-161.817	1918.494
2422	8.07000	367.742	-131.319	1805.740	416.181	-125.245	1991.249	472.073	-67.530	1854.418	391.760	-221.861	1855.407	344.805	-40.182	1905.747	314.575	-159.435	1920.920
2423	8.07333	367.787	-127.954	1808.773	414.321	-121.955	1994.805	470.906	-63.149	1858.792	392.329	-218.305	1858.345	342.779	-37.176	1908.954	313.830	-157.010	1923.355
2424	8.07667	367.867	-124.345	1812.056	412.446	-118.625	1998.508	469.683	-58.529	1863.361	393.004	-214.583	1861.309	340.638	-34.092	1912.290	313.123	-154.524	1925.815
2425	8.08000	368.048	-120.479	1815.349	410.390	-115.282	2002.314	468.411	-53.685	1868.112	393.818	-210.719	1864.353	338.234	-30.852	1915.780	312.795	-152.455	1928.258
2426	8.08333	368.287	-116.556	1818.833	408.242	-111.960	2006.221	467.014	-48.656	1873.133	394.783	-206.605	1867.404	335.747	-27.585	1919.371	312.078	-149.954	1930.773
2427	8.08667	368.544	-112.338	1822.252	405.983	-108.577	2010.186	465.549	-43.396	1878.387	395.815	-202.275	1870.465	333.106	-24.240	1923.042	311.464	-147.537	1933.205
2428	8.09000	368.947	-108.049	1825.793	403.612	-105.189	2014.278	463.925	-37.886	1883.914	397.086	-197.817	1873.587	330.284	-20.910	1926.852	310.933	-145.219	1935.570
2429	8.09333	369.391	-103.510	1829.385	401.168	-101.797	2018.497	462.143	-32.240	1889.571	398.585	-193.133	1876.864	327.339	-17.509	1930.785	310.467	-142.842	1937.942
2430	8.09667	369.764	-99.070	1832.998	398.582	-98.374	2022.680	460.140	-26.340	1895.418	400.081	-188.144	1880.027	324.225	-14.185	1934.952	310.142	-140.451	1940.246
2431	8.10000	370.340	-94.158	1836.883	395.886	-94.966	2026.894	457.952	-20.322	1901.427	401.790	-183.112	1883.452	326.955	-17.581	1937.270	309.791	-138.176	1942.581
2432	8.10333	370.691	-89.272	1840.643	393.022	-91.468	2031.119	455.456	-14.102	1907.571	403.414	-177.819	1886.789	323.605	-14.416	1941.263	309.473	-135.780	1944.835
2433	8.10667	371.194	-84.247	1844.489	390.021	-88.026	2035.053	452.755	-7.773	1913.791	405.168	-172.554	1890.315	320.838	-12.089	1945.047	309.385	-133.398	1947.014
2434	8.11000	371.549	-79.148	1848.357	386.957	-84.667	2039.198	449.759	-1.274	1920.143	407.009	-166.908	1893.712	317.515	-9.443	1948.825	309.173	-131.160	1949.148
2435	8.11333	371.792	-73.729	1852.341	383.791	-81.293	2043.273	446.473	5.311	1926.468	408.975	-161.117	1897.190	313.983	-6.813	1952.634	309.182	-128.783	1951.136
2436	8.11667	371.954	-68.339	1856.234	380.536	-78.039	2047.271	442.872	11.896	1932.878	410.913	-155.137	1900.680	310.408	-4.395	1956.222	310.030	-126.484	1952.953
2437	8.12000	372.128	-62.831	1860.178	377.159	-74.844	2051.129	439.031	18.548	1939.239	412.825	-148.833	1904.127	306.713	-2.081	1959.743	309.398	-123.464	1954.745
2438	8.12333	372.192	-57.153	1864.087	373.712	-71.768	2054.903	434.891	25.191	1945.671	414.696	-142.522	1907.720	302.962	0.134	1963.099	309.200	-119.497	1956.299
2439	8.12667	372.250	-51.379	1867.913	370.256	-68.791	2058.508	430.503	31.724	1951.959	416.580	-136.015	1911.106	299.176	2.171	1966.304	309.341	-117.009	1957.874
2440	8.13000	372.315	-45.573	1871.754	366.767	-65.946	2061.965	425.947	38.173	1958.301	418.498	-129.542	1914.745	295.420	4.093	1969.318	312.424	-120.909	1960.444
2441	8.13333	372.371	-39.726	1875.518	363.394	-63.199	2065.210	421.213	44.477	1964.541	420.477	-122.782	1918.258	291.719	5.820	1972.128	310.395	-112.390	1960.669
2442	8.13667	372.435	-33.792	1879.270	360.051	-60.570	2068.284	416.299	50.656	1970.618	422.394	-115.935	1921.775	288.060	7.416	1974.754	311.125	-110.013	1961.812
2443	8.14000	372.435	-27.870	1882.910	356.845	-58.052	2071.159	410.825	56.880	1976.673	424.373	-108.866	1925.334	284.581	8.850	1977.100	312.135	-108.084	1963.074
2444	8.14333	372.458	-21.961	1886.467	353.749	-55.662	2073.821	405.811	62.583	1982.407	426.347	-101.704	1928.776	281.048	10.284	1978.902	313.162	-105.528	1964.014
2445	8.14667	372.274	-15.941	1888.945	350.866	-53.444	2076.287	400.758	67.999	1987.838	428.436	-94.465	1932.291	277.961	11.422	1980.795	314.583	-102.980	1964.994
2446	8.15000	372.905	-10.519	1892.078	348.218	-51.284	2078.555	395.480	73.410	1993.249	430.575	-87.233	1935.667	275.038	12.497	1982.483	316.149	-100.124	1965.621
2447	8.15333	373.858	-5.387	1894.976	345.780	-49.324	2080.592	390.251	78.395	1998.394	432.906	-79.544	1938.918	272.297	13.430	1983.859	318.156	-97.305	1966.311
2448	8.15667	373.305	1.633	1900.185	343.595	-47.396	2082.399	385.159	83.076	2003.262	434.906	-72.145	1942.259	269.712	14.337	1985.052	320.292	-94.340	1966.609
2449	8.16000	373.333	7.709	1903.288	341.685	-45.619	2083.954	380.223	87.455	2007.824	436.980	-64.759	1945.561	267.425	15.292	1986.052	322.788	-91.357	1967.059
2450	8.16333	373.864	13.522	1906.369	340.104	-44.003	2085.266	375.342	91.693	2012.128	439.065	-57.245	1948.824	265.398	16.195	1986.750	325.553	-88.251	1967.202
2451	8.16667	375.567	18.450	1908.651	338.918	-42.445	2086.240	370.726	95.587	2016.223	441.268	-49.547	1951.939	263.372	17.673	1986.546	328.628	-85.188	1967.145
2452	8.17000	374.141	26.019	1912.208	338.127	-41.010	2086.923	366.289	99.305	2020.045	443.584	-41.975	1954.939	262.845	19.593	1986.823	332.096	-81.910	1967.007
2453	8.17333	375.085	31.882	1914.759	337.811	-39.703	2087.404	362.172	102.702	2023.656	445.997	-34.419	1957.754	262.110	20.212	1986.673	335.847	-78.594	1966.689
2454	8.17667	376.638	37.335	1917.100	337.928	-38.454	2087.561	358.416	105.836	2027.195	448.512	-26.812	1960.371	260.931	19.254	1986.052	339.979	-75.059	1966.152
2455	8.18000	378.088	43.042	1919.401	338.555	-37.265	2087.451	354.963	108.795	2030.301	451.203	-19.189	1962.805	262.751	17.984	1987.309	344.375	-71.382	1965.224
2456	8.18333	379.545	49.001	1921.454	339.738	-36.116	2087.014	352.032	111.454	2033.208	453.988	-11.598	1964.971	265.131	19.758	1986.502	349.160	-67.349	1964.411
2457	8.18667	381.257	55.019	1923.367	341.509	-34.947	2086.276	349.435	114.028	2035.839	457.091	-4.013	1966.898	267.075	19.940	1985.897	354.273	-63.015	1963.339
2458	8.19000	383.267	60.986	1925.100	343.965	-33.768	2085.288	347.277	116.515	2038.273	460.365	3.544	1968.616	269.660	20.779	1984.923	359.840	-58.571	1962.098
2459	8.19333	385.332	67.398	1926.688	347.026	-32.592	2083.927	345.645	118.840	2040.498	464.077	11.336	1970.088	271.706	21.307	1984.103	366.424	-54.902	1960.524
2460	8.19667	387.851	73.785	1928.094	350.793	-31.185	2082.300	344.448	121.093	2042.480	468.589	17.851	1971.503	276.328	22.787	1982.405	372.043	-47.471	1958.659
2461	8.20000	390.465	80.545	1929.456	355.330	-29.613	2080.500	343.602	123.455	2044.309	472.885	25.766	1972.491	280.332	23.860	1980.915	378.996	-41.917	1956.879
2462	8.20333	393.355	87.593	1930.632	360.695	-27.527	2078.314	343.281	125.804	2045.948	477.276	35.625	1973.651	285.274	25.456	1979.401	386.458	-35.757	1954.957
2463	8.20667	396.486	94.906	1931.666	366.755	-25.039	2076.000	343.603	128.189	2047.338	480.725	47.907	1974.297	290.605	28.019	1977.411	395.077	-30.504	1952.983
2464	8.21000	400.336	102.445	1932.574	374.039	-21.973	2073.431	344.446	130.727	2048.577	485.666	58.167	1975.057	296.767	30.124	1975.661	404.020	-23.817	1950.895
2465	8.21333	404.137	110.624	1933.313	381.976	-18.318	2070.518	345.925	133.403	2049.612	490.949	68.982	1975.732	303.726	32.391	1973.780	413.613	-16.667	1948.780
2466	8.21667	408.749	118.921	1933.938	391.055	-13.874	2067.676	347.890	136.390	2050.407	496.489	80.523	1976.259	311.407	35.321	1971.856	426.934	-3.278	1945.712
2467	8.22000	413.038	127.963	1934.634	400.648	-8.794	2064.745	350.550	139.700	2050.976	502.306	92.771	1976.834	319.706	38.948	1969.812	437.613	6.144	1943.365
2468	8.22333	417.371	137.687	1935.380	411.179	-2.625	2061.560	353.838	143.428	2051.254	508.082	106.173	1977.246	328.759	43.254	1967.702	449.251	17.131	1940.971
2469	8.22667	422.133	147.819	1936.066	422.422	4.607	2058.396	357.908	147.592	2051.232	514.319	120.142	1977.587	334.134	51.651	1965.300	457.617	25.212	1939.835
2470	8.23000	426.876	158.826	1936.799	434.487	13.053	2055.313	362.572	152.730	2050.726	520.693	135.265	1977.994	345.892	57.670	1963.877	465.110	39.613	1938.726
2471	8.23333	431.827	170.690	1937.388	447.373	22.904	2052.266	367.989	158.316	2050.529	527.329	151.242	1978.358	357.563	63.772	1961.413	477.794	53.324	1936.660
2472	8.23667	437.520	183.080	1937.780	460.848	34.242	2049.319	373.961	164.719	2050.174	534.333	167.846	1978.674	369.919	71.589	1959.332	490.994	67.630	1934.673
