Frame	Time	handball_6 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
2170	7.23000	658.12309	-101.37449	1285.03464	-101.84982	-20.60979	125.00079	1.91898	-0.53688	-0.36581	-0.76023	-0.76672	-0.16441	0.62057	-0.35200	0.91605	-0.19220	
2171	7.23333	660.13884	-103.45205	1292.92819	-101.76174	-20.04405	124.36793	1.90490	-0.53031	-0.35767	-0.76866	-0.77543	-0.16190	0.61032	-0.34274	0.91970	-0.19150	
2172	7.23667	661.95703	-105.44327	1300.95002	-101.59829	-19.44970	123.70077	1.90076	-0.52319	-0.34824	-0.77781	-0.78447	-0.15981	0.59922	-0.33298	0.92368	-0.18958	
2173	7.24000	663.59969	-107.30584	1309.23979	-101.45217	-18.83648	123.05742	1.92019	-0.51627	-0.33902	-0.78647	-0.79324	-0.15691	0.58835	-0.32287	0.92760	-0.18792	
2174	7.24333	665.07869	-109.27074	1317.62208	-101.25048	-18.28215	122.37280	1.91736	-0.50840	-0.32951	-0.79558	-0.80195	-0.15539	0.57683	-0.31370	0.93128	-0.18525	
2175	7.24667	666.37597	-111.09066	1326.22468	-101.07265	-17.71680	121.66231	1.91561	-0.50002	-0.32023	-0.80463	-0.81079	-0.15338	0.56489	-0.30431	0.93484	-0.18294	
2176	7.25000	667.51077	-112.91153	1334.99948	-100.86440	-17.12831	120.94095	1.91028	-0.49135	-0.31037	-0.81378	-0.81966	-0.15116	0.55255	-0.29451	0.93852	-0.18013	
2177	7.25333	668.58679	-114.65367	1343.86772	-100.60357	-16.61463	120.17493	1.88128	-0.48166	-0.30035	-0.82329	-0.82840	-0.15047	0.53954	-0.28593	0.94189	-0.17633	
2178	7.25667	669.45405	-116.34365	1352.88530	-100.34615	-16.04932	119.44061	1.88790	-0.47236	-0.29008	-0.83230	-0.83692	-0.14857	0.52677	-0.27646	0.94540	-0.17259	
2179	7.26000	670.16334	-118.02202	1362.02515	-100.05643	-15.52744	118.68041	1.88340	-0.46241	-0.27970	-0.84140	-0.84529	-0.14744	0.51356	-0.26770	0.94870	-0.16824	
2180	7.26333	670.75085	-119.67536	1371.17312	-99.66182	-15.01093	117.93806	1.86062	-0.45253	-0.26790	-0.85056	-0.85331	-0.14694	0.50027	-0.25900	0.95218	-0.16211	
2181	7.26667	671.08867	-121.23556	1380.52739	-99.35069	-14.51023	117.11839	1.87095	-0.44129	-0.25731	-0.85968	-0.86168	-0.14598	0.48601	-0.25055	0.95524	-0.15729	
2182	7.27000	671.28156	-122.72984	1389.91568	-98.97364	-14.00768	116.27713	1.85294	-0.42955	-0.24571	-0.86897	-0.87000	-0.14533	0.47115	-0.24205	0.95839	-0.15134	
2183	7.27333	671.30914	-124.17352	1399.45555	-98.61065	-13.54179	115.42896	1.85393	-0.41745	-0.23462	-0.87789	-0.87801	-0.14480	0.45621	-0.23415	0.96124	-0.14556	
2184	7.27667	671.03876	-125.51461	1408.98041	-98.22956	-13.02766	114.49108	1.85644	-0.40388	-0.22275	-0.88728	-0.88660	-0.14369	0.43965	-0.22542	0.96423	-0.13946	
2185	7.28000	670.69299	-126.80712	1418.47000	-97.77907	-12.56958	113.57584	1.81048	-0.39038	-0.21030	-0.89632	-0.89456	-0.14349	0.42328	-0.21763	0.96705	-0.13211	
2186	7.28333	670.08140	-127.98013	1428.13932	-97.36625	-12.12569	112.66730	1.83059	-0.37678	-0.19859	-0.90476	-0.90217	-0.14282	0.40705	-0.21006	0.96962	-0.12535	
2187	7.28667	669.36554	-129.24342	1437.71079	-96.99891	-11.75954	111.64122	1.78882	-0.36105	-0.18786	-0.91343	-0.91000	-0.14309	0.38913	-0.20380	0.97172	-0.11929	
2188	7.29000	668.55286	-130.39864	1447.36264	-96.55579	-11.41238	110.70902	1.80455	-0.34663	-0.17631	-0.92128	-0.91689	-0.14350	0.37244	-0.19787	0.97382	-0.11191	
2189	7.29333	667.53205	-131.48761	1457.04606	-96.16080	-11.09128	109.69899	1.86211	-0.33078	-0.16551	-0.92908	-0.92389	-0.14389	0.35457	-0.19237	0.97565	-0.10531	
2190	7.29667	666.32980	-132.50099	1466.75020	-95.76332	-10.82137	108.67192	1.93786	-0.31446	-0.15494	-0.93654	-0.93052	-0.14482	0.33639	-0.18775	0.97725	-0.09863	
2191	7.30000	665.21613	-133.63580	1476.14894	-95.27691	-10.56463	107.77732	1.82762	-0.30014	-0.14332	-0.94307	-0.93611	-0.14577	0.32008	-0.18334	0.97888	-0.09041	
2192	7.30333	663.98397	-134.67180	1485.48101	-94.96996	-10.02029	106.80934	1.91425	-0.28478	-0.13306	-0.94931	-0.94267	-0.14088	0.30253	-0.17400	0.98104	-0.08531	
2193	7.30667	661.99150	-135.36228	1494.63850	-94.35237	-9.79521	105.94266	1.94161	-0.27067	-0.11957	-0.95522	-0.94752	-0.14227	0.28630	-0.17013	0.98258	-0.07478	
2194	7.31000	660.22761	-136.17322	1503.96747	-93.90005	-9.73654	105.00623	2.01847	-0.25519	-0.10938	-0.96068	-0.95198	-0.14536	0.26943	-0.16912	0.98331	-0.06704	
2195	7.31333	658.39645	-136.97672	1513.13595	-93.46330	-9.59923	104.12362	2.06505	-0.24060	-0.09920	-0.96554	-0.95619	-0.14668	0.25334	-0.16676	0.98420	-0.05956	
2196	7.31667	656.74295	-137.02121	1522.91871	-92.58543	-9.09181	103.49020	2.42632	-0.23035	-0.08069	-0.96976	-0.96019	-0.14298	0.23997	-0.15802	0.98643	-0.04454	
2197	7.32000	654.74456	-137.78997	1531.75837	-92.23580	-8.96369	102.57330	2.32235	-0.21503	-0.07197	-0.97395	-0.96410	-0.14346	0.22346	-0.15581	0.98704	-0.03854	
2198	7.32333	652.41874	-138.58340	1540.80904	-91.81859	-8.92793	101.54514	2.28049	-0.19772	-0.06214	-0.97829	-0.96790	-0.14562	0.20486	-0.15519	0.98739	-0.03135	
2199	7.32667	650.27159	-139.11440	1549.45553	-91.52139	-8.76988	100.66804	2.27715	-0.18295	-0.05431	-0.98162	-0.97123	-0.14486	0.18903	-0.15247	0.98796	-0.02624	
2200	7.33000	648.15849	-139.59560	1557.89026	-91.22906	-8.70098	99.83195	2.27830	-0.16879	-0.04696	-0.98453	-0.97397	-0.14536	0.17392	-0.15128	0.98826	-0.02120	
2201	7.33333	645.92182	-140.05419	1566.18435	-90.94774	-8.63423	99.00217	2.25919	-0.15470	-0.03982	-0.98716	-0.97649	-0.14567	0.15890	-0.15013	0.98853	-0.01635	
2202	7.33667	643.85894	-140.86513	1574.40843	-90.91883	-8.69268	98.07145	2.22705	-0.13880	-0.03709	-0.98963	-0.97872	-0.14737	0.14279	-0.15113	0.98839	-0.01585	
2203	7.34000	641.40707	-141.02257	1582.36570	-90.61546	-8.51038	97.37885	2.20765	-0.12702	-0.02966	-0.99146	-0.98080	-0.14538	0.13000	-0.14799	0.98893	-0.01062	
2204	7.34333	638.83095	-141.32396	1589.96998	-90.48712	-8.40807	96.64252	2.12344	-0.11443	-0.02536	-0.99311	-0.98261	-0.14425	0.11690	-0.14622	0.98922	-0.00841	
2205	7.34667	636.38107	-141.62250	1597.64958	-90.28860	-8.29871	95.92537	2.15393	-0.10215	-0.01991	-0.99457	-0.98424	-0.14304	0.10395	-0.14433	0.98952	-0.00498	
2206	7.35000	633.94417	-141.82592	1605.16518	-90.13767	-8.17441	95.20582	2.15392	-0.08981	-0.01529	-0.99584	-0.98576	-0.14138	0.09107	-0.14219	0.98984	-0.00238	
2207	7.35333	631.71415	-142.03697	1612.62993	-90.07422	-8.06584	94.55342	2.29516	-0.07860	-0.01243	-0.99683	-0.98698	-0.13977	0.07957	-0.14031	0.99011	-0.00128	
2208	7.35667	629.40784	-142.12901	1619.76137	-89.98531	-7.94015	93.89626	2.25670	-0.06730	-0.00913	-0.99769	-0.98812	-0.13784	0.06791	-0.13814	0.99041	0.00025	
2209	7.36000	627.05912	-142.17815	1626.71595	-89.90611	-7.79455	93.23627	2.24809	-0.05593	-0.00602	-0.99842	-0.98918	-0.13550	0.05623	-0.13562	0.99076	0.00162	
2210	7.36333	624.66999	-142.18630	1633.59075	-89.82713	-7.61256	92.63461	2.25131	-0.04556	-0.00308	-0.99896	-0.99014	-0.13247	0.04557	-0.13247	0.99118	0.00299	
2211	7.36667	622.26189	-142.17017	1640.22542	-89.77890	-7.48047	91.98248	2.25874	-0.03430	-0.00065	-0.99941	-0.99090	-0.13024	0.03409	-0.13019	0.99148	0.00383	
2212	7.37000	619.92836	-142.13281	1646.67946	-89.68599	-7.36750	91.39962	2.21139	-0.02422	0.00235	-0.99970	-0.99145	-0.12833	0.02372	-0.12823	0.99173	0.00544	
2213	7.37333	617.57157	-141.97409	1653.02104	-89.62457	-7.23445	90.78697	2.24144	-0.01363	0.00482	-0.99990	-0.99195	-0.12601	0.01291	-0.12593	0.99202	0.00650	
2214	7.37667	615.30989	-141.81801	1659.15591	-89.55691	-7.12412	90.21877	2.23205	-0.00379	0.00726	-0.99997	-0.99227	-0.12404	0.00286	-0.12402	0.99225	0.00767	
2215	7.38000	613.05284	-141.63989	1665.10603	-89.54481	-7.00044	89.65203	2.21312	0.00603	0.00868	-0.99994	-0.99253	-0.12182	-0.00704	-0.12188	0.99251	0.00789	
2216	7.38333	610.76983	-141.41343	1670.88502	-89.52129	-6.85481	89.09269	2.21811	0.01572	0.01024	-0.99982	-0.99273	-0.11920	-0.01683	-0.11935	0.99282	0.00830	
2217	7.38667	608.54072	-141.14847	1676.51488	-89.56925	-6.74510	88.55437	2.20483	0.02505	0.01048	-0.99963	-0.99276	-0.11722	-0.02611	-0.11745	0.99305	0.00747	
2218	7.39000	606.35050	-140.79342	1681.91152	-89.61094	-6.61855	88.04771	2.21752	0.03384	0.01071	-0.99937	-0.99276	-0.11496	-0.03485	-0.11526	0.99331	0.00675	
2219	7.39333	604.22674	-140.41129	1687.17286	-89.69723	-6.50405	87.55944	2.21271	0.04231	0.01010	-0.99905	-0.99266	-0.11294	-0.04318	-0.11327	0.99355	0.00525	
2220	7.39667	602.15487	-140.00017	1692.21731	-89.77321	-6.37312	87.08831	2.22720	0.05048	0.00959	-0.99868	-0.99254	-0.11066	-0.05124	-0.11100	0.99381	0.00393	
2221	7.40000	600.07564	-139.54136	1697.08945	-89.87488	-6.23793	86.68438	2.21559	0.05749	0.00846	-0.99831	-0.99242	-0.10835	-0.05807	-0.10866	0.99408	0.00217	
2222	7.40333	598.00296	-139.03746	1701.76140	-90.01418	-6.08067	86.29060	2.21729	0.06433	0.00661	-0.99791	-0.99229	-0.10572	-0.06467	-0.10593	0.99437	-0.00025	
2223	7.40667	595.96852	-138.55777	1706.26452	-90.17158	-5.93716	85.91747	2.21272	0.07081	0.00438	-0.99748	-0.99211	-0.10339	-0.07088	-0.10344	0.99463	-0.00298	
2224	7.41000	593.97299	-138.02923	1710.62097	-90.34222	-5.79328	85.59732	2.20542	0.07637	0.00179	-0.99708	-0.99196	-0.10110	-0.07616	-0.10094	0.99487	-0.00594	
2225	7.41333	592.03441	-137.50392	1714.77049	-90.53853	-5.64513	85.28394	2.21861	0.08182	-0.00128	-0.99665	-0.99178	-0.09880	-0.08129	-0.09837	0.99511	-0.00935	
2226	7.41667	590.09206	-136.92789	1718.76379	-90.71127	-5.48276	85.01226	2.23278	0.08654	-0.00406	-0.99624	-0.99166	-0.09626	-0.08575	-0.09555	0.99535	-0.01236	
2227	7.42000	588.19455	-136.35222	1722.63789	-90.89008	-5.29712	84.75220	2.24270	0.09107	-0.00703	-0.99582	-0.99156	-0.09334	-0.09002	-0.09232	0.99561	-0.01547	
2228	7.42333	586.30170	-135.81670	1726.35177	-91.07443	-5.10283	84.51213	2.21066	0.09526	-0.01016	-0.99540	-0.99147	-0.09031	-0.09396	-0.08894	0.99586	-0.01868	
2229	7.42667	584.44845	-135.25571	1729.95076	-91.26543	-4.89852	84.26831	2.20749	0.09951	-0.01345	-0.99495	-0.99137	-0.08715	-0.09797	-0.08539	0.99610	-0.02200	
2230	7.43000	582.64773	-134.68809	1733.42537	-91.43929	-4.69182	84.03966	2.21325	0.10349	-0.01649	-0.99449	-0.99126	-0.08394	-0.10176	-0.08180	0.99633	-0.02503	
2231	7.43333	580.90030	-134.09604	1736.78001	-91.63358	-4.49245	83.80981	2.19560	0.10750	-0.01990	-0.99401	-0.99112	-0.08091	-0.10557	-0.07833	0.99652	-0.02842	
2232	7.43667	579.17806	-133.47594	1740.00548	-91.81342	-4.27680	83.59294	2.21469	0.11128	-0.02313	-0.99352	-0.99099	-0.07760	-0.10919	-0.07458	0.99672	-0.03156	
2233	7.44000	577.47764	-132.89714	1743.10152	-92.00994	-4.05835	83.35873	2.20673	0.11536	-0.02666	-0.99297	-0.99080	-0.07431	-0.11312	-0.07077	0.99688	-0.03498	
2234	7.44333	575.66516	-132.38767	1746.14697	-92.24897	-3.78531	83.18580	2.09822	0.11839	-0.03114	-0.99248	-0.99077	-0.07016	-0.11599	-0.06602	0.99705	-0.03916	
2235	7.44667	574.01275	-131.87588	1749.08164	-92.43295	-3.59552	82.93453	2.07974	0.12276	-0.03442	-0.99184	-0.99045	-0.06740	-0.12025	-0.06271	0.99713	-0.04237	
2236	7.45000	572.34150	-131.32252	1751.89717	-92.66174	-3.37018	82.72422	2.04535	0.12643	-0.03863	-0.99122	-0.99023	-0.06413	-0.12380	-0.05879	0.99719	-0.04636	
2237	7.45333	570.81407	-130.74420	1754.56522	-92.84040	-3.15728	82.51820	2.06528	0.13001	-0.04197	-0.99062	-0.98998	-0.06099	-0.12735	-0.05508	0.99726	-0.04948	
2238	7.45667	569.29893	-130.17394	1757.12606	-93.03410	-2.94244	82.31374	2.08180	0.13357	-0.04560	-0.98999	-0.98971	-0.05788	-0.13087	-0.05133	0.99728	-0.05286	
2239	7.46000	567.79159	-129.57593	1759.54489	-93.16026	-2.74127	82.10295	2.09428	0.13724	-0.04805	-0.98937	-0.98938	-0.05487	-0.13457	-0.04783	0.99734	-0.05507	
2240	7.46333	566.28113	-129.03092	1761.87991	-93.29506	-2.53772	81.90387	2.09611	0.14070	-0.05068	-0.98875	-0.98906	-0.05186	-0.13808	-0.04428	0.99737	-0.05742	
2241	7.46667	564.81726	-128.48778	1764.06710	-93.43274	-2.33018	81.72592	2.09560	0.14379	-0.05341	-0.98817	-0.98877	-0.04878	-0.14124	-0.04066	0.99738	-0.05983	
2242	7.47000	563.40258	-127.95840	1766.13753	-93.57718	-2.14263	81.51233	2.08710	0.14749	-0.05620	-0.98746	-0.98836	-0.04611	-0.14500	-0.03739	0.99735	-0.06235	
2243	7.47333	562.06574	-127.43443	1768.09629	-93.70528	-1.95624	81.35687	2.09010	0.15019	-0.05877	-0.98691	-0.98807	-0.04339	-0.14778	-0.03414	0.99733	-0.06459	
2244	7.47667	560.75341	-126.92559	1769.89621	-93.79376	-1.78504	81.17751	2.08610	0.15330	-0.06062	-0.98632	-0.98769	-0.04086	-0.15100	-0.03115	0.99732	-0.06613	
2245	7.48000	559.47165	-126.39282	1771.57492	-93.89364	-1.61342	81.04379	2.08975	0.15562	-0.06270	-0.98583	-0.98742	-0.03832	-0.15343	-0.02816	0.99730	-0.06788	
2246	7.48333	558.23056	-125.89078	1773.08598	-93.99287	-1.44363	80.91845	2.10019	0.15779	-0.06479	-0.98534	-0.98715	-0.03581	-0.15572	-0.02519	0.99726	-0.06961	
2247	7.48667	557.04645	-125.42790	1774.51235	-94.11543	-1.31016	80.82072	2.10015	0.15948	-0.06721	-0.98491	-0.98694	-0.03396	-0.15749	-0.02286	0.99716	-0.07175	
2248	7.49000	555.87373	-124.92782	1775.77678	-94.21986	-1.17735	80.74658	2.08894	0.16077	-0.06933	-0.98455	-0.98678	-0.03206	-0.15887	-0.02055	0.99708	-0.07357	
2249	7.49333	554.76360	-124.47619	1776.91255	-94.33050	-1.05038	80.70004	2.10698	0.16158	-0.07156	-0.98426	-0.98669	-0.03024	-0.15978	-0.01833	0.99698	-0.07550	
2250	7.49667	553.73599	-124.03115	1777.93474	-94.46510	-0.94016	80.66143	2.10736	0.16225	-0.07417	-0.98396	-0.98661	-0.02877	-0.16052	-0.01641	0.99683	-0.07784	
2251	7.50000	552.70217	-123.63169	1778.81040	-94.58952	-0.78885	80.67442	2.09792	0.16203	-0.07674	-0.98380	-0.98669	-0.02651	-0.16044	-0.01377	0.99670	-0.08001	
2252	7.50333	551.68161	-123.22982	1779.58456	-94.71734	-0.64051	80.70755	2.11026	0.16146	-0.07936	-0.98368	-0.98682	-0.02427	-0.16002	-0.01118	0.99655	-0.08223	
2253	7.50667	550.74328	-122.87192	1780.25920	-94.84266	-0.50592	80.75517	2.11844	0.16065	-0.08191	-0.98361	-0.98697	-0.02225	-0.15934	-0.00883	0.99639	-0.08442	
2254	7.51000	549.85492	-122.54184	1780.79997	-94.97840	-0.35717	80.83659	2.12420	0.15925	-0.08468	-0.98360	-0.98722	-0.01995	-0.15812	-0.00623	0.99621	-0.08678	
2255	7.51333	548.99652	-122.21137	1781.31499	-95.11006	-0.20512	80.96999	2.13570	0.15695	-0.08741	-0.98373	-0.98760	-0.01750	-0.15601	-0.00358	0.99602	-0.08907	
2256	7.51667	548.34966	-122.01964	1781.65111	-95.21684	-0.06598	81.11748	2.13522	0.15441	-0.08966	-0.98393	-0.98801	-0.01517	-0.15367	-0.00115	0.99586	-0.09093	
2257	7.52000	547.58481	-121.76625	1781.95660	-95.33549	0.11623	81.26060	2.13857	0.15194	-0.09221	-0.98408	-0.98839	-0.01213	-0.15147	0.00203	0.99567	-0.09299	
2258	7.52333	546.87202	-121.58528	1782.16916	-95.46185	0.29647	81.42979	2.13579	0.14902	-0.09489	-0.98427	-0.98882	-0.00909	-0.14883	0.00517	0.99545	-0.09518	
2259	7.52667	546.20854	-121.43193	1782.29518	-95.59865	0.46059	81.62570	2.16095	0.14563	-0.09768	-0.98450	-0.98931	-0.00629	-0.14572	0.00804	0.99520	-0.09756	
2260	7.53000	545.56718	-121.30050	1782.39601	-95.73544	0.64836	81.79961	2.15074	0.14263	-0.10052	-0.98466	-0.98971	-0.00311	-0.14304	0.01132	0.99493	-0.09993	
2261	7.53333	544.96295	-121.20915	1782.46341	-95.87765	0.82829	82.00481	2.15852	0.13908	-0.10341	-0.98487	-0.99018	-0.00000	-0.13982	0.01446	0.99464	-0.10239	
2262	7.53667	544.40907	-121.16735	1782.50226	-95.99737	1.02066	82.18079	2.14305	0.13603	-0.10592	-0.98503	-0.99055	0.00334	-0.13715	0.01781	0.99437	-0.10447	
2263	7.54000	543.82873	-121.15888	1782.49732	-96.08365	1.22895	82.35866	2.17553	0.13294	-0.10788	-0.98524	-0.99089	0.00704	-0.13448	0.02145	0.99414	-0.10596	
2264	7.54333	543.34091	-121.21974	1782.51145	-96.19308	1.42378	82.52639	2.16859	0.13003	-0.11018	-0.98537	-0.99120	0.01046	-0.13197	0.02485	0.99386	-0.10785	
2265	7.54667	542.79358	-121.25508	1782.53324	-96.30235	1.63350	82.68966	2.17587	0.12719	-0.11249	-0.98548	-0.99147	0.01414	-0.12958	0.02851	0.99355	-0.10973	
2266	7.55000	542.34050	-121.36298	1782.56913	-96.41463	1.79963	82.83974	2.17116	0.12458	-0.11474	-0.98555	-0.99171	0.01704	-0.12735	0.03140	0.99325	-0.11167	
2267	7.55333	541.90197	-121.49858	1782.65426	-96.50185	1.96280	83.00565	2.18013	0.12170	-0.11654	-0.98570	-0.99198	0.01999	-0.12484	0.03425	0.99299	-0.11317	
2268	7.55667	541.48116	-121.71875	1782.77450	-96.60927	2.16389	83.14541	2.18969	0.11926	-0.11875	-0.98574	-0.99214	0.02350	-0.12287	0.03776	0.99265	-0.11502	
2269	7.56000	541.01303	-121.93269	1782.89772	-96.68013	2.37544	83.26926	2.16753	0.11710	-0.12035	-0.98580	-0.99225	0.02725	-0.12120	0.04145	0.99236	-0.11623	
2270	7.56333	540.58801	-122.27265	1783.13264	-96.79143	2.58389	83.36760	2.17204	0.11538	-0.12263	-0.98572	-0.99230	0.03081	-0.11998	0.04508	0.99197	-0.11814	
2271	7.56667	540.12072	-122.62715	1783.41821	-96.89225	2.81594	83.44409	2.12641	0.11403	-0.12479	-0.98561	-0.99226	0.03475	-0.11920	0.04913	0.99157	-0.11986	
2272	7.57000	539.71145	-123.07687	1783.81348	-96.99831	3.00782	83.54367	2.11665	0.11229	-0.12692	-0.98554	-0.99229	0.03805	-0.11796	0.05247	0.99118	-0.12167	
2273	7.57333	539.23776	-123.54039	1784.27129	-97.06494	3.24594	83.63407	2.11717	0.11070	-0.12847	-0.98552	-0.99224	0.04221	-0.11696	0.05662	0.99082	-0.12280	
2274	7.57667	538.78130	-124.09885	1784.81135	-97.13026	3.49426	83.67912	2.09053	0.10989	-0.13003	-0.98540	-0.99207	0.04644	-0.11676	0.06095	0.99042	-0.12389	
2275	7.58000	538.22586	-124.66590	1785.46843	-97.18200	3.75660	83.77398	2.10335	0.10822	-0.13133	-0.98541	-0.99197	0.05106	-0.11574	0.06552	0.99002	-0.12475	
2276	7.58333	537.64090	-125.31010	1786.23745	-97.24480	4.05795	83.80245	2.10569	0.10769	-0.13295	-0.98526	-0.99166	0.05618	-0.11597	0.07077	0.98953	-0.12579	
2277	7.58667	536.99983	-125.96193	1787.13608	-97.30788	4.34214	83.88199	2.08983	0.10627	-0.13448	-0.98520	-0.99145	0.06111	-0.11529	0.07571	0.98903	-0.12684	
2278	7.59000	536.30618	-126.65721	1788.21148	-97.40694	4.62731	83.91695	2.07286	0.10562	-0.13667	-0.98497	-0.99113	0.06589	-0.11543	0.08067	0.98842	-0.12850	
2279	7.59333	535.57384	-127.31776	1789.40467	-97.43410	4.93905	83.97261	2.09859	0.10461	-0.13763	-0.98494	-0.99078	0.07131	-0.11520	0.08610	0.98791	-0.12891	
2280	7.59667	534.71610	-128.00915	1790.73990	-97.49664	5.24477	84.03631	2.13593	0.10346	-0.13918	-0.98485	-0.99042	0.07658	-0.11487	0.09141	0.98730	-0.12992	
2281	7.60000	533.86248	-128.74798	1792.25413	-97.53490	5.56951	84.07172	2.15492	0.10280	-0.14037	-0.98475	-0.98996	0.08216	-0.11505	0.09705	0.98669	-0.13051	
2282	7.60333	532.92567	-129.42108	1793.92453	-97.50359	5.88677	84.03908	2.18801	0.10330	-0.14044	-0.98469	-0.98935	0.08757	-0.11628	0.10256	0.98621	-0.12990	
2283	7.60667	531.86801	-130.15992	1795.80071	-97.54922	6.22446	83.99622	2.18203	0.10398	-0.14190	-0.98440	-0.98865	0.09315	-0.11785	0.10842	0.98549	-0.13060	
2284	7.61000	530.75580	-130.87181	1797.83610	-97.54874	6.54864	83.91419	2.20520	0.10533	-0.14262	-0.98416	-0.98788	0.09849	-0.12000	0.11405	0.98487	-0.13051	
2285	7.61333	529.63002	-131.58767	1800.06827	-97.54401	6.89181	83.82804	2.21398	0.10674	-0.14332	-0.98390	-0.98702	0.10415	-0.12224	0.11999	0.98418	-0.13034	
2286	7.61667	528.40372	-132.31629	1802.49929	-97.53777	7.22565	83.68436	2.23496	0.10913	-0.14410	-0.98353	-0.98604	0.10950	-0.12545	0.12578	0.98349	-0.13014	
2287	7.62000	527.07218	-133.00663	1805.06086	-97.49008	7.59369	83.49979	2.27176	0.11221	-0.14435	-0.98314	-0.98486	0.11542	-0.12936	0.13215	0.98277	-0.12921	
2288	7.62333	525.64483	-133.74555	1807.85502	-97.45610	7.95142	83.29043	2.29107	0.11571	-0.14490	-0.98266	-0.98360	0.12106	-0.13368	0.13833	0.98201	-0.12852	
2289	7.62667	524.11214	-134.38262	1810.81280	-97.41608	8.28804	83.00733	2.31194	0.12047	-0.14552	-0.98199	-0.98220	0.12617	-0.13919	0.14415	0.98128	-0.12773	
2290	7.63000	522.51613	-135.02486	1813.94443	-97.37061	8.62323	82.70551	2.31450	0.12553	-0.14613	-0.98127	-0.98069	0.13121	-0.14500	0.14994	0.98053	-0.12684	
2291	7.63333	520.80194	-135.63551	1817.20777	-97.29129	8.95892	82.36250	2.34651	0.13128	-0.14632	-0.98049	-0.97904	0.13623	-0.15142	0.15573	0.97981	-0.12537	
2292	7.63667	518.97984	-136.22643	1820.62781	-97.23138	9.31451	82.00189	2.38505	0.13731	-0.14699	-0.97956	-0.97722	0.14149	-0.15821	0.16185	0.97897	-0.12422	
2293	7.64000	517.02148	-136.79453	1824.14866	-97.14905	9.67083	81.62774	2.39850	0.14353	-0.14739	-0.97861	-0.97528	0.14678	-0.16516	0.16799	0.97813	-0.12268	
2294	7.64333	514.90969	-137.27174	1827.81706	-97.06733	10.02024	81.23455	2.42505	0.15007	-0.14791	-0.97755	-0.97324	0.15191	-0.17239	0.17400	0.97726	-0.12116	
2295	7.64667	512.65964	-137.72527	1831.58219	-96.97376	10.34067	80.79696	2.43133	0.15734	-0.14835	-0.97634	-0.97109	0.15646	-0.18026	0.17950	0.97648	-0.11944	
2296	7.65000	510.36648	-138.13733	1835.44209	-96.89308	10.65031	80.37443	2.44782	0.16433	-0.14901	-0.97509	-0.96894	0.16083	-0.18787	0.18481	0.97567	-0.11795	
2297	7.65333	507.93968	-138.27973	1839.36798	-96.78204	10.98714	79.91550	2.47259	0.17189	-0.14941	-0.97372	-0.96650	0.16565	-0.19603	0.19059	0.97480	-0.11593	
2298	7.65667	505.34681	-138.54617	1843.38254	-96.64415	11.27406	79.46217	2.47252	0.17936	-0.14927	-0.97239	-0.96416	0.16975	-0.20390	0.19550	0.97412	-0.11347	
2299	7.66000	502.60724	-138.73522	1847.48520	-96.49907	11.55922	78.97306	2.48881	0.18739	-0.14918	-0.97089	-0.96163	0.17377	-0.21230	0.20038	0.97342	-0.11089	
2300	7.66333	499.66564	-139.06712	1851.63487	-96.34647	11.75354	78.47711	2.46780	0.19557	-0.14875	-0.96934	-0.95930	0.17629	-0.22060	0.20370	0.97303	-0.10822	
2301	7.66667	496.67829	-139.14762	1855.87773	-96.22163	12.00309	77.97525	2.45041	0.20378	-0.14907	-0.96760	-0.95667	0.17963	-0.22915	0.20796	0.97238	-0.10601	
2302	7.67000	493.62704	-139.19671	1860.07916	-96.01844	12.15936	77.42640	2.46675	0.21281	-0.14793	-0.96583	-0.95412	0.18162	-0.23805	0.21063	0.97218	-0.10250	
2303	7.67333	490.51357	-139.19196	1864.33268	-95.80796	12.28569	76.86859	2.44844	0.22198	-0.14664	-0.96396	-0.95155	0.18317	-0.24699	0.21279	0.97208	-0.09888	
2304	7.67667	487.29292	-139.11256	1868.55791	-95.55274	12.40428	76.26833	2.46008	0.23183	-0.14475	-0.96193	-0.94874	0.18472	-0.25645	0.21481	0.97207	-0.09450	
2305	7.68000	483.95258	-138.98074	1872.79765	-95.26452	12.46965	75.65070	2.45307	0.24199	-0.14218	-0.95981	-0.94595	0.18556	-0.26598	0.21592	0.97229	-0.08959	
2306	7.68333	480.54769	-138.77768	1877.02407	-94.96355	12.50054	74.97461	2.45308	0.25310	-0.13947	-0.95733	-0.94292	0.18583	-0.27636	0.21645	0.97263	-0.08447	
2307	7.68667	477.09764	-138.53725	1881.23495	-94.64545	12.47448	74.29737	2.45139	0.26426	-0.13624	-0.95478	-0.93995	0.18534	-0.28660	0.21600	0.97318	-0.07908	
2308	7.69000	473.11897	-138.33921	1885.39584	-94.35052	12.67593	73.62024	2.36576	0.27513	-0.13448	-0.95196	-0.93603	0.18853	-0.29716	0.21944	0.97282	-0.07401	
2309	7.69333	469.62122	-138.02260	1889.48908	-94.01022	12.58657	72.89785	2.39453	0.28701	-0.13077	-0.94896	-0.93281	0.18720	-0.30792	0.21791	0.97358	-0.06825	
