Frame	Time	handball_6 X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
2310	7.69667	466.05958	-137.63663	1893.46155	-93.68415	12.45573	72.22703	2.38609	0.29806	-0.12689	-0.94608	-0.92986	0.18535	-0.31781	0.21569	0.97445	-0.06274	
2311	7.70000	462.35702	-137.18745	1897.30407	-93.34024	12.36453	71.51228	2.39324	0.30975	-0.12304	-0.94282	-0.92639	0.18426	-0.32840	0.21413	0.97515	-0.05691	
2312	7.70333	458.66135	-136.73119	1901.05195	-93.03877	12.23641	70.84467	2.39309	0.32068	-0.11952	-0.93962	-0.92317	0.18253	-0.33828	0.21195	0.97591	-0.05181	
2313	7.70667	454.91009	-136.27926	1904.62255	-92.78974	12.12605	70.15968	2.40466	0.33183	-0.11699	-0.93606	-0.91965	0.18084	-0.34861	0.21006	0.97653	-0.04758	
2314	7.71000	451.22014	-135.80145	1908.12822	-92.55147	11.94293	69.53115	2.39212	0.34213	-0.11400	-0.93271	-0.91658	0.17811	-0.35798	0.20694	0.97738	-0.04355	
2315	7.71333	447.47367	-135.21597	1911.38374	-92.25490	11.73824	68.86568	2.40938	0.35302	-0.10999	-0.92913	-0.91323	0.17542	-0.36774	0.20344	0.97833	-0.03852	
2316	7.71667	443.79340	-134.64954	1914.47951	-92.00109	11.53918	68.26361	2.39459	0.36285	-0.10647	-0.92574	-0.91012	0.17277	-0.37660	0.20004	0.97919	-0.03421	
2317	7.72000	440.20445	-133.99887	1917.32578	-91.73041	11.25071	67.65065	2.44956	0.37295	-0.10208	-0.92222	-0.90711	0.16888	-0.38553	0.19510	0.98034	-0.02962	
2318	7.72333	436.65615	-133.41797	1920.02569	-91.49767	11.05384	67.11452	2.45459	0.38168	-0.09862	-0.91902	-0.90419	0.16641	-0.39337	0.19173	0.98111	-0.02565	
2319	7.72667	433.11575	-132.84895	1922.44433	-91.27571	10.83951	66.58207	2.48944	0.39034	-0.09515	-0.91574	-0.90126	0.16368	-0.40118	0.18806	0.98191	-0.02187	
2320	7.73000	429.64358	-132.20284	1924.74434	-91.07864	10.61467	66.07109	2.51987	0.39866	-0.09191	-0.91248	-0.89841	0.16071	-0.40870	0.18420	0.98271	-0.01850	
2321	7.73333	426.28722	-131.57866	1926.80616	-90.90827	10.48581	65.60625	2.54939	0.40611	-0.08959	-0.90942	-0.89552	0.15918	-0.41558	0.18199	0.98318	-0.01559	
2322	7.73667	422.97858	-130.93408	1928.60251	-90.68678	10.29369	65.13892	2.57943	0.41365	-0.08600	-0.90636	-0.89273	0.15708	-0.42233	0.17869	0.98383	-0.01179	
2323	7.74000	419.73467	-130.37570	1930.20610	-90.51218	10.11184	64.71192	2.59337	0.42053	-0.08308	-0.90346	-0.89013	0.15492	-0.42857	0.17557	0.98443	-0.00880	
2324	7.74333	416.56884	-129.78582	1931.61729	-90.35462	9.97320	64.29601	2.60635	0.42717	-0.08069	-0.90056	-0.88743	0.15336	-0.43468	0.17319	0.98487	-0.00610	
2325	7.74667	413.60069	-129.16962	1932.80552	-90.22868	9.76273	63.89466	2.60301	0.43365	-0.07820	-0.89768	-0.88498	0.15051	-0.44063	0.16957	0.98551	-0.00393	
2326	7.75000	410.72753	-128.60823	1933.80259	-90.11900	9.62369	63.49842	2.61870	0.43994	-0.07646	-0.89477	-0.88233	0.14868	-0.44653	0.16718	0.98592	-0.00205	
2327	7.75333	408.05503	-127.99983	1934.58154	-90.04745	9.47619	63.15219	2.62960	0.44546	-0.07509	-0.89215	-0.88003	0.14652	-0.45174	0.16464	0.98635	-0.00082	
2328	7.75667	405.54267	-127.39901	1935.12535	-89.96906	9.34372	62.83183	2.65485	0.45055	-0.07365	-0.88971	-0.87787	0.14469	-0.45653	0.16236	0.98673	0.00053	
2329	7.76000	403.21760	-126.82608	1935.44568	-89.94921	9.20277	62.54730	2.65282	0.45508	-0.07294	-0.88746	-0.87597	0.14233	-0.46089	0.15993	0.98713	0.00088	
2330	7.76333	401.02306	-126.28290	1935.55882	-89.98211	9.08897	62.30443	2.67258	0.45894	-0.07314	-0.88545	-0.87431	0.14001	-0.46473	0.15797	0.98744	0.00031	
2331	7.76667	399.07360	-125.74567	1935.44207	-90.01601	8.99463	62.07764	2.67899	0.46252	-0.07346	-0.88356	-0.87272	0.13801	-0.46831	0.15634	0.98770	-0.00028	
2332	7.77000	397.31868	-125.22872	1935.16598	-90.06905	8.92675	61.90879	2.68595	0.46517	-0.07413	-0.88211	-0.87151	0.13632	-0.47104	0.15517	0.98789	-0.00119	
2333	7.77333	395.74114	-124.84603	1934.63022	-90.20016	8.97829	61.82882	2.69005	0.46632	-0.07676	-0.88128	-0.87074	0.13592	-0.47259	0.15606	0.98774	-0.00345	
2334	7.77667	394.40426	-124.36415	1933.88633	-90.29214	8.98710	61.75242	2.71634	0.46747	-0.07842	-0.88052	-0.87010	0.13519	-0.47398	0.15621	0.98771	-0.00504	
2335	7.78000	393.26081	-123.98237	1932.91405	-90.43852	9.02747	61.79176	2.71651	0.46682	-0.08091	-0.88064	-0.87032	0.13465	-0.47372	0.15691	0.98758	-0.00756	
2336	7.78333	392.38837	-123.54737	1931.74324	-90.59396	9.03076	61.82714	2.73133	0.46628	-0.08324	-0.88071	-0.87060	0.13347	-0.47354	0.15696	0.98755	-0.01024	
2337	7.78667	391.68884	-123.19253	1930.40947	-90.80574	9.10176	61.98836	2.73409	0.46374	-0.08670	-0.88172	-0.87174	0.13304	-0.47157	0.15819	0.98731	-0.01389	
2338	7.79000	391.25385	-122.85732	1928.85968	-91.04469	9.20689	62.18023	2.74439	0.46068	-0.09078	-0.88291	-0.87303	0.13297	-0.46919	0.16000	0.98695	-0.01800	
2339	7.79333	391.04150	-122.59502	1927.10894	-91.31402	9.40336	62.46828	2.75151	0.45603	-0.09584	-0.88479	-0.87484	0.13424	-0.46544	0.16338	0.98630	-0.02262	
2340	7.79667	391.04333	-122.30499	1925.15314	-91.58553	9.59043	62.80424	2.76067	0.45064	-0.10072	-0.88700	-0.87702	0.13548	-0.46096	0.16660	0.98565	-0.02728	
2341	7.80000	391.22725	-122.13529	1923.08350	-91.99522	9.85941	63.24037	2.77169	0.44360	-0.10814	-0.88968	-0.87972	0.13712	-0.45530	0.17123	0.98463	-0.03430	
2342	7.80333	391.24098	-122.14156	1920.87067	-92.42408	10.27972	63.73240	2.64978	0.43546	-0.11683	-0.89259	-0.88234	0.14116	-0.44894	0.17845	0.98307	-0.04162	
2343	7.80667	391.71457	-122.14007	1918.56087	-92.92919	10.61680	64.29738	2.63984	0.42628	-0.12585	-0.89580	-0.88563	0.14363	-0.44162	0.18424	0.98160	-0.05023	
2344	7.81000	392.34851	-122.12140	1916.08912	-93.43378	10.94264	64.87296	2.65029	0.41691	-0.13469	-0.89892	-0.88891	0.14612	-0.43416	0.18983	0.98006	-0.05881	
2345	7.81333	393.10698	-122.20818	1913.52707	-93.96213	11.33020	65.49981	2.65841	0.40661	-0.14415	-0.90216	-0.89223	0.14969	-0.42606	0.19646	0.97817	-0.06775	
2346	7.81667	394.04465	-122.33535	1910.82480	-94.48522	11.70112	66.15642	2.67715	0.39584	-0.15326	-0.90544	-0.89564	0.15332	-0.41751	0.20281	0.97622	-0.07658	
2347	7.82000	395.00549	-122.61645	1908.04745	-95.03512	12.16385	66.81558	2.71548	0.38485	-0.16331	-0.90841	-0.89860	0.15839	-0.40917	0.21071	0.97378	-0.08580	
2348	7.82333	396.17010	-122.93393	1905.22273	-95.58474	12.55932	67.52354	2.73635	0.37316	-0.17266	-0.91156	-0.90193	0.16277	-0.40004	0.21745	0.97144	-0.09499	
2349	7.82667	397.31869	-123.30592	1902.35324	-96.18057	13.00162	68.21187	2.77254	0.36166	-0.18299	-0.91417	-0.90476	0.16773	-0.39151	0.22498	0.96870	-0.10490	
2350	7.83000	398.54051	-123.77557	1899.42867	-96.79842	13.46865	68.93353	2.78577	0.34956	-0.19360	-0.91669	-0.90750	0.17327	-0.38265	0.23291	0.96566	-0.11512	
2351	7.83333	399.88104	-124.28081	1896.45674	-97.38396	13.87773	69.66190	2.81937	0.33741	-0.20318	-0.91917	-0.91029	0.17837	-0.37358	0.23985	0.96276	-0.12477	
2352	7.83667	401.14765	-124.89175	1893.45875	-97.98196	14.36766	70.38773	2.84171	0.32516	-0.21329	-0.92129	-0.91252	0.18487	-0.36486	0.24814	0.95934	-0.13452	
2353	7.84000	402.49969	-125.53543	1890.45459	-98.60118	14.81384	71.13358	2.84588	0.31261	-0.22327	-0.92327	-0.91482	0.19086	-0.35591	0.25568	0.95589	-0.14458	
2354	7.84333	403.96882	-126.15660	1887.46612	-99.21875	15.16959	71.85051	2.85563	0.30064	-0.23269	-0.92492	-0.91714	0.19554	-0.34731	0.26168	0.95269	-0.15462	
2355	7.84667	405.27769	-126.96070	1884.45264	-99.83003	15.65167	72.52727	2.89100	0.28912	-0.24266	-0.92603	-0.91849	0.20230	-0.33978	0.26979	0.94878	-0.16440	
2356	7.85000	406.94204	-127.65413	1881.49557	-100.47405	16.02368	73.25668	2.94558	0.27689	-0.25228	-0.92719	-0.92040	0.20756	-0.33134	0.27603	0.94513	-0.17473	
2357	7.85333	408.33663	-128.56801	1878.55245	-101.08469	16.45614	73.94031	2.98758	0.26531	-0.26166	-0.92798	-0.92161	0.21396	-0.32382	0.28328	0.94115	-0.18438	
2358	7.85667	409.67378	-129.46654	1875.62135	-101.67626	16.89124	74.61535	3.05090	0.25385	-0.27062	-0.92861	-0.92257	0.22066	-0.31650	0.29056	0.93706	-0.19365	
2359	7.86000	410.90479	-130.56896	1872.83078	-102.37096	17.34878	75.32961	3.05942	0.24174	-0.28102	-0.92876	-0.92339	0.22751	-0.30918	0.29819	0.93234	-0.20449	
2360	7.86333	412.04738	-131.68870	1870.06593	-103.05340	17.80471	76.02319	3.10056	0.22996	-0.29112	-0.92864	-0.92392	0.23450	-0.30231	0.30577	0.92750	-0.21504	
2361	7.86667	413.33325	-133.15893	1867.37339	-103.68822	17.94958	76.68327	3.26137	0.21912	-0.29924	-0.92868	-0.92575	0.23687	-0.29476	0.30818	0.92431	-0.22512	
2362	7.87000	414.35888	-134.29079	1864.81360	-104.36678	18.40416	77.36691	3.26367	0.20752	-0.30901	-0.92814	-0.92588	0.24417	-0.28831	0.31572	0.91918	-0.23544	
2363	7.87333	415.31539	-135.56966	1862.30875	-105.02513	18.85372	78.03831	3.28111	0.19614	-0.31830	-0.92748	-0.92580	0.25160	-0.28213	0.32315	0.91399	-0.24533	
2364	7.87667	416.21141	-136.88002	1859.91634	-105.65478	19.30269	78.71475	3.29955	0.18469	-0.32691	-0.92683	-0.92554	0.25934	-0.27591	0.33056	0.90878	-0.25467	
2365	7.88000	416.96967	-138.21362	1857.61352	-106.27032	19.76138	79.37278	3.29934	0.17356	-0.33522	-0.92602	-0.92497	0.26733	-0.27013	0.33810	0.90342	-0.26367	
2366	7.88333	417.64475	-139.56075	1855.42539	-106.86311	20.23586	80.01518	3.31163	0.16269	-0.34309	-0.92511	-0.92407	0.27570	-0.26475	0.34589	0.89793	-0.27218	
2367	7.88667	418.23802	-140.95741	1853.31718	-107.42393	20.70859	80.62881	3.31490	0.15231	-0.35038	-0.92414	-0.92291	0.28413	-0.25983	0.35362	0.89247	-0.28009	
2368	7.89000	418.77090	-142.37498	1851.33974	-107.99590	21.18240	81.24831	3.32280	0.14187	-0.35764	-0.92302	-0.92158	0.29265	-0.25504	0.36134	0.88682	-0.28807	
2369	7.89333	419.21455	-143.80052	1849.45156	-108.54185	21.63843	81.85735	3.32486	0.13166	-0.36431	-0.92192	-0.92016	0.30104	-0.25036	0.36875	0.88128	-0.29559	
2370	7.89667	419.55446	-145.21719	1847.66434	-109.05942	22.09036	82.46181	3.36167	0.12156	-0.37036	-0.92090	-0.91858	0.30954	-0.24574	0.37607	0.87580	-0.30258	
2371	7.90000	419.81748	-146.63530	1845.98854	-109.58267	22.52531	83.06253	3.36699	0.11157	-0.37631	-0.91975	-0.91695	0.31781	-0.24126	0.38309	0.87028	-0.30960	
2372	7.90333	419.95498	-148.07195	1844.38792	-110.08287	22.94633	83.62120	3.32653	0.10231	-0.38193	-0.91851	-0.91517	0.32575	-0.23739	0.38987	0.86488	-0.31621	
2373	7.90667	420.01955	-149.46457	1842.90896	-110.56246	23.36787	84.20767	3.36520	0.09265	-0.38691	-0.91745	-0.91329	0.33402	-0.23309	0.39663	0.85949	-0.32242	
2374	7.91000	420.00166	-150.80641	1841.55651	-111.02677	23.77355	84.75825	3.35501	0.08361	-0.39168	-0.91630	-0.91132	0.34193	-0.22931	0.40312	0.85421	-0.32836	
2375	7.91333	419.86724	-152.10518	1840.27568	-111.46970	24.12573	85.30517	3.35518	0.07470	-0.39591	-0.91524	-0.90959	0.34914	-0.22527	0.40874	0.84932	-0.33404	
2376	7.91667	419.73827	-153.39971	1839.14692	-111.92587	24.47614	85.84351	3.36737	0.06597	-0.40028	-0.91401	-0.90774	0.35627	-0.22154	0.41431	0.84430	-0.33985	
2377	7.92000	419.46453	-154.60799	1838.06399	-112.35215	24.82099	86.34471	3.37277	0.05786	-0.40428	-0.91280	-0.90578	0.36321	-0.21828	0.41978	0.83943	-0.34517	
2378	7.92333	419.10994	-155.70564	1837.20165	-112.76653	25.10888	86.80244	3.39789	0.05051	-0.40820	-0.91149	-0.90409	0.36908	-0.21539	0.42434	0.83495	-0.35041	
2379	7.92667	418.60238	-156.71341	1836.43569	-113.14549	25.36578	87.18867	3.37670	0.04432	-0.41191	-0.91014	-0.90250	0.37416	-0.21329	0.42840	0.83086	-0.35517	
2380	7.93000	417.95521	-157.71229	1835.83843	-113.58987	25.68018	87.59785	3.38882	0.03777	-0.41648	-0.90836	-0.90044	0.38001	-0.21168	0.43335	0.82591	-0.36066	
2381	7.93333	417.41233	-158.58580	1835.30832	-113.95946	25.97680	87.91079	3.40807	0.03277	-0.42041	-0.90674	-0.89837	0.38520	-0.21107	0.43801	0.82151	-0.36506	
2382	7.93667	416.83917	-159.38874	1834.87120	-114.31305	26.20406	88.19421	3.45965	0.02827	-0.42420	-0.90513	-0.89678	0.38923	-0.21043	0.44157	0.81765	-0.36941	
2383	7.94000	416.20866	-160.12899	1834.52446	-114.63331	26.41409	88.45496	3.49895	0.02415	-0.42756	-0.90366	-0.89528	0.39299	-0.20986	0.44486	0.81410	-0.37330	
2384	7.94333	415.60392	-160.91368	1834.27898	-115.03443	26.71895	88.76609	3.50435	0.01923	-0.43184	-0.90175	-0.89302	0.39817	-0.20973	0.44961	0.80931	-0.37798	
2385	7.94667	415.02958	-161.58524	1834.10918	-115.40504	26.96238	89.02671	3.49598	0.01514	-0.43591	-0.89986	-0.89118	0.40221	-0.20983	0.45341	0.80511	-0.38238	
2386	7.95000	414.46683	-162.28058	1834.00232	-115.81923	27.25721	89.32007	3.48098	0.01055	-0.44039	-0.89774	-0.88890	0.40707	-0.21014	0.45799	0.80022	-0.38717	
2387	7.95333	413.96110	-162.95360	1834.06232	-116.26462	27.60912	89.62872	3.54478	0.00574	-0.44520	-0.89541	-0.88611	0.41272	-0.21089	0.46344	0.79465	-0.39213	
2388	7.95667	413.38106	-163.53323	1834.14551	-116.69298	27.91041	89.89400	3.53243	0.00163	-0.44998	-0.89304	-0.88368	0.41737	-0.21192	0.46809	0.78950	-0.39696	
2389	7.96000	412.65550	-163.96428	1834.36732	-117.07170	28.04573	90.09741	3.52565	-0.00150	-0.45439	-0.89080	-0.88257	0.41944	-0.21247	0.47018	0.78588	-0.40166	
2390	7.96333	411.96907	-164.36352	1834.63347	-117.52799	28.31505	90.31864	3.49974	-0.00490	-0.45984	-0.88799	-0.88034	0.42318	-0.21429	0.47432	0.78068	-0.40688	
2391	7.96667	411.29056	-164.70125	1834.95576	-117.98032	28.57479	90.56244	3.50440	-0.00862	-0.46500	-0.88527	-0.87815	0.42698	-0.21573	0.47831	0.77554	-0.41202	
2392	7.97000	410.57608	-164.98372	1835.36605	-118.46999	28.84603	90.81235	3.51233	-0.01242	-0.47064	-0.88224	-0.87583	0.43083	-0.21750	0.48246	0.76999	-0.41755	
2393	7.97333	409.88725	-165.19027	1835.86933	-118.96564	29.10600	91.07732	3.52261	-0.01643	-0.47620	-0.87918	-0.87357	0.43461	-0.21908	0.48643	0.76443	-0.42313	
2394	7.97667	409.16583	-165.36677	1836.42280	-119.46754	29.35470	91.33456	3.55586	-0.02030	-0.48186	-0.87602	-0.87137	0.43814	-0.22081	0.49021	0.75885	-0.42877	
2395	7.98000	408.38963	-165.42628	1837.03247	-119.96930	29.62300	91.59467	3.56970	-0.02419	-0.48743	-0.87283	-0.86896	0.44194	-0.22271	0.49429	0.75307	-0.43424	
2396	7.98333	407.33858	-165.08815	1837.79837	-120.50282	29.86500	91.81373	3.67800	-0.02745	-0.49375	-0.86917	-0.86677	0.44489	-0.22536	0.49796	0.74718	-0.44017	
2397	7.98667	406.55424	-165.00685	1838.60628	-120.99857	30.11432	92.04705	3.68235	-0.03090	-0.49933	-0.86586	-0.86447	0.44819	-0.22761	0.50173	0.74148	-0.44550	
2398	7.99000	405.73616	-164.77679	1839.54494	-121.52133	30.36473	92.32801	3.66834	-0.03505	-0.50488	-0.86248	-0.86211	0.45179	-0.22944	0.50550	0.73551	-0.45110	
2399	7.99333	404.91711	-164.48413	1840.54343	-122.04103	30.60515	92.57582	3.65435	-0.03868	-0.51060	-0.85895	-0.85983	0.45497	-0.23173	0.50912	0.72959	-0.45662	
2400	7.99667	404.32036	-164.33213	1841.53667	-122.58146	30.91475	92.93131	3.61717	-0.04387	-0.51566	-0.85567	-0.85681	0.45988	-0.23321	0.51376	0.72292	-0.46200	
2401	8.00000	403.48034	-163.88671	1842.64541	-123.06458	31.16274	93.21319	3.63143	-0.04796	-0.52042	-0.85256	-0.85436	0.46357	-0.23491	0.51747	0.71713	-0.46686	
2402	8.00333	402.65028	-163.44523	1843.83067	-123.53320	31.39549	93.47206	3.64535	-0.05170	-0.52511	-0.84946	-0.85202	0.46690	-0.23677	0.52094	0.71153	-0.47154	
2403	8.00667	401.73975	-162.81157	1845.13229	-123.97579	31.62977	93.71655	3.66436	-0.05519	-0.52948	-0.84653	-0.84966	0.47020	-0.23870	0.52443	0.70609	-0.47583	
2404	8.01000	400.86193	-162.07257	1846.50176	-124.35340	31.83921	93.91411	3.67781	-0.05799	-0.53325	-0.84397	-0.84755	0.47302	-0.24064	0.52754	0.70135	-0.47939	
2405	8.01333	399.99045	-161.24372	1847.98104	-124.73110	32.04021	94.08983	3.67589	-0.06046	-0.53718	-0.84130	-0.84552	0.47552	-0.24286	0.53051	0.69665	-0.48294	
2406	8.01667	399.10878	-160.26763	1849.52088	-124.99614	32.24803	94.21027	3.68880	-0.06209	-0.53988	-0.83945	-0.84346	0.47803	-0.24505	0.53359	0.69283	-0.48505	
2407	8.02000	398.22919	-159.13509	1851.21458	-125.26688	32.43623	94.30693	3.69815	-0.06338	-0.54287	-0.83742	-0.84161	0.48005	-0.24750	0.53636	0.68909	-0.48731	
2408	8.02333	397.36271	-157.89821	1853.01791	-125.47458	32.62241	94.33575	3.74217	-0.06367	-0.54549	-0.83570	-0.83983	0.48165	-0.25040	0.53910	0.68590	-0.48879	
2409	8.02667	396.46588	-156.45692	1854.90272	-125.63233	32.71289	94.29680	3.70723	-0.06304	-0.54803	-0.83408	-0.83902	0.48166	-0.25306	0.54043	0.68386	-0.49018	
2410	8.03000	395.57407	-154.89924	1856.88084	-125.78651	32.82093	94.24353	3.72290	-0.06218	-0.55063	-0.83243	-0.83806	0.48175	-0.25606	0.54202	0.68171	-0.49142	
2411	8.03333	394.68358	-153.22426	1858.96546	-125.88139	32.91666	94.09003	3.70633	-0.05987	-0.55321	-0.83089	-0.83732	0.48098	-0.25990	0.54342	0.68016	-0.49202	
2412	8.03667	393.80145	-151.35942	1861.14616	-125.90793	32.97934	93.85653	3.71759	-0.05642	-0.55550	-0.82960	-0.83697	0.47934	-0.26405	0.54434	0.67945	-0.49198	
2413	8.04000	392.89130	-149.33960	1863.47103	-125.90084	33.03327	93.56124	3.71494	-0.05207	-0.55782	-0.82832	-0.83674	0.47714	-0.26872	0.54513	0.67909	-0.49160	
2414	8.04333	391.97842	-147.17780	1865.90883	-125.80326	33.08749	93.18297	3.74922	-0.04652	-0.55952	-0.82751	-0.83655	0.47456	-0.27384	0.54592	0.67951	-0.49014	
2415	8.04667	391.08322	-144.85833	1868.40913	-125.64565	33.11573	92.71934	3.75813	-0.03974	-0.56105	-0.82683	-0.83663	0.47112	-0.27947	0.54633	0.68064	-0.48811	
2416	8.05000	390.20254	-142.40584	1871.04939	-125.42773	33.11276	92.18970	3.79020	-0.03200	-0.56224	-0.82635	-0.83699	0.46697	-0.28531	0.54629	0.68251	-0.48553	
2417	8.05333	389.32928	-139.81059	1873.76976	-125.12284	33.07027	91.57146	3.81133	-0.02298	-0.56288	-0.82622	-0.83769	0.46192	-0.29139	0.54567	0.68542	-0.48213	
2418	8.05667	388.06632	-136.59177	1876.68030	-124.64068	32.87760	90.75185	3.73606	-0.01102	-0.56252	-0.82671	-0.83976	0.45404	-0.29775	0.54285	0.69096	-0.47738	
2419	8.06000	387.21784	-133.77862	1879.58922	-124.18800	32.79152	90.01569	3.78996	-0.00023	-0.56179	-0.82728	-0.84065	0.44815	-0.30410	0.54158	0.69538	-0.47237	
2420	8.06333	386.30421	-130.74403	1882.59302	-123.66813	32.66130	89.21368	3.82118	0.01155	-0.56049	-0.82808	-0.84180	0.44150	-0.31058	0.53967	0.70066	-0.46672	
2421	8.06667	385.37667	-127.51463	1885.70273	-123.05669	32.49796	88.33976	3.85424	0.02444	-0.55829	-0.82929	-0.84306	0.43431	-0.31722	0.53727	0.70689	-0.46005	
2422	8.07000	384.52265	-124.26184	1888.91352	-122.39358	32.30381	87.42848	3.89406	0.03792	-0.55544	-0.83069	-0.84438	0.42676	-0.32390	0.53441	0.71370	-0.45281	
2423	8.07333	383.65848	-120.92481	1892.17048	-121.66872	32.06944	86.45938	3.90136	0.05233	-0.55191	-0.83226	-0.84579	0.41860	-0.33078	0.53095	0.72122	-0.44489	
2424	8.07667	382.79361	-117.44950	1895.55644	-120.86794	31.79077	85.44351	3.93417	0.06752	-0.54736	-0.83417	-0.84729	0.41001	-0.33763	0.52682	0.72958	-0.43609	
2425	8.08000	381.94941	-113.91206	1899.02784	-119.93800	31.40306	84.30898	4.02095	0.08464	-0.54138	-0.83651	-0.84932	0.39981	-0.34469	0.52106	0.73963	-0.42596	
2426	8.08333	381.02503	-110.21915	1902.62255	-118.95703	31.04143	83.12186	4.06404	0.10261	-0.53470	-0.83879	-0.85063	0.38996	-0.35265	0.51566	0.74968	-0.41482	
2427	8.08667	380.07698	-106.39387	1906.25599	-117.87105	30.62508	81.85783	4.11043	0.12188	-0.52655	-0.84136	-0.85184	0.37958	-0.36094	0.50942	0.76070	-0.40228	
2428	8.09000	379.13110	-102.51175	1909.99911	-116.68304	30.11877	80.46975	4.16899	0.14321	-0.51709	-0.84386	-0.85305	0.36782	-0.37016	0.50179	0.77287	-0.38843	
2429	8.09333	378.18204	-98.50518	1913.84049	-115.44305	29.54222	79.03130	4.24480	0.16554	-0.50648	-0.84621	-0.85410	0.35537	-0.37978	0.49306	0.78561	-0.37376	
2430	8.09667	377.15574	-94.42735	1917.71999	-114.14462	28.85783	77.56686	4.30040	0.18856	-0.49427	-0.84861	-0.85528	0.34202	-0.38925	0.48264	0.79920	-0.35825	
2431	8.10000	377.11869	-91.38616	1921.41807	-112.81741	28.19398	76.05756	3.98921	0.21236	-0.48130	-0.85044	-0.85539	0.32922	-0.39991	0.47246	0.81238	-0.34178	
2432	8.10333	375.94343	-87.14283	1925.36997	-111.44678	27.32794	74.46501	3.97302	0.23794	-0.46672	-0.85180	-0.85594	0.31376	-0.41101	0.45908	0.82688	-0.32483	
2433	8.10667	374.89336	-83.01452	1929.28476	-110.06561	26.37791	72.81718	4.02591	0.26466	-0.45107	-0.85234	-0.85590	0.29734	-0.42312	0.44429	0.84150	-0.30737	
2434	8.11000	373.66048	-78.76671	1933.23071	-108.63811	25.29404	71.14194	4.01619	0.29224	-0.43329	-0.85256	-0.85560	0.27983	-0.43549	0.42726	0.85671	-0.28895	
2435	8.11333	372.36596	-74.40409	1937.17387	-107.20601	24.09180	69.46791	4.05836	0.32018	-0.41378	-0.85222	-0.85490	0.26141	-0.44811	0.40820	0.87204	-0.27004	
2436	8.11667	371.11877	-70.08304	1941.03953	-105.77852	22.72221	67.77207	4.16368	0.34893	-0.39233	-0.85107	-0.85384	0.24122	-0.46127	0.38626	0.88763	-0.25082	
2437	8.12000	369.54227	-65.58420	1944.86026	-104.36258	21.46598	66.09854	4.10233	0.37706	-0.37042	-0.84889	-0.85083	0.22361	-0.47549	0.36595	0.90155	-0.23085	
2438	8.12333	367.94207	-60.93591	1948.62991	-102.95541	20.19765	64.42634	4.12822	0.40513	-0.34747	-0.84566	-0.84656	0.20673	-0.49050	0.34526	0.91462	-0.21041	
2439	8.12667	366.35091	-56.55006	1952.27743	-101.55754	18.65629	62.77901	4.12872	0.43339	-0.32152	-0.84190	-0.84252	0.18705	-0.50514	0.31989	0.92824	-0.18982	
2440	8.13000	365.22862	-53.28404	1956.08763	-100.32241	16.15527	61.11314	4.38691	0.46401	-0.28913	-0.83732	-0.84100	0.15312	-0.51892	0.27824	0.94497	-0.17211	
2441	8.13333	363.26144	-47.96669	1959.38736	-98.87039	15.30179	59.47496	4.14244	0.48991	-0.26527	-0.83044	-0.83087	0.14629	-0.53689	0.26390	0.95301	-0.14873	
2442	8.13667	361.72726	-43.70632	1962.75229	-97.57713	13.51893	57.87246	4.13866	0.51707	-0.23490	-0.82308	-0.82340	0.12612	-0.55327	0.23377	0.96380	-0.12821	
2443	8.14000	360.19899	-39.52367	1966.04164	-96.36411	11.51985	56.29674	4.11622	0.54371	-0.20235	-0.81451	-0.81516	0.10361	-0.56989	0.19971	0.97382	-0.10861	
2444	8.14333	358.76237	-35.33123	1969.06433	-95.19111	9.65822	54.74261	4.09560	0.56907	-0.17033	-0.80446	-0.80499	0.08421	-0.58728	0.16777	0.98178	-0.08920	
2445	8.14667	357.47974	-31.23479	1971.85836	-94.10731	7.69009	53.34953	4.00829	0.59156	-0.13714	-0.79451	-0.79508	0.06433	-0.60309	0.13381	0.98846	-0.07098	
2446	8.15000	356.39392	-27.20887	1974.60882	-93.06842	5.72009	51.85067	3.93090	0.61464	-0.10357	-0.78198	-0.78249	0.04520	-0.62102	0.09967	0.99359	-0.05326	
2447	8.15333	355.54139	-23.28913	1977.17487	-92.10842	3.65359	50.36539	3.85900	0.63659	-0.06895	-0.76811	-0.76856	0.02557	-0.63926	0.06372	0.99729	-0.03672	
2448	8.15667	354.49491	-19.13917	1979.96121	-90.91687	1.57295	49.04859	4.16883	0.65517	-0.03007	-0.75488	-0.75498	0.01024	-0.65567	0.02745	0.99950	-0.01600	
2449	8.16000	353.73896	-15.21329	1982.28961	-89.95699	-0.49330	47.79869	4.24550	0.67171	0.00634	-0.74078	-0.74076	-0.00587	-0.67174	-0.00861	0.99996	0.00075	
2450	8.16333	353.22085	-11.34810	1984.42307	-89.03316	-2.57909	46.50896	4.28763	0.68754	0.04321	-0.72486	-0.72475	-0.02103	-0.68869	-0.04500	0.99884	0.01686	
2451	8.16667	353.08004	-7.57817	1986.12386	-88.25793	-4.55796	45.06682	4.24684	0.70405	0.07762	-0.70590	-0.70569	-0.03476	-0.70767	-0.07947	0.99638	0.03030	
