FILE_VERSION	2.0.0
NO_OF_FRAMES	16296
NO_OF_CAMERAS	8
NO_OF_MARKERS	6
FREQUENCY	300
DESCRIPTION	--
TIME_STAMP	2026-08-06, 08:59:33.376	5996.27357670
DATA_INCLUDED	3D
MARKER_NAMES	handball_6 - 1	handball_6 - 2	handball_6 - 3	handball_6 - 4	handball_6 - 5	handball_6 - 6
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed
Frame	Time	handball_6 - 1 X	handball_6 - 1 Y	handball_6 - 1 Z	handball_6 - 2 X	handball_6 - 2 Y	handball_6 - 2 Z	handball_6 - 3 X	handball_6 - 3 Y	handball_6 - 3 Z	handball_6 - 4 X	handball_6 - 4 Y	handball_6 - 4 Z	handball_6 - 5 X	handball_6 - 5 Y	handball_6 - 5 Z	handball_6 - 6 X	handball_6 - 6 Y	handball_6 - 6 Z	
1512	5.03667	28.903	340.714	1146.830	83.900	536.307	1152.524	-42.421	444.918	1201.971	50.093	396.087	1063.255	93.447	428.388	1243.122	141.559	418.583	1133.963
1513	5.04000	30.258	339.264	1147.530	85.418	534.767	1153.357	-40.980	443.524	1202.765	51.498	394.724	1063.980	94.941	426.773	1243.916	143.049	416.992	1134.755
1514	5.04333	31.730	337.796	1148.153	86.919	533.298	1154.298	-39.442	441.995	1203.456	53.022	393.333	1064.715	96.323	425.193	1244.689	144.533	415.506	1135.474
1515	5.04667	32.933	336.443	1148.888	88.336	531.894	1155.291	-38.122	440.767	1204.484	54.397	392.024	1065.481	97.688	423.584	1245.424	145.886	413.935	1136.232
1516	5.05000	34.179	335.011	1149.517	89.856	530.416	1156.195	-36.516	439.213	1205.201	55.475	390.703	1066.157	99.122	421.994	1246.227	147.093	412.422	1136.906
1517	5.05333	35.261	333.672	1150.247	91.520	528.862	1157.061	-35.241	437.988	1206.271	56.564	389.387	1066.906	100.508	420.378	1246.900	148.477	410.902	1137.552
1518	5.05667	36.557	332.247	1150.886	92.990	527.372	1157.893	-33.776	436.545	1207.113	57.803	388.099	1067.664	101.902	418.737	1247.613	149.947	409.371	1138.173
1519	5.06000	37.853	330.866	1151.599	94.246	526.014	1159.090	-32.429	435.216	1207.951	59.197	386.807	1068.523	103.338	417.119	1248.467	151.316	407.825	1138.961
1520	5.06333	39.155	329.418	1152.319	95.862	524.451	1159.898	-31.018	433.783	1208.724	60.719	385.466	1069.313	104.920	415.444	1249.459	152.386	406.285	1139.675
1521	5.06667	40.329	328.059	1152.924	97.337	522.986	1160.806	-29.571	432.387	1209.561	61.865	384.226	1069.938	106.310	413.825	1250.283	153.569	404.831	1140.297
1522	5.07000	41.371	326.707	1153.618	98.934	521.453	1161.669	-28.307	431.147	1210.603	62.842	382.917	1070.589	107.677	412.085	1251.014	154.998	403.300	1141.065
1523	5.07333	42.650	325.296	1154.262	100.428	520.019	1162.495	-26.873	429.672	1211.416	63.959	381.614	1071.231	109.098	410.480	1251.762	156.479	401.787	1141.818
1524	5.07667	43.917	323.942	1154.992	101.640	518.697	1163.668	-25.640	428.449	1212.357	65.425	380.278	1072.085	110.533	408.925	1252.471	157.813	400.230	1142.514
1525	5.08000	45.283	322.491	1155.593	103.098	517.188	1164.452	-24.136	426.938	1212.953	66.944	378.946	1072.889	111.930	407.358	1253.230	158.948	398.764	1143.090
1526	5.08333	46.483	321.127	1156.381	104.627	515.702	1165.234	-22.831	425.715	1213.945	68.123	377.616	1073.624	113.394	405.767	1254.064	160.503	397.172	1143.804
1527	5.08667	47.612	319.767	1157.083	106.224	514.172	1165.984	-21.367	424.362	1214.787	69.024	376.292	1074.324	114.782	404.221	1254.814	161.884	395.702	1144.400
1528	5.09000	48.689	318.428	1157.785	107.799	512.698	1166.653	-20.017	423.117	1215.704	70.283	374.941	1075.002	116.187	402.649	1255.436	162.825	394.216	1145.067
1529	5.09333	49.950	317.038	1158.427	109.266	511.275	1167.572	-18.556	421.743	1216.460	71.590	373.609	1075.721	117.671	401.083	1256.144	164.089	392.636	1145.697
1530	5.09667	51.330	315.650	1158.995	110.425	509.983	1168.467	-17.157	420.382	1217.131	72.977	372.308	1076.344	119.087	399.539	1256.789	165.567	391.123	1146.396
1531	5.10000	52.395	314.311	1159.684	111.929	508.489	1169.175	-15.801	419.148	1217.975	73.948	370.977	1076.968	120.426	397.992	1257.420	166.933	389.564	1147.125
1532	5.10333	53.508	312.945	1160.382	113.742	506.792	1169.789	-14.341	417.826	1218.762	74.960	369.634	1077.636	121.903	396.477	1258.122	168.183	388.075	1147.731
1533	5.10667	54.562	311.598	1161.064	115.358	505.210	1170.456	-12.959	416.555	1219.620	76.126	368.315	1078.246	123.213	394.952	1258.802	169.271	386.528	1148.442
1534	5.11000	55.923	310.173	1161.663	116.977	503.630	1171.153	-11.521	415.156	1220.343	77.685	366.965	1079.019	124.521	393.371	1259.449	170.684	385.049	1149.008
1535	5.11333	56.934	308.877	1162.308	118.520	502.085	1171.837	-10.296	413.964	1221.195	78.660	365.727	1079.691	125.860	391.817	1260.081	171.999	383.551	1149.597
1536	5.11667	58.028	307.524	1162.888	119.937	500.675	1172.763	-8.894	412.557	1221.885	79.701	364.406	1080.359	127.182	390.291	1260.687	173.055	382.065	1150.187
1537	5.12000	59.061	306.261	1163.598	121.329	499.199	1173.605	-7.758	411.468	1222.920	80.790	363.129	1080.925	128.536	388.804	1261.411	174.330	380.617	1150.826
1538	5.12333	60.321	304.886	1164.151	122.802	497.734	1174.395	-6.238	409.985	1223.561	81.948	361.901	1081.571	129.845	387.270	1262.105	175.675	379.158	1151.486
1539	5.12667	61.489	303.583	1164.824	124.250	496.265	1175.162	-5.098	408.840	1224.458	83.466	360.615	1082.258	131.032	385.775	1262.834	176.985	377.681	1152.178
1540	5.13000	62.675	302.202	1165.329	125.660	494.808	1175.983	-3.636	407.336	1225.003	84.712	359.370	1082.893	132.278	384.243	1263.514	178.017	376.215	1152.825
1541	5.13333	63.585	300.973	1166.019	127.071	493.418	1176.889	-2.505	406.192	1225.976	85.662	358.156	1083.606	133.494	382.700	1264.183	179.123	374.780	1153.507
1542	5.13667	64.663	299.677	1166.607	128.352	492.023	1177.797	-1.257	404.882	1226.724	86.621	356.967	1084.246	134.707	381.214	1264.773	180.485	373.308	1154.270
1543	5.14000	65.684	298.395	1167.247	129.734	490.599	1178.648	-0.053	403.656	1227.499	87.705	355.746	1084.982	135.960	379.675	1265.521	181.639	371.839	1154.869
1544	5.14333	67.265	296.867	1168.088	131.089	489.172	1179.448	1.277	402.323	1228.175	90.107	354.047	1086.254	137.147	378.190	1266.210	182.694	370.404	1155.446
1545	5.14667	68.747	295.375	1168.930	132.490	487.769	1180.297	2.501	401.101	1229.085	92.493	352.279	1087.269	138.303	376.656	1266.879	183.666	368.992	1156.138
1546	5.15000	70.144	293.941	1169.565	133.804	486.418	1181.255	3.738	399.775	1229.750	94.203	350.781	1088.047	139.517	375.068	1267.592	185.122	367.504	1156.882
1547	5.15333	71.380	292.542	1170.199	135.128	485.047	1182.170	4.956	398.453	1230.418	95.868	349.311	1088.828	140.691	373.555	1268.238	186.132	366.020	1157.577
1548	5.15667	72.655	291.089	1171.075	136.425	483.587	1182.984	6.050	397.297	1231.361	97.689	347.622	1089.864	141.872	372.029	1268.837	187.254	364.580	1158.243
1549	5.16000	73.630	289.843	1171.585	137.756	482.146	1183.776	7.287	395.991	1232.150	98.667	346.611	1090.459	143.120	370.456	1269.563	188.319	363.142	1158.825
1550	5.16333	74.560	288.650	1172.093	139.093	480.763	1184.674	8.438	394.740	1232.860	99.504	345.621	1091.094	144.273	368.945	1270.252	189.567	361.711	1159.494
1551	5.16667	75.456	287.412	1172.583	140.398	479.367	1185.568	9.724	393.413	1233.576	100.210	344.551	1091.658	145.414	367.383	1270.895	190.697	360.280	1160.114
1552	5.17000	76.268	286.213	1173.219	141.752	478.013	1186.451	10.815	392.259	1234.525	101.019	343.400	1092.264	146.576	365.822	1271.594	191.717	358.836	1160.801
1553	5.17333	77.388	284.868	1173.770	143.057	476.568	1187.211	12.082	390.895	1235.070	102.159	342.144	1092.923	147.714	364.326	1272.260	192.961	357.373	1161.515
1554	5.17667	78.342	283.628	1174.315	144.374	475.125	1187.999	13.156	389.746	1235.862	103.206	341.004	1093.499	148.927	362.768	1272.874	194.158	355.901	1162.187
1555	5.18000	79.301	282.421	1174.784	145.670	473.734	1188.853	14.444	388.447	1236.564	104.181	340.019	1093.979	150.079	361.292	1273.576	195.203	354.434	1162.878
1556	5.18333	80.237	281.205	1175.342	147.026	472.367	1189.722	15.625	387.256	1237.244	105.105	338.828	1094.577	151.208	359.797	1274.323	196.335	353.046	1163.467
1557	5.18667	81.305	279.890	1175.926	148.394	470.984	1190.575	16.925	385.893	1237.830	106.069	337.593	1095.297	152.379	358.281	1275.005	197.626	351.545	1164.165
1558	5.19000	82.173	278.652	1176.603	149.753	469.575	1191.328	18.054	384.748	1238.721	107.037	336.352	1095.958	153.445	356.771	1275.687	198.670	350.091	1164.857
1559	5.19333	83.190	277.371	1177.105	151.073	468.128	1192.126	19.342	383.377	1239.264	108.052	335.250	1096.552	154.616	355.265	1276.383	199.724	348.637	1165.614
1560	5.19667	84.058	276.198	1177.672	152.846	466.646	1193.259	20.377	382.230	1240.017	109.045	334.048	1097.276	155.744	353.744	1277.031	200.942	347.152	1166.320
1561	5.20000	86.649	273.785	1179.001	154.209	465.274	1194.145	21.632	380.933	1240.715	110.035	332.844	1097.835	156.915	352.277	1277.769	212.390	339.027	1169.862
1562	5.20333	85.927	273.722	1178.910	155.555	463.864	1195.048	22.719	379.809	1241.566	111.018	331.627	1098.418	158.230	350.572	1278.676	202.818	344.422	1167.850
1563	5.20667	86.941	272.425	1179.382	156.983	462.514	1195.817	24.073	378.340	1241.988	111.867	330.446	1099.064	159.232	349.151	1279.282	204.080	342.881	1168.442
1564	5.21000	87.811	271.252	1179.963	158.250	461.063	1196.499	25.132	377.302	1242.965	112.785	329.464	1099.599	160.383	347.593	1279.972	205.456	341.303	1169.058
1565	5.21333	88.774	269.972	1180.475	159.473	459.594	1197.172	26.419	375.950	1243.588	113.621	328.399	1100.101	161.563	346.096	1280.655	206.571	339.814	1169.748
1566	5.21667	89.685	268.735	1181.160	160.791	458.189	1198.001	27.443	374.873	1244.315	114.687	327.059	1100.841	162.698	344.676	1281.245	207.598	338.386	1170.444
1567	5.22000	90.782	267.434	1181.691	162.144	456.839	1198.835	28.807	373.461	1244.884	115.659	325.846	1101.479	163.909	343.149	1281.967	208.760	336.994	1171.039
1568	5.22333	91.708	266.265	1182.395	163.572	455.490	1199.652	29.946	372.380	1245.773	116.625	324.667	1102.209	165.099	341.745	1282.648	209.918	335.563	1171.644
1569	5.22667	92.710	265.001	1182.830	164.913	454.126	1200.324	31.353	370.956	1246.241	117.520	323.626	1102.828	166.193	340.218	1283.257	211.052	334.064	1172.248
1570	5.23000	93.550	263.804	1183.405	166.182	452.644	1201.006	32.431	369.845	1247.061	118.336	322.503	1103.326	167.372	338.742	1283.876	212.123	332.649	1172.850
1571	5.23333	94.628	262.505	1183.931	167.433	451.159	1201.611	33.733	368.535	1247.696	119.374	321.337	1103.856	168.558	337.304	1284.527	213.329	331.222	1173.388
1572	5.23667	95.602	261.285	1184.505	168.809	449.836	1202.440	34.822	367.406	1248.421	120.396	320.071	1104.440	169.784	335.807	1285.117	214.508	329.777	1173.999
1573	5.24000	96.669	260.044	1184.971	170.183	448.488	1203.229	36.177	366.027	1248.926	121.365	318.964	1104.980	171.004	334.427	1285.724	215.643	328.319	1174.575
1574	5.24333	97.567	258.947	1185.516	171.597	447.152	1203.994	37.285	365.007	1249.893	122.313	317.958	1105.448	172.211	332.908	1286.368	216.868	326.926	1175.165
1575	5.24667	98.705	257.609	1186.108	172.980	445.760	1204.667	38.690	363.673	1250.411	123.137	316.767	1105.969	173.377	331.435	1286.923	218.722	325.115	1176.236
1576	5.25000	99.815	256.274	1186.811	173.570	444.820	1204.956	39.832	362.517	1251.141	124.109	315.516	1106.583	174.537	329.979	1287.461	220.153	323.483	1176.922
1577	5.25333	100.871	255.001	1187.345	174.950	443.388	1205.648	41.104	361.249	1251.823	124.998	314.396	1107.126	175.775	328.447	1288.085	221.668	321.892	1177.570
1578	5.25667	102.039	253.725	1187.917	176.324	441.999	1206.228	42.226	360.147	1252.548	126.025	313.279	1107.625	177.015	327.019	1288.640	223.822	319.996	1178.301
1579	5.26000	103.358	252.368	1188.400	177.808	440.640	1207.135	43.615	358.788	1253.007	127.220	312.091	1108.307	178.228	325.522	1289.207	225.928	318.058	1179.015
1580	5.26333	104.368	251.162	1188.992	179.003	439.364	1207.862	44.828	357.690	1253.925	128.393	310.810	1108.796	179.485	324.034	1289.815	226.773	316.825	1179.460
1581	5.26667	105.578	249.866	1189.415	180.604	437.921	1208.674	46.248	356.362	1254.488	129.514	309.611	1109.251	180.660	322.540	1290.384	228.526	315.149	1180.056
1582	5.27000	107.066	248.340	1190.011	181.393	436.711	1209.170	47.419	355.192	1255.268	131.255	308.040	1109.635	181.857	320.975	1290.913	230.467	313.337	1180.780
1583	5.27333	108.246	247.019	1190.497	183.100	435.064	1209.881	48.781	353.812	1255.832	132.337	306.879	1110.193	183.171	319.540	1291.511	232.074	311.680	1181.350
1584	5.27667	109.401	245.792	1191.066	184.394	433.728	1210.499	49.949	352.737	1256.641	133.758	305.648	1110.716	184.438	318.061	1292.084	233.257	310.329	1181.984
1585	5.28000	110.617	244.513	1191.586	186.023	432.328	1211.282	51.265	351.470	1257.270	135.129	304.325	1111.272	185.725	316.607	1292.644	234.533	308.885	1182.606
1586	5.28333	111.734	243.239	1192.197	187.415	431.027	1212.056	52.689	350.213	1257.930	135.997	303.153	1111.895	186.985	315.137	1293.244	236.206	307.146	1183.320
1587	5.28667	112.895	241.982	1192.792	188.820	429.678	1212.866	54.054	348.958	1258.663	137.209	301.929	1112.539	188.268	313.649	1293.900	237.411	305.752	1183.952
1588	5.29000	114.020	240.727	1193.391	189.853	428.378	1213.517	55.359	347.739	1259.381	138.419	300.702	1113.178	189.508	312.230	1294.454	238.293	304.584	1184.539
1589	5.29333	115.201	239.442	1193.970	191.400	426.837	1214.161	56.680	346.479	1260.053	139.754	299.490	1113.964	190.709	310.749	1295.075	239.601	303.187	1185.073
1590	5.29667	116.285	238.246	1194.736	192.885	425.448	1214.889	57.493	345.509	1261.236	140.999	298.326	1114.595	192.059	309.325	1295.786	241.262	301.570	1185.763
1591	5.30000	117.394	237.040	1195.370	194.419	424.088	1215.746	58.699	344.363	1262.130	142.254	297.106	1115.221	193.393	307.888	1296.437	242.490	300.111	1186.330
1592	5.30333	119.177	236.156	1195.520	195.918	422.810	1216.638	59.876	343.214	1263.024	143.456	295.923	1115.812	194.638	306.455	1297.104	243.982	301.557	1185.593
1593	5.30667	120.133	234.974	1196.189	197.467	421.411	1217.628	61.133	342.095	1263.922	144.536	294.782	1116.425	195.890	304.977	1297.799	245.203	299.865	1186.409
1594	5.31000	121.229	233.752	1196.785	198.832	420.103	1218.282	62.424	340.835	1264.751	145.675	293.640	1117.054	197.144	303.451	1298.473	246.269	298.591	1186.987
1595	5.31333	120.857	232.775	1197.516	199.960	418.816	1218.888	63.678	339.635	1265.486	147.137	292.469	1117.801	198.427	302.049	1299.134	242.134	297.433	1187.402
1596	5.31667	123.713	231.327	1198.101	201.444	417.392	1219.952	64.958	338.399	1266.302	148.371	291.355	1118.562	199.740	300.547	1299.873	248.553	296.384	1188.726
1597	5.32000	123.110	230.350	1198.793	202.728	416.013	1220.851	66.288	337.192	1267.108	149.527	290.175	1119.266	201.012	299.120	1300.555	244.483	294.738	1188.770
1598	5.32333	124.284	229.148	1199.401	204.466	414.529	1221.824	67.598	335.933	1267.894	150.840	289.013	1119.952	202.302	297.621	1301.322	245.745	293.397	1189.543
1599	5.32667	125.397	227.953	1200.067	205.948	413.199	1222.512	68.919	334.757	1268.754	152.019	287.890	1120.619	203.589	296.114	1302.033	246.990	291.994	1190.282
1600	5.33000	126.477	226.792	1200.640	207.560	411.879	1223.487	70.207	333.478	1269.533	153.210	286.762	1121.278	204.726	294.696	1302.707	248.138	290.632	1190.979
1601	5.33333	127.643	225.545	1201.302	208.436	410.702	1224.394	71.497	332.300	1270.382	154.411	285.618	1121.911	206.028	293.191	1303.470	249.280	289.289	1191.697
1602	5.33667	128.932	224.292	1202.037	209.761	409.341	1225.377	72.767	331.062	1271.176	155.731	284.465	1122.766	207.461	291.742	1304.316	250.644	287.952	1192.498
1603	5.34000	129.920	223.113	1202.769	211.158	407.964	1226.010	74.090	329.908	1272.050	156.724	283.348	1123.518	208.693	290.304	1305.009	251.710	286.595	1193.177
1604	5.34333	131.002	221.908	1203.434	212.729	406.503	1227.032	75.396	328.642	1272.875	157.914	282.185	1124.303	209.985	288.824	1305.759	252.774	285.237	1193.879
1605	5.34667	132.049	220.759	1204.101	214.152	405.174	1227.896	76.689	327.514	1273.789	159.057	281.047	1124.990	211.178	287.378	1306.486	253.916	283.919	1194.496
1606	5.35000	133.073	219.620	1204.686	215.744	403.839	1228.991	77.906	326.252	1274.619	160.110	279.961	1125.681	212.376	285.924	1307.209	255.084	282.542	1195.120
1607	5.35333	134.226	218.410	1205.375	216.798	402.641	1229.615	79.150	325.116	1275.487	161.267	278.846	1126.298	213.592	284.509	1307.892	256.370	281.223	1195.905
1608	5.35667	135.260	217.230	1206.092	218.181	401.252	1230.466	80.399	323.914	1276.360	162.393	277.773	1127.136	214.870	283.058	1308.620	257.406	279.862	1196.631
1609	5.36000	136.273	216.056	1206.816	219.173	400.004	1231.413	81.692	322.781	1277.248	163.397	276.692	1127.927	216.044	281.633	1309.279	258.485	278.518	1197.418
1610	5.36333	137.355	214.895	1207.431	220.553	398.672	1232.419	82.946	321.569	1278.076	164.512	275.620	1128.667	217.264	280.147	1310.024	259.696	277.197	1198.058
1611	5.36667	138.319	213.751	1208.115	222.152	397.173	1233.252	84.225	320.375	1278.988	165.483	274.540	1129.366	218.427	278.729	1310.778	260.851	275.840	1198.721
1612	5.37000	139.282	212.657	1208.731	223.871	395.791	1234.173	85.472	319.235	1279.905	166.638	273.441	1130.014	219.597	277.254	1311.515	261.902	274.464	1199.323
1613	5.37333	140.362	211.453	1209.454	224.960	394.604	1235.083	86.726	318.002	1280.763	167.717	272.345	1130.758	220.798	275.809	1312.300	263.003	273.105	1200.149
1614	5.37667	141.362	210.284	1210.149	226.059	393.279	1236.160	87.936	316.850	1281.596	168.903	271.231	1131.588	221.704	274.440	1313.117	264.125	271.735	1200.905
1615	5.38000	142.265	209.226	1210.820	228.696	391.504	1237.303	89.217	315.601	1282.500	169.961	270.083	1132.416	222.904	272.934	1313.884	265.308	270.292	1201.690
1616	5.38333	143.247	208.063	1211.562	230.071	390.126	1238.271	90.534	314.444	1283.460	171.069	268.971	1133.166	224.206	271.436	1314.734	266.248	268.873	1202.338
1617	5.38667	144.258	206.824	1212.233	231.480	388.713	1239.216	91.805	313.157	1284.355	172.077	267.757	1133.888	225.324	269.907	1315.424	267.412	267.467	1203.042
1618	5.39000	145.233	205.664	1212.933	233.149	387.143	1240.309	93.015	311.986	1285.226	173.161	266.571	1134.638	226.486	268.483	1316.155	268.580	266.028	1203.847
1619	5.39333	146.204	204.377	1213.800	234.086	385.950	1240.958	94.216	310.756	1286.140	174.180	265.371	1135.545	227.659	266.977	1316.969	269.472	264.580	1204.634
1620	5.39667	147.098	203.192	1214.641	235.520	384.425	1241.871	95.456	309.624	1287.124	175.137	264.168	1136.446	228.708	265.539	1317.703	270.569	263.157	1205.498
1621	5.40000	148.159	201.986	1215.402	236.779	383.088	1242.987	96.660	308.415	1288.078	176.254	262.975	1137.202	229.851	264.156	1318.512	271.747	261.755	1206.291
1622	5.40333	148.961	200.847	1216.159	238.372	381.497	1244.068	97.812	307.242	1289.047	177.196	261.834	1138.005	230.954	262.719	1319.349	272.653	260.281	1206.971
1623	5.40667	149.910	199.649	1216.993	239.471	380.352	1244.872	98.965	306.020	1289.999	178.211	260.700	1138.925	231.989	261.274	1320.132	273.599	258.913	1207.827
1624	5.41000	155.545	196.516	1221.744	240.652	378.909	1246.020	100.082	304.816	1290.994	179.065	259.575	1139.810	233.028	259.762	1320.945	274.720	257.514	1208.719
1625	5.41333	156.455	195.309	1222.478	241.720	377.618	1247.130	101.220	303.613	1292.003	180.114	258.533	1140.639	234.061	258.317	1321.776	275.579	256.126	1209.550
1626	5.41667	157.435	194.213	1223.140	243.229	376.048	1248.180	102.264	302.368	1292.923	181.007	257.469	1141.487	235.108	256.901	1322.642	276.422	254.772	1210.244
1627	5.42000	158.310	192.996	1223.924	244.283	374.815	1249.296	103.380	301.200	1293.965	181.898	256.418	1142.329	236.106	255.373	1323.498	277.405	253.381	1211.197
1628	5.42333	159.133	191.856	1224.735	245.506	373.396	1250.413	104.461	299.946	1294.993	182.958	255.359	1143.354	237.110	253.927	1324.380	278.342	252.066	1212.079
1629	5.42667	159.917	190.711	1225.577	246.562	372.164	1251.528	105.549	298.739	1296.069	183.791	254.368	1144.213	238.026	252.349	1325.241	279.133	250.682	1212.933
1630	5.43000	160.716	189.576	1226.421	247.755	370.689	1252.819	106.569	297.504	1297.080	184.706	253.340	1145.048	238.978	250.849	1326.180	280.245	249.316	1213.771
1631	5.43333	161.577	188.432	1227.153	249.252	369.244	1253.947	107.573	296.332	1298.086	185.670	252.334	1146.089	239.915	249.406	1327.091	281.244	247.963	1214.744
1632	5.43667	162.415	187.294	1227.934	250.508	367.856	1255.228	108.616	295.099	1299.121	186.609	251.298	1147.061	240.909	247.849	1328.082	281.851	246.629	1215.653
1633	5.44000	163.283	186.181	1228.724	250.849	366.826	1256.281	109.705	293.949	1300.257	187.505	250.315	1147.863	241.849	246.426	1329.018	286.983	245.497	1216.983
1634	5.44333	164.038	185.031	1229.609	252.418	365.260	1257.606	110.739	292.737	1301.326	188.480	249.334	1148.834	242.757	244.876	1330.031	283.974	243.910	1217.490
1635	5.44667	164.746	183.913	1230.501	253.558	363.985	1258.989	111.714	291.555	1302.369	189.368	248.301	1149.994	243.638	243.333	1331.014	284.756	242.529	1218.340
1636	5.45000	165.510	182.763	1231.349	254.847	362.542	1260.173	112.680	290.352	1303.458	190.331	247.358	1150.777	244.493	241.836	1331.965	285.775	241.222	1219.382
1637	5.45333	166.359	181.689	1232.169	256.226	361.089	1261.570	113.692	289.217	1304.585	191.163	246.373	1151.789	245.386	240.291	1332.991	286.728	239.896	1220.359
1638	5.45667	167.157	180.545	1232.933	257.409	359.670	1262.784	114.672	288.006	1305.607	192.176	245.386	1152.928	246.262	238.844	1334.024	287.421	238.501	1221.433
1639	5.46000	167.956	179.496	1233.726	258.353	358.374	1264.148	115.686	286.845	1306.674	193.006	244.456	1153.744	247.203	237.307	1335.017	288.327	237.202	1222.440
1640	5.46333	168.742	178.331	1234.663	259.556	357.020	1265.401	116.730	285.693	1307.762	194.079	243.474	1154.754	248.020	235.789	1336.060	293.059	236.137	1223.894
1641	5.46667	169.430	177.254	1235.539	260.631	355.696	1266.691	118.892	284.017	1308.006	194.870	242.474	1155.911	248.862	234.256	1337.101	293.965	234.722	1224.832
1642	5.47000	170.203	176.194	1236.425	261.742	354.265	1267.968	119.742	282.895	1309.246	195.954	241.501	1156.852	249.681	232.710	1338.175	294.881	233.329	1225.731
1643	5.47333	171.006	175.039	1237.257	263.069	352.804	1269.424	120.352	281.960	1310.396	196.826	240.532	1157.849	250.477	231.220	1339.199	295.828	231.980	1226.674
1644	5.47667	171.828	174.015	1238.067	264.258	351.508	1270.702	121.315	280.848	1311.589	197.757	239.563	1158.900	251.344	229.773	1340.310	296.791	230.619	1227.647
1645	5.48000	172.629	172.848	1238.958	265.219	349.604	1271.714	122.258	279.705	1312.732	198.623	238.604	1159.958	252.169	228.226	1341.345	297.673	229.254	1228.687
1646	5.48333	173.376	171.801	1239.815	265.963	348.443	1273.017	123.237	278.658	1313.919	199.806	237.610	1160.909	253.106	226.671	1342.495	298.561	227.911	1229.729
1647	5.48667	174.015	170.751	1240.726	266.884	347.257	1274.316	124.119	277.517	1314.978	200.590	236.647	1162.049	253.620	225.238	1343.731	299.287	226.598	1230.781
1648	5.49000	174.722	169.680	1241.623	267.523	346.237	1275.547	125.039	276.481	1316.116	201.629	235.705	1163.071	254.409	223.748	1344.805	300.097	225.254	1231.854
1649	5.49333	175.463	168.631	1242.470	268.908	344.821	1276.952	125.966	275.371	1317.209	202.446	234.782	1163.972	255.152	222.301	1345.787	300.971	223.895	1232.926
1650	5.49667	176.147	167.585	1243.247	269.662	343.625	1278.257	126.876	274.356	1318.288	203.448	233.872	1165.221	255.905	220.818	1346.829	301.845	222.568	1233.995
1651	5.50000	176.889	166.608	1244.090	270.808	342.300	1279.507	127.822	273.303	1319.358	204.370	232.940	1166.191	256.718	219.409	1347.869	302.704	220.387	1235.533
1652	5.50333	177.512	165.568	1245.013	271.583	341.159	1280.893	128.730	272.266	1320.482	205.301	232.051	1167.100	257.441	217.901	1348.904	303.402	218.750	1236.882
1653	5.50667	178.132	164.587	1245.924	272.795	339.836	1282.221	129.633	271.259	1321.648	205.966	231.194	1168.280	258.150	216.542	1349.993	304.131	217.264	1238.047
1654	5.51000	178.687	163.676	1246.811	273.805	338.568	1283.585	129.729	270.454	1322.636	206.916	230.318	1169.228	258.887	215.115	1351.026	304.936	215.690	1239.349
1655	5.51333	179.360	162.718	1247.681	274.480	337.476	1284.782	130.589	269.466	1323.736	207.656	229.474	1170.335	259.539	213.758	1352.052	305.744	214.358	1240.422
1656	5.51667	180.055	161.768	1248.563	275.437	336.199	1286.212	131.382	268.463	1324.837	208.509	228.631	1171.433	260.300	212.372	1353.054	306.381	213.084	1241.565
1657	5.52000	180.647	160.901	1249.439	276.797	334.820	1287.454	132.267	267.493	1325.954	209.278	227.812	1172.422	261.043	210.993	1354.116	307.319	211.559	1242.790
1658	5.52333	181.265	159.929	1250.458	277.925	333.605	1288.895	133.144	266.542	1327.093	210.034	226.964	1173.431	261.708	209.676	1355.158	307.989	210.416	1243.695
1659	5.52667	181.724	159.085	1251.346	278.776	332.318	1290.098	133.989	265.608	1328.226	210.641	226.142	1174.571	262.379	208.328	1356.235	308.537	209.218	1244.969
1660	5.53000	182.318	158.194	1252.298	279.512	331.208	1291.462	134.824	264.652	1329.355	211.623	225.314	1175.543	263.043	207.019	1357.322	309.399	207.799	1246.034
1661	5.53333	182.873	157.298	1253.185	280.541	330.068	1292.599	135.625	263.738	1330.480	212.241	224.489	1176.758	264.206	205.371	1358.082	310.143	206.643	1247.139
1662	5.53667	183.516	156.497	1254.054	284.038	328.294	1294.697	136.475	262.845	1331.615	213.077	223.712	1177.772	264.871	204.088	1359.167	310.756	205.592	1248.333
1663	5.54000	184.117	155.577	1254.978	285.498	327.048	1295.999	137.309	261.906	1332.739	213.874	222.921	1178.775	265.527	202.764	1360.174	311.630	204.215	1249.269
1664	5.54333	184.716	154.703	1255.953	287.403	325.475	1297.569	138.167	261.034	1333.889	214.690	222.179	1180.062	266.112	201.512	1361.294	312.236	203.145	1250.475
1665	5.54667	185.217	153.867	1256.907	288.531	324.310	1298.843	138.986	260.101	1335.011	215.641	221.406	1181.004	266.776	200.152	1362.442	313.053	202.009	1251.556
1666	5.55000	185.777	153.065	1257.780	289.985	323.142	1300.324	139.779	259.220	1336.134	216.268	220.676	1182.106	267.329	198.895	1363.502	313.566	200.857	1252.716
1667	5.55333	186.396	152.269	1258.634	291.208	321.903	1301.828	140.577	258.315	1337.233	217.267	219.989	1183.203	267.988	197.543	1364.568	314.338	201.840	1252.702
1668	5.55667	187.061	151.494	1259.407	292.458	320.667	1303.293	141.460	257.483	1338.360	218.138	219.324	1184.215	268.651	196.207	1365.665	315.204	200.467	1253.972
