FILE_VERSION	2.0.0
NO_OF_FRAMES	505
NO_OF_CAMERAS	8
NO_OF_MARKERS	39
FREQUENCY	300
DESCRIPTION	--
TIME_STAMP	2026-05-13, 16:19:30.039	10554.92890750
DATA_INCLUDED	3D
MARKER_NAMES	Q_HeadL	Q_HeadR	Q_HeadFront	Q_Chest	Q_SpineThoracic2	Q_SpineThoracic12	Q_LShoulderTop	Q_LArm	Q_LElbowOut	Q_LElbowIn	Q_LWristIn	Q_LWristOut	Q_LHand2	Q_RShoulderTop	Q_RArm	Q_RElbowOut	Q_RElbowIn	Q_RWristIn	Q_RWristOut	Q_RHand2	Q_WaistLFront	Q_WaistL	Q_WaistBack	Q_WaistR	Q_WaistRFront	Q_LThighFrontLow	Q_LKneeOut	Q_LShinFrontHigh	Q_LAnkleOut	Q_LHeelBack	Q_LForefoot2	Q_LForefoot5	Q_RThighFrontLow	Q_RKneeOut	Q_RShinFrontHigh	Q_RAnkleOut	Q_RHeelBack	Q_RForefoot2	Q_RForefoot5
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed
Frame	Time	Q_HeadL X	Q_HeadL Y	Q_HeadL Z	Q_HeadR X	Q_HeadR Y	Q_HeadR Z	Q_HeadFront X	Q_HeadFront Y	Q_HeadFront Z	Q_Chest X	Q_Chest Y	Q_Chest Z	Q_SpineThoracic2 X	Q_SpineThoracic2 Y	Q_SpineThoracic2 Z	Q_SpineThoracic12 X	Q_SpineThoracic12 Y	Q_SpineThoracic12 Z	Q_LShoulderTop X	Q_LShoulderTop Y	Q_LShoulderTop Z	Q_LArm X	Q_LArm Y	Q_LArm Z	Q_LElbowOut X	Q_LElbowOut Y	Q_LElbowOut Z	Q_LElbowIn X	Q_LElbowIn Y	Q_LElbowIn Z	Q_LWristIn X	Q_LWristIn Y	Q_LWristIn Z	Q_LWristOut X	Q_LWristOut Y	Q_LWristOut Z	Q_LHand2 X	Q_LHand2 Y	Q_LHand2 Z	Q_RShoulderTop X	Q_RShoulderTop Y	Q_RShoulderTop Z	Q_RArm X	Q_RArm Y	Q_RArm Z	Q_RElbowOut X	Q_RElbowOut Y	Q_RElbowOut Z	Q_RElbowIn X	Q_RElbowIn Y	Q_RElbowIn Z	Q_RWristIn X	Q_RWristIn Y	Q_RWristIn Z	Q_RWristOut X	Q_RWristOut Y	Q_RWristOut Z	Q_RHand2 X	Q_RHand2 Y	Q_RHand2 Z	Q_WaistLFront X	Q_WaistLFront Y	Q_WaistLFront Z	Q_WaistL X	Q_WaistL Y	Q_WaistL Z	Q_WaistBack X	Q_WaistBack Y	Q_WaistBack Z	Q_WaistR X	Q_WaistR Y	Q_WaistR Z	Q_WaistRFront X	Q_WaistRFront Y	Q_WaistRFront Z	Q_LThighFrontLow X	Q_LThighFrontLow Y	Q_LThighFrontLow Z	Q_LKneeOut X	Q_LKneeOut Y	Q_LKneeOut Z	Q_LShinFrontHigh X	Q_LShinFrontHigh Y	Q_LShinFrontHigh Z	Q_LAnkleOut X	Q_LAnkleOut Y	Q_LAnkleOut Z	Q_LHeelBack X	Q_LHeelBack Y	Q_LHeelBack Z	Q_LForefoot2 X	Q_LForefoot2 Y	Q_LForefoot2 Z	Q_LForefoot5 X	Q_LForefoot5 Y	Q_LForefoot5 Z	Q_RThighFrontLow X	Q_RThighFrontLow Y	Q_RThighFrontLow Z	Q_RKneeOut X	Q_RKneeOut Y	Q_RKneeOut Z	Q_RShinFrontHigh X	Q_RShinFrontHigh Y	Q_RShinFrontHigh Z	Q_RAnkleOut X	Q_RAnkleOut Y	Q_RAnkleOut Z	Q_RHeelBack X	Q_RHeelBack Y	Q_RHeelBack Z	Q_RForefoot2 X	Q_RForefoot2 Y	Q_RForefoot2 Z	Q_RForefoot5 X	Q_RForefoot5 Y	Q_RForefoot5 Z	
783	2.60667	-43.188	84.782	1742.907	-96.546	-74.285	1755.093	43.643	-38.516	1738.371	-58.304	-74.914	1482.630	-139.589	90.030	1570.534	-152.362	33.293	1215.022	70.090	62.451	1575.651	187.312	196.423	1444.940	321.046	165.448	1460.012	314.190	149.941	1358.737	575.469	156.010	1323.461	572.936	230.237	1345.578	687.199	182.678	1332.257	-249.983	36.249	1572.443	-458.454	58.859	1444.980	-498.640	62.560	1527.989	-541.409	-36.852	1495.351	-430.927	-11.706	1726.547	-500.986	-43.060	1743.333	-403.626	-66.686	1801.866	50.479	-37.037	1064.019	43.052	33.299	1062.804	-169.922	8.707	1113.645	-173.988	-209.263	1102.935	-100.163	-218.154	1081.361	20.082	3.015	617.008	-3.773	55.371	533.750	-37.696	39.222	409.057	-139.459	87.210	105.794	-206.171	52.007	67.832	-2.348	-3.156	33.227	-14.854	48.819	31.259	-159.947	-265.067	636.289	-209.640	-276.803	553.688	-273.312	-242.510	440.200	-497.768	-209.265	220.759	-522.980	-135.619	229.900	-477.172	-188.039	41.767	-516.028	-205.432	63.750
784	2.61000	-41.476	85.908	1743.122	-94.710	-73.163	1755.684	45.374	-37.368	1738.703	-56.129	-74.211	1483.516	-138.530	90.368	1570.695	-152.297	32.408	1215.622	71.481	64.704	1575.468	186.987	198.965	1442.499	320.995	169.079	1456.797	313.409	152.839	1355.742	574.236	159.211	1318.434	571.731	233.583	1340.211	686.070	186.245	1326.015	-247.945	36.366	1572.960	-458.072	55.041	1446.737	-497.493	60.228	1529.844	-539.720	-40.579	1500.277	-426.943	-7.793	1729.787	-496.486	-39.400	1747.947	-398.352	-60.505	1806.175	50.572	-36.211	1064.455	42.618	34.055	1063.391	-169.993	7.509	1114.490	-172.235	-210.316	1103.488	-98.327	-218.470	1081.999	20.330	3.677	617.368	-3.549	55.507	534.365	-37.357	39.212	409.645	-138.925	87.418	106.400	-205.834	52.295	68.636	-2.274	-3.179	33.204	-14.693	48.834	31.213	-158.561	-264.152	636.194	-208.279	-275.873	553.512	-272.185	-241.985	440.383	-496.852	-210.180	220.811	-522.621	-136.735	230.181	-476.540	-188.549	42.052	-515.128	-206.089	63.989
785	2.61333	-39.761	87.116	1743.354	-92.833	-72.048	1756.230	47.241	-36.051	1739.040	-53.816	-73.450	1484.347	-137.553	90.831	1570.616	-152.229	31.551	1216.254	72.868	67.179	1575.307	186.584	201.584	1439.974	320.942	172.674	1453.449	312.671	155.631	1352.661	572.989	162.325	1313.306	570.469	236.839	1334.690	684.809	189.830	1319.708	-245.731	36.185	1573.287	-457.659	50.930	1448.598	-496.376	57.541	1531.613	-537.860	-44.523	1505.234	-422.956	-3.840	1732.785	-492.025	-35.782	1752.397	-393.088	-54.182	1810.322	50.519	-35.315	1064.783	42.136	34.816	1063.977	-170.134	6.400	1115.368	-170.366	-211.324	1104.174	-96.519	-218.586	1082.574	20.564	4.250	617.919	-3.177	55.663	535.020	-36.991	39.175	410.224	-138.362	87.633	107.012	-205.470	52.646	69.431	-2.202	-3.154	33.175	-14.499	48.839	31.138	-157.209	-263.080	635.963	-206.669	-275.093	553.698	-270.996	-241.272	440.505	-495.920	-210.992	220.882	-522.278	-137.722	230.413	-475.926	-188.870	42.148	-514.232	-206.858	64.164
786	2.61667	-37.995	88.324	1743.599	-90.844	-70.806	1756.867	49.116	-34.735	1739.412	-51.412	-72.640	1485.222	-136.584	91.236	1570.546	-152.269	30.608	1216.943	74.251	69.802	1575.129	186.219	204.215	1437.301	320.813	176.421	1450.034	311.883	158.516	1349.406	571.704	165.328	1308.090	569.018	240.161	1329.140	683.533	193.269	1313.327	-243.701	36.183	1573.842	-457.236	46.587	1450.489	-495.216	54.684	1533.412	-535.797	-48.701	1510.236	-418.918	0.387	1735.631	-487.486	-32.100	1756.729	-387.788	-47.578	1814.317	50.424	-34.157	1064.832	41.577	35.627	1064.538	-170.280	5.259	1116.311	-168.481	-212.308	1104.835	-94.601	-218.768	1083.280	20.841	5.011	618.272	-2.864	55.791	535.643	-36.609	39.172	410.797	-137.864	87.897	107.531	-205.068	53.037	70.169	-2.107	-3.095	33.123	-14.302	48.891	31.039	-155.806	-261.948	635.786	-205.381	-273.911	553.325	-269.868	-240.440	440.565	-494.981	-211.618	220.922	-521.858	-138.608	230.657	-475.192	-189.151	42.271	-513.257	-207.254	64.121
787	2.62000	-36.177	89.685	1743.796	-88.813	-69.519	1757.475	51.127	-33.246	1739.802	-48.917	-71.792	1486.088	-135.610	91.660	1570.511	-152.259	29.671	1217.658	75.688	72.460	1574.929	185.734	206.913	1434.551	320.624	180.233	1446.535	311.097	161.327	1346.204	570.384	168.242	1302.756	567.663	243.269	1323.269	682.172	196.772	1306.734	-241.506	36.170	1574.431	-456.713	41.894	1452.421	-494.049	51.428	1535.185	-533.562	-53.086	1515.305	-415.007	4.339	1738.201	-482.876	-28.371	1760.984	-382.489	-40.807	1818.147	50.483	-33.305	1065.326	40.988	36.449	1065.098	-170.473	4.062	1117.270	-166.488	-213.230	1105.649	-92.794	-218.815	1083.851	21.230	5.907	618.531	-2.645	55.845	536.237	-36.235	39.206	411.356	-137.224	88.205	108.142	-204.632	53.500	70.979	-2.010	-3.022	33.089	-14.035	49.021	31.041	-154.393	-260.790	635.760	-203.831	-272.912	553.480	-268.755	-239.678	440.731	-493.965	-212.209	221.099	-521.368	-139.413	230.876	-474.376	-189.325	42.377	-512.332	-207.534	64.088
788	2.62333	-34.343	91.060	1744.060	-86.777	-68.136	1758.177	53.076	-31.772	1740.261	-46.412	-70.912	1486.918	-134.618	92.096	1570.473	-152.264	28.691	1218.405	77.049	75.389	1574.758	185.267	209.646	1431.697	320.331	184.053	1442.937	310.157	163.993	1342.950	568.932	171.042	1297.374	566.161	246.368	1317.218	680.638	200.088	1300.085	-239.337	36.044	1575.046	-456.120	36.918	1454.456	-492.839	47.997	1536.996	-531.160	-57.783	1520.510	-411.150	8.176	1740.681	-478.255	-24.693	1765.014	-377.219	-33.818	1821.784	50.443	-32.303	1065.733	40.308	37.293	1065.667	-170.760	2.865	1118.212	-164.602	-214.205	1106.497	-90.896	-218.864	1084.593	21.392	6.248	619.239	-2.255	55.939	536.915	-35.886	39.153	411.985	-136.599	88.533	108.823	-204.189	54.009	71.796	-1.921	-2.961	33.043	-13.762	49.151	31.032	-153.117	-259.569	635.700	-202.560	-271.940	553.446	-267.686	-238.884	440.924	-492.953	-212.628	221.287	-520.924	-140.094	231.132	-473.573	-189.552	42.591	-511.201	-208.088	64.442
789	2.62667	-32.449	92.485	1744.332	-84.678	-66.773	1758.860	55.090	-30.273	1740.743	-43.857	-69.990	1487.680	-133.655	92.500	1570.433	-152.365	27.794	1219.298	78.406	78.342	1574.540	185.079	212.253	1428.141	320.014	187.825	1439.223	309.136	166.627	1339.484	567.358	173.727	1291.922	564.635	249.387	1311.135	678.999	203.412	1293.343	-237.237	35.884	1575.581	-455.468	31.598	1456.587	-491.627	44.149	1538.831	-528.582	-62.819	1525.895	-407.352	11.971	1742.907	-473.654	-21.101	1768.888	-371.978	-26.730	1825.181	50.398	-31.280	1066.205	39.529	38.152	1066.286	-170.993	1.514	1119.254	-162.655	-215.254	1107.439	-89.072	-219.111	1085.331	21.593	6.726	619.810	-1.952	56.093	537.662	-35.581	39.157	412.657	-135.940	88.888	109.416	-203.718	54.525	72.669	-1.878	-2.910	33.067	-13.476	49.290	31.112	-151.859	-258.585	635.899	-201.301	-271.042	553.673	-266.738	-238.284	441.366	-492.064	-213.138	221.387	-520.479	-140.770	231.366	-472.630	-189.805	42.964	-510.319	-208.510	64.618
790	2.63000	-30.541	93.969	1744.630	-82.628	-65.323	1759.468	57.110	-28.710	1741.267	-41.219	-68.993	1488.501	-132.723	92.874	1570.442	-152.358	26.737	1220.131	79.684	81.472	1574.303	184.404	215.093	1425.212	319.599	191.553	1435.406	308.052	169.278	1335.985	565.713	176.264	1286.440	563.022	252.306	1304.774	677.235	206.522	1286.429	-235.012	35.682	1576.183	-454.727	25.952	1458.827	-490.327	40.029	1540.704	-525.828	-68.001	1531.315	-403.672	15.322	1744.794	-469.091	-17.642	1772.559	-366.973	-19.538	1828.077	50.272	-30.286	1066.661	38.659	39.073	1066.894	-171.296	0.225	1120.248	-160.784	-216.313	1108.360	-87.294	-219.155	1086.093	21.584	7.036	620.445	-1.726	56.155	538.414	-35.323	39.130	413.346	-135.300	89.279	110.145	-203.237	55.047	73.593	-1.849	-2.872	33.058	-13.242	49.361	31.048	-150.736	-257.485	636.044	-200.120	-270.246	553.895	-265.922	-237.564	441.727	-491.120	-213.595	221.468	-520.027	-141.374	231.582	-471.758	-190.046	43.185	-509.375	-208.922	64.791
791	2.63333	-28.629	95.458	1744.987	-80.435	-63.890	1760.118	59.226	-27.062	1741.758	-38.573	-67.938	1489.250	-131.762	93.325	1570.426	-152.434	25.664	1221.037	80.883	84.813	1573.945	183.854	217.888	1421.862	319.107	195.336	1431.485	306.910	171.738	1332.444	563.945	179.100	1280.707	560.853	255.437	1298.368	675.449	209.515	1279.476	-232.787	35.513	1576.859	-453.870	19.957	1461.125	-489.012	35.606	1542.626	-522.798	-73.369	1536.841	-400.012	18.963	1746.647	-464.582	-14.315	1776.028	-361.969	-12.521	1830.456	50.109	-29.209	1067.116	37.731	39.967	1067.478	-171.677	-1.137	1121.373	-158.812	-217.298	1109.309	-85.364	-219.368	1087.028	21.650	7.265	621.113	-1.568	56.249	539.187	-35.009	39.150	414.055	-134.609	89.626	110.810	-202.753	55.658	74.449	-1.811	-2.821	33.012	-12.988	49.432	30.973	-149.605	-256.380	636.188	-199.137	-269.306	553.875	-265.072	-236.951	442.203	-490.219	-213.865	221.660	-519.493	-141.859	231.807	-470.835	-190.135	43.348	-508.377	-209.278	64.921
792	2.63667	-26.642	97.001	1745.235	-78.215	-62.347	1760.640	61.393	-25.356	1742.234	-35.764	-66.761	1489.929	-130.855	93.699	1570.356	-152.424	24.444	1221.900	82.099	88.239	1573.479	183.156	220.649	1418.651	318.540	199.157	1427.420	305.768	174.195	1328.796	562.245	181.400	1274.994	558.895	258.281	1291.790	673.558	212.603	1272.381	-230.494	35.227	1577.468	-452.903	13.627	1463.515	-487.604	30.894	1544.578	-519.492	-79.026	1542.461	-396.519	22.255	1748.178	-460.086	-11.097	1779.321	-357.186	-5.008	1832.876	49.938	-28.082	1067.560	36.770	40.925	1068.022	-172.059	-2.498	1122.431	-156.779	-218.280	1110.297	-83.481	-219.381	1087.799	21.716	7.526	621.873	-1.477	56.244	539.884	-34.676	39.225	414.718	-133.976	90.031	111.476	-202.225	56.274	75.340	-1.765	-2.733	32.968	-12.727	49.592	30.895	-148.512	-255.255	636.390	-197.993	-268.352	554.181	-264.276	-236.163	442.552	-489.285	-214.031	221.826	-518.954	-142.181	232.033	-469.722	-190.249	43.585	-507.273	-209.554	65.186
793	2.64000	-24.669	98.618	1745.588	-75.883	-60.838	1761.268	63.570	-23.567	1742.716	-32.903	-65.486	1490.622	-129.926	94.102	1570.317	-152.526	23.350	1222.897	83.231	91.762	1572.909	182.366	223.521	1415.323	317.919	202.930	1423.327	304.611	176.631	1325.172	560.335	184.241	1269.011	557.022	260.875	1284.964	671.601	215.507	1265.221	-227.964	35.363	1578.600	-451.800	7.018	1466.063	-486.124	25.869	1546.622	-515.878	-84.823	1548.204	-393.072	25.608	1749.627	-455.607	-8.020	1782.485	-352.691	2.557	1834.933	49.666	-26.885	1067.923	35.741	41.930	1068.583	-172.468	-3.811	1123.570	-154.667	-219.119	1111.242	-81.518	-219.331	1088.712	21.694	7.737	622.738	-1.190	56.429	540.708	-34.332	39.360	415.452	-133.237	90.474	112.186	-201.612	56.910	76.259	-1.658	-2.622	32.935	-12.407	49.710	30.796	-147.491	-254.022	636.592	-197.003	-267.500	554.508	-263.544	-235.385	442.962	-488.397	-214.087	221.964	-518.413	-142.367	232.187	-468.572	-190.187	43.772	-506.186	-209.526	65.218
794	2.64333	-22.600	100.270	1745.899	-73.649	-59.196	1761.866	65.764	-21.775	1743.189	-29.994	-64.115	1491.340	-128.999	94.536	1570.297	-153.450	23.426	1224.614	84.312	95.437	1572.276	181.505	226.647	1412.067	317.257	206.676	1419.156	303.340	178.817	1321.472	558.404	186.443	1263.182	554.545	263.804	1278.364	669.482	218.298	1257.908	-225.589	35.179	1579.330	-450.455	0.110	1468.757	-484.502	20.530	1548.769	-511.286	-91.909	1553.981	-389.768	28.654	1750.822	-451.224	-5.110	1785.452	-348.292	10.322	1836.748	49.375	-25.699	1068.382	34.610	42.928	1069.155	-172.923	-5.224	1124.714	-152.479	-219.839	1112.191	-79.489	-219.501	1089.830	21.610	7.933	623.630	-1.043	56.520	541.527	-34.009	39.417	416.204	-132.489	90.894	112.938	-201.078	57.554	77.176	-1.582	-2.553	32.909	-12.115	49.861	30.746	-146.527	-253.222	637.009	-196.164	-266.644	554.855	-262.931	-234.710	443.485	-487.538	-214.080	222.136	-517.920	-142.471	232.356	-467.600	-190.139	43.993	-505.145	-209.578	65.321
795	2.64667	-20.516	101.977	1746.295	-71.312	-57.645	1762.343	68.017	-19.991	1743.664	-27.108	-62.690	1491.955	-128.138	94.933	1570.297	-153.162	21.671	1225.304	85.230	99.264	1571.502	180.607	229.665	1408.645	316.491	210.316	1414.868	301.964	180.985	1317.738	556.344	188.693	1257.217	552.632	266.119	1271.356	667.231	221.029	1250.536	-223.132	34.924	1580.158	-448.958	-7.097	1471.655	-482.800	14.885	1551.010	-507.340	-97.906	1559.980	-386.550	31.523	1751.894	-446.848	-2.468	1788.302	-344.253	18.030	1838.156	48.960	-24.460	1068.775	33.414	43.976	1069.733	-173.336	-6.666	1125.939	-150.475	-220.966	1113.436	-77.587	-219.539	1090.850	21.451	8.074	624.579	-0.902	56.610	542.409	-33.723	39.532	417.040	-131.754	91.317	113.710	-200.446	58.158	78.206	-1.420	-2.429	33.054	-11.813	49.936	30.706	-145.803	-252.287	637.321	-195.368	-266.082	555.520	-262.412	-234.111	444.163	-486.661	-214.027	222.414	-517.408	-142.553	232.537	-466.577	-190.018	44.264	-504.082	-209.887	65.832
796	2.65000	-18.376	103.703	1746.694	-69.066	-56.056	1762.896	70.243	-18.170	1744.103	-24.237	-61.229	1492.487	-127.309	95.310	1570.251	-152.967	19.906	1226.123	86.171	103.158	1570.692	179.654	232.645	1405.052	315.611	213.950	1410.488	300.489	182.948	1313.873	554.160	190.894	1251.168	550.617	268.390	1264.259	664.953	223.613	1243.156	-220.634	34.631	1580.934	-447.294	-14.637	1474.627	-480.951	8.894	1553.379	-502.837	-104.501	1566.153	-383.463	34.246	1752.849	-442.528	-0.037	1790.882	-340.363	25.873	1839.283	48.531	-23.267	1069.251	32.106	45.028	1070.324	-173.820	-8.061	1127.130	-148.412	-222.069	1114.696	-75.642	-219.563	1091.836	21.163	8.249	625.505	-0.887	56.706	543.271	-33.468	39.609	417.902	-130.963	91.682	114.540	-199.876	58.723	79.225	-1.417	-2.393	32.987	-11.563	50.041	30.649	-145.100	-251.478	637.866	-194.891	-265.403	555.991	-262.026	-233.447	444.794	-485.935	-213.890	222.584	-516.930	-142.504	232.702	-465.637	-190.086	44.503	-503.116	-210.028	66.110
797	2.65333	-16.263	105.471	1747.064	-66.768	-54.371	1763.213	72.490	-16.303	1744.529	-21.205	-59.614	1493.121	-126.452	95.781	1570.222	-152.278	17.436	1226.761	86.902	107.241	1569.630	178.603	235.589	1401.421	314.694	217.556	1406.063	299.028	184.838	1310.060	552.009	192.606	1245.154	548.412	270.519	1257.229	662.428	226.128	1235.689	-218.111	34.371	1581.740	-445.354	-22.384	1477.836	-478.954	2.641	1555.858	-497.959	-111.213	1572.431	-380.502	36.702	1753.617	-438.278	2.185	1793.328	-336.808	33.640	1839.903	48.005	-21.909	1069.637	30.775	46.117	1070.880	-174.365	-9.533	1128.323	-146.329	-223.134	1115.949	-73.570	-219.639	1093.055	20.955	8.387	626.558	-0.749	56.840	544.229	-33.177	39.749	418.757	-130.291	92.107	115.326	-199.284	59.313	80.216	-1.308	-2.320	32.977	-11.238	50.151	30.609	-144.454	-250.839	638.395	-194.499	-264.728	556.415	-261.690	-232.820	445.435	-485.306	-213.683	222.760	-516.351	-142.379	232.892	-464.704	-189.999	44.654	-502.172	-209.885	66.282
798	2.65667	-14.082	107.178	1747.460	-64.415	-52.557	1763.615	74.815	-14.341	1744.887	-18.111	-57.794	1493.642	-125.693	96.162	1570.162	-152.539	16.334	1228.097	87.640	111.408	1568.475	177.552	237.980	1397.115	313.687	221.071	1401.510	297.580	186.741	1306.083	548.451	198.993	1237.619	546.012	272.617	1250.131	659.890	228.557	1228.126	-215.664	34.053	1582.576	-443.129	-30.428	1481.177	-476.801	-3.941	1558.507	-492.937	-117.689	1578.696	-377.687	38.997	1754.278	-434.004	4.125	1795.676	-333.861	41.108	1840.050	47.477	-20.464	1069.986	29.374	47.226	1071.426	-174.989	-11.027	1129.497	-144.142	-224.056	1117.239	-71.504	-219.440	1094.163	20.718	8.740	627.553	-0.655	57.038	545.147	-32.844	39.935	419.600	-129.541	92.545	116.089	-198.644	59.889	81.220	-1.161	-2.186	32.987	-10.963	50.281	30.534	-143.938	-250.072	638.751	-193.880	-264.077	557.275	-261.415	-232.147	446.081	-484.582	-213.338	223.047	-515.771	-142.015	233.026	-463.795	-189.922	44.824	-501.145	-209.782	66.564
799	2.66000	-11.884	109.018	1747.888	-62.072	-50.715	1763.908	77.125	-12.401	1745.228	-15.039	-55.822	1494.084	-124.928	96.668	1570.109	-152.399	14.825	1229.419	88.296	115.789	1567.175	176.228	240.966	1393.340	312.674	224.501	1396.964	296.029	188.456	1302.167	546.160	200.725	1231.582	542.527	275.350	1243.481	657.241	230.935	1220.584	-212.215	35.747	1584.149	-440.604	-38.759	1484.642	-474.427	-10.725	1561.243	-487.525	-124.218	1585.098	-374.897	40.953	1754.824	-429.718	5.809	1797.957	-330.944	48.832	1839.970	46.912	-19.110	1070.395	27.951	48.373	1071.953	-175.585	-12.394	1130.855	-141.915	-224.985	1118.663	-69.422	-219.303	1095.289	20.507	8.955	628.657	-0.531	57.238	546.051	-32.533	40.121	420.474	-128.781	92.959	116.971	-198.003	60.454	82.214	-1.012	-2.049	32.981	-10.864	50.196	29.971	-143.494	-249.248	639.247	-193.752	-263.256	557.727	-261.207	-231.546	446.783	-483.896	-212.843	223.346	-515.267	-141.543	233.131	-462.874	-189.654	45.111	-500.129	-209.660	66.821
800	2.66333	-9.610	110.888	1748.299	-59.690	-48.223	1764.050	79.437	-10.474	1745.522	-11.926	-53.917	1494.541	-124.089	97.188	1570.063	-152.545	13.358	1230.702	88.899	120.302	1565.819	174.944	243.827	1389.423	311.518	227.858	1392.315	294.443	189.764	1298.423	543.585	202.862	1225.343	539.998	277.161	1236.289	654.372	232.836	1212.456	-211.174	32.390	1583.246	-437.743	-47.287	1488.429	-471.843	-17.929	1564.168	-481.716	-131.078	1591.673	-372.267	42.751	1755.264	-425.428	7.200	1800.175	-328.385	56.346	1839.450	46.258	-17.715	1070.741	26.403	49.503	1072.467	-176.162	-13.745	1132.273	-139.653	-225.907	1120.082	-67.366	-219.101	1096.474	20.207	9.300	629.753	-0.408	57.503	547.064	-32.197	40.304	421.414	-128.037	93.347	117.714	-197.328	60.977	83.301	-0.869	-1.930	33.008	-10.577	50.323	29.915	-143.190	-248.750	639.852	-193.631	-262.733	558.455	-261.114	-231.009	447.589	-483.325	-212.306	223.593	-514.735	-140.991	233.254	-462.113	-189.523	45.348	-499.202	-209.527	67.180
801	2.66667	-7.330	112.764	1748.680	-57.356	-46.437	1764.208	81.760	-8.567	1745.759	-8.833	-51.857	1495.052	-123.322	97.681	1570.031	-152.759	11.989	1232.178	89.336	125.006	1564.348	173.507	246.690	1385.466	310.287	231.144	1387.669	292.554	191.955	1294.357	540.926	204.575	1219.140	537.673	278.696	1228.777	651.494	234.901	1204.870	-208.826	31.440	1583.936	-434.551	-56.066	1492.404	-469.004	-25.346	1567.296	-475.452	-138.065	1598.469	-369.725	44.183	1755.669	-421.131	8.329	1802.260	-326.413	64.151	1838.451	45.512	-16.277	1071.134	24.799	50.730	1073.068	-176.857	-15.192	1133.599	-137.422	-226.762	1121.561	-65.371	-218.841	1097.700	19.967	9.572	630.973	-0.452	57.738	548.026	-31.930	40.476	422.355	-127.262	93.756	118.646	-196.654	61.497	84.416	-0.722	-1.837	33.072	-10.333	50.465	29.905	-143.072	-248.488	640.539	-193.617	-262.513	559.417	-261.210	-230.610	448.528	-482.865	-211.772	223.898	-514.202	-140.376	233.443	-461.389	-189.567	45.616	-498.268	-209.692	67.815
802	2.67000	-4.998	114.622	1749.070	-55.093	-44.568	1764.252	83.956	-6.696	1746.015	-5.707	-49.743	1495.389	-122.544	98.209	1569.998	-152.999	10.563	1233.700	89.659	129.752	1562.767	172.061	249.426	1381.389	308.878	234.307	1382.941	290.684	193.246	1290.419	538.085	206.130	1212.097	534.769	280.401	1221.619	648.365	236.834	1197.084	-206.603	30.875	1584.568	-431.057	-64.949	1496.683	-465.900	-33.040	1570.638	-468.889	-145.130	1605.247	-367.266	45.220	1755.909	-416.757	9.117	1804.333	-324.582	71.121	1837.155	44.677	-14.739	1071.495	23.108	51.933	1073.612	-177.490	-16.751	1134.944	-135.119	-227.654	1123.091	-63.337	-218.685	1098.959	19.600	9.957	632.192	-0.407	58.026	549.105	-31.681	40.663	423.345	-126.563	94.128	119.445	-196.004	61.954	85.511	-0.686	-1.771	33.006	-10.090	50.612	29.883	-143.035	-248.276	641.198	-193.740	-262.209	560.341	-261.404	-230.269	449.490	-482.348	-211.188	224.372	-513.688	-139.677	233.565	-460.708	-189.446	45.965	-497.485	-209.614	68.238
803	2.67333	-2.676	116.516	1749.397	-52.757	-42.710	1764.311	86.235	-4.802	1746.141	-2.593	-47.464	1495.697	-121.782	98.794	1569.964	-153.293	8.970	1235.174	89.842	134.478	1561.072	170.539	252.095	1377.221	307.456	237.348	1378.181	288.784	194.555	1286.415	535.320	207.343	1206.079	531.811	281.790	1214.420	645.228	238.566	1189.470	-203.937	30.494	1585.471	-427.144	-74.064	1501.186	-462.562	-41.068	1574.165	-461.756	-152.216	1612.153	-364.858	45.870	1756.076	-412.307	9.606	1806.363	-323.328	78.021	1835.403	43.818	-13.180	1071.846	21.383	53.097	1074.089	-178.211	-18.276	1136.177	-132.776	-228.436	1124.566	-61.341	-218.336	1100.091	19.161	10.346	633.332	-0.451	58.347	550.114	-31.395	40.920	424.295	-125.785	94.474	120.318	-195.342	62.413	86.613	-0.499	-1.651	33.069	-9.864	50.761	29.853	-143.213	-247.356	641.645	-194.075	-261.746	561.108	-261.679	-229.791	450.383	-482.000	-210.481	224.718	-513.193	-138.906	233.647	-460.047	-189.529	46.260	-496.693	-209.484	68.713
