FILE_VERSION	2.0.0
NO_OF_FRAMES	505
NO_OF_CAMERAS	8
NO_OF_MARKERS	39
FREQUENCY	300
DESCRIPTION	--
TIME_STAMP	2026-05-13, 16:19:30.039	10554.92890750
DATA_INCLUDED	3D
MARKER_NAMES	Q_HeadL	Q_HeadR	Q_HeadFront	Q_Chest	Q_SpineThoracic2	Q_SpineThoracic12	Q_LShoulderTop	Q_LArm	Q_LElbowOut	Q_LElbowIn	Q_LWristIn	Q_LWristOut	Q_LHand2	Q_RShoulderTop	Q_RArm	Q_RElbowOut	Q_RElbowIn	Q_RWristIn	Q_RWristOut	Q_RHand2	Q_WaistLFront	Q_WaistL	Q_WaistBack	Q_WaistR	Q_WaistRFront	Q_LThighFrontLow	Q_LKneeOut	Q_LShinFrontHigh	Q_LAnkleOut	Q_LHeelBack	Q_LForefoot2	Q_LForefoot5	Q_RThighFrontLow	Q_RKneeOut	Q_RShinFrontHigh	Q_RAnkleOut	Q_RHeelBack	Q_RForefoot2	Q_RForefoot5
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed
Frame	Time	Q_HeadL X	Q_HeadL Y	Q_HeadL Z	Q_HeadR X	Q_HeadR Y	Q_HeadR Z	Q_HeadFront X	Q_HeadFront Y	Q_HeadFront Z	Q_Chest X	Q_Chest Y	Q_Chest Z	Q_SpineThoracic2 X	Q_SpineThoracic2 Y	Q_SpineThoracic2 Z	Q_SpineThoracic12 X	Q_SpineThoracic12 Y	Q_SpineThoracic12 Z	Q_LShoulderTop X	Q_LShoulderTop Y	Q_LShoulderTop Z	Q_LArm X	Q_LArm Y	Q_LArm Z	Q_LElbowOut X	Q_LElbowOut Y	Q_LElbowOut Z	Q_LElbowIn X	Q_LElbowIn Y	Q_LElbowIn Z	Q_LWristIn X	Q_LWristIn Y	Q_LWristIn Z	Q_LWristOut X	Q_LWristOut Y	Q_LWristOut Z	Q_LHand2 X	Q_LHand2 Y	Q_LHand2 Z	Q_RShoulderTop X	Q_RShoulderTop Y	Q_RShoulderTop Z	Q_RArm X	Q_RArm Y	Q_RArm Z	Q_RElbowOut X	Q_RElbowOut Y	Q_RElbowOut Z	Q_RElbowIn X	Q_RElbowIn Y	Q_RElbowIn Z	Q_RWristIn X	Q_RWristIn Y	Q_RWristIn Z	Q_RWristOut X	Q_RWristOut Y	Q_RWristOut Z	Q_RHand2 X	Q_RHand2 Y	Q_RHand2 Z	Q_WaistLFront X	Q_WaistLFront Y	Q_WaistLFront Z	Q_WaistL X	Q_WaistL Y	Q_WaistL Z	Q_WaistBack X	Q_WaistBack Y	Q_WaistBack Z	Q_WaistR X	Q_WaistR Y	Q_WaistR Z	Q_WaistRFront X	Q_WaistRFront Y	Q_WaistRFront Z	Q_LThighFrontLow X	Q_LThighFrontLow Y	Q_LThighFrontLow Z	Q_LKneeOut X	Q_LKneeOut Y	Q_LKneeOut Z	Q_LShinFrontHigh X	Q_LShinFrontHigh Y	Q_LShinFrontHigh Z	Q_LAnkleOut X	Q_LAnkleOut Y	Q_LAnkleOut Z	Q_LHeelBack X	Q_LHeelBack Y	Q_LHeelBack Z	Q_LForefoot2 X	Q_LForefoot2 Y	Q_LForefoot2 Z	Q_LForefoot5 X	Q_LForefoot5 Y	Q_LForefoot5 Z	Q_RThighFrontLow X	Q_RThighFrontLow Y	Q_RThighFrontLow Z	Q_RKneeOut X	Q_RKneeOut Y	Q_RKneeOut Z	Q_RShinFrontHigh X	Q_RShinFrontHigh Y	Q_RShinFrontHigh Z	Q_RAnkleOut X	Q_RAnkleOut Y	Q_RAnkleOut Z	Q_RHeelBack X	Q_RHeelBack Y	Q_RHeelBack Z	Q_RForefoot2 X	Q_RForefoot2 Y	Q_RForefoot2 Z	Q_RForefoot5 X	Q_RForefoot5 Y	Q_RForefoot5 Z	
633	2.10667	-190.342	-128.329	1736.353	-60.024	-70.711	1704.620	-161.994	37.001	1729.399	-156.191	-87.089	1444.805	-304.303	-17.629	1582.558	-333.540	-17.890	1195.921	-132.304	123.992	1528.295	-165.568	219.957	1308.784	-50.909	217.906	1273.093	-94.032	142.387	1218.962	54.160	-5.544	1297.376	104.151	16.319	1247.451	144.076	-48.664	1346.691	-372.280	-183.757	1540.402	-464.934	-189.575	1295.579	-416.135	-273.827	1273.201	-376.793	-189.254	1207.032	-189.020	-318.831	1315.670	-183.549	-358.166	1249.143	-133.426	-371.283	1352.615	-83.550	-39.672	1060.003	-96.626	30.483	1060.013	-312.038	2.749	1095.337	-315.093	-216.357	1078.091	-239.848	-219.033	1056.004	-60.805	-12.359	613.702	-71.053	40.083	530.284	-94.353	28.290	408.919	-153.429	83.081	96.283	-215.267	49.491	49.990	-6.575	-2.088	34.823	-20.967	48.478	33.526	-318.753	-232.448	616.583	-371.308	-226.900	536.191	-411.094	-177.069	416.004	-573.539	-83.575	161.284	-579.088	-4.702	137.815	-496.921	-149.556	29.703	-545.425	-145.227	35.102
634	2.11000	-190.567	-128.171	1736.496	-60.095	-70.878	1704.803	-161.816	37.072	1729.503	-156.195	-87.283	1444.987	-303.952	-16.891	1582.577	-332.943	-17.322	1195.707	-131.148	123.529	1528.527	-162.371	220.021	1308.926	-47.403	217.910	1274.431	-90.215	142.496	1219.537	57.883	-5.769	1298.447	108.111	16.329	1248.833	147.768	-48.821	1348.096	-373.126	-182.398	1540.318	-465.917	-187.700	1295.670	-418.202	-272.111	1273.263	-377.553	-188.822	1206.717	-191.776	-319.936	1316.157	-184.821	-357.918	1249.040	-136.857	-373.078	1353.235	-83.049	-40.141	1060.017	-95.891	30.055	1059.887	-311.351	3.050	1095.402	-315.105	-216.084	1078.333	-239.884	-219.079	1056.267	-60.063	-12.895	613.878	-70.049	39.681	530.412	-93.583	27.962	408.831	-153.331	83.057	96.268	-215.264	49.543	50.046	-6.586	-2.093	34.873	-20.986	48.484	33.594	-318.812	-232.713	616.847	-371.258	-227.210	536.453	-410.912	-177.477	416.257	-573.359	-83.750	161.578	-578.819	-4.796	138.164	-496.918	-149.547	29.729	-545.381	-145.255	35.206
635	2.11333	-190.765	-128.004	1736.571	-60.164	-71.044	1705.006	-161.638	37.154	1729.608	-156.214	-87.490	1445.103	-303.610	-16.101	1582.443	-332.367	-16.579	1195.621	-129.987	123.177	1528.704	-159.071	220.085	1309.174	-43.786	217.793	1275.603	-86.074	142.561	1220.304	61.703	-6.005	1299.507	112.092	16.184	1250.238	151.541	-49.001	1349.453	-373.941	-181.042	1540.229	-466.811	-185.224	1295.521	-420.089	-270.450	1273.367	-378.279	-188.454	1206.356	-194.602	-321.155	1316.438	-189.414	-360.256	1250.243	-140.404	-374.768	1353.783	-82.558	-40.596	1059.990	-95.102	29.658	1059.690	-310.775	3.311	1095.360	-315.125	-215.825	1078.516	-239.910	-219.129	1056.479	-59.339	-13.458	614.035	-69.038	39.263	530.514	-92.822	27.602	408.680	-153.269	83.024	96.279	-215.246	49.512	50.073	-6.607	-2.123	34.880	-20.968	48.439	33.600	-318.770	-233.038	617.105	-371.176	-227.238	536.472	-410.805	-177.674	416.328	-573.184	-83.906	161.778	-578.590	-4.968	138.397	-496.928	-149.581	29.767	-545.364	-145.295	35.256
636	2.11667	-191.005	-127.795	1736.570	-60.201	-71.202	1705.187	-161.424	37.240	1729.709	-156.210	-87.727	1445.186	-303.260	-15.344	1582.364	-331.769	-15.871	1195.363	-128.733	122.741	1528.883	-155.848	220.079	1309.466	-40.023	217.637	1276.928	-81.966	142.578	1220.936	65.588	-6.251	1300.633	116.208	16.158	1251.652	155.410	-49.188	1350.857	-374.763	-179.621	1540.062	-467.716	-182.836	1295.410	-421.948	-268.652	1273.409	-378.979	-188.124	1205.961	-197.413	-322.255	1316.741	-192.562	-361.780	1250.804	-144.016	-376.613	1354.372	-82.028	-41.058	1059.949	-94.167	29.342	1059.356	-310.106	3.481	1095.314	-315.110	-215.605	1078.639	-239.915	-219.072	1056.571	-58.563	-13.983	614.128	-68.002	38.840	530.599	-92.024	27.296	408.512	-153.209	83.012	96.272	-215.216	49.533	50.072	-6.576	-2.212	34.808	-20.947	48.362	33.559	-318.631	-233.395	617.365	-371.055	-227.547	536.598	-410.622	-177.867	416.394	-572.979	-84.085	161.909	-578.380	-5.182	138.662	-496.934	-149.615	29.698	-545.301	-145.347	35.216
637	2.12000	-191.180	-127.723	1736.615	-60.191	-71.331	1705.390	-161.177	37.356	1729.808	-156.201	-87.944	1445.276	-302.922	-14.557	1582.229	-331.074	-15.108	1195.298	-127.478	122.319	1529.073	-152.620	220.048	1309.850	-36.253	217.446	1278.178	-77.672	142.621	1221.648	69.617	-6.520	1301.732	120.360	16.106	1253.120	159.410	-49.378	1352.233	-375.524	-178.232	1539.897	-468.543	-180.598	1295.372	-423.850	-266.972	1273.482	-379.660	-187.804	1205.546	-200.227	-323.285	1316.976	-195.770	-362.821	1251.209	-147.728	-378.333	1354.939	-81.434	-41.500	1059.918	-93.419	28.887	1059.250	-309.336	3.611	1095.170	-315.067	-215.369	1078.783	-239.843	-219.110	1056.718	-57.722	-14.538	614.275	-66.961	38.455	530.648	-91.178	26.983	408.325	-153.117	82.988	96.263	-215.145	49.536	50.068	-6.523	-2.284	34.750	-20.881	48.272	33.452	-318.688	-233.514	617.233	-370.862	-227.884	536.747	-410.388	-178.035	416.427	-572.710	-84.283	162.067	-578.077	-5.366	138.931	-496.859	-149.642	29.694	-545.174	-145.405	35.194
638	2.12333	-191.329	-127.429	1736.680	-60.179	-71.391	1705.590	-160.951	37.534	1729.898	-156.161	-88.108	1445.419	-302.488	-13.683	1582.206	-330.431	-14.310	1195.097	-126.229	121.882	1529.259	-149.209	220.084	1310.073	-32.392	217.206	1279.505	-73.391	142.662	1222.411	73.711	-6.748	1302.932	124.620	16.048	1254.611	163.460	-49.546	1353.646	-376.318	-176.696	1539.759	-469.359	-178.293	1295.397	-425.820	-264.972	1273.562	-380.328	-187.469	1205.124	-203.087	-324.309	1317.394	-199.088	-364.127	1251.648	-151.467	-380.096	1355.558	-80.839	-41.923	1059.883	-92.778	28.382	1059.391	-308.638	3.929	1095.167	-314.963	-215.166	1079.092	-239.778	-219.092	1056.930	-56.839	-15.051	614.440	-65.960	38.062	530.736	-90.348	26.697	408.209	-153.016	82.988	96.275	-215.067	49.583	50.110	-6.478	-2.341	34.726	-20.830	48.238	33.448	-318.539	-233.863	617.584	-370.676	-228.225	537.021	-410.113	-178.334	416.626	-572.482	-84.455	162.268	-577.796	-5.520	139.188	-496.773	-149.617	29.663	-545.068	-145.444	35.271
639	2.12667	-191.519	-127.239	1736.806	-60.192	-71.509	1705.792	-160.712	37.677	1729.969	-156.116	-88.292	1445.575	-302.081	-12.843	1582.123	-329.730	-13.479	1195.061	-124.993	121.481	1529.443	-145.748	220.098	1310.370	-28.655	217.115	1280.915	-69.140	142.651	1223.264	77.898	-7.013	1304.105	129.083	16.176	1256.142	167.569	-49.676	1355.132	-377.125	-175.234	1539.680	-470.171	-175.938	1295.382	-427.782	-263.205	1273.725	-380.993	-187.093	1204.708	-206.038	-325.368	1317.804	-202.264	-365.243	1252.152	-155.166	-381.691	1356.165	-80.269	-42.385	1059.853	-92.079	27.900	1059.387	-308.005	4.262	1095.256	-314.912	-214.912	1079.353	-239.735	-219.139	1057.212	-55.970	-15.620	614.602	-65.052	37.573	530.740	-89.547	26.357	408.069	-152.912	82.956	96.239	-215.009	49.608	50.175	-6.461	-2.356	34.779	-20.789	48.234	33.550	-318.358	-234.274	618.060	-370.554	-228.555	537.349	-409.940	-178.727	416.906	-572.281	-84.606	162.514	-577.514	-5.619	139.515	-496.721	-149.599	29.737	-545.009	-145.469	35.401
640	2.13000	-191.715	-126.992	1736.923	-60.226	-71.652	1706.031	-160.467	37.827	1730.036	-156.129	-88.479	1445.724	-301.657	-11.976	1582.084	-329.032	-12.704	1194.902	-123.742	121.034	1529.656	-142.216	220.064	1310.704	-24.708	216.798	1282.305	-64.685	142.563	1224.264	82.153	-7.304	1305.289	133.512	16.104	1257.698	171.713	-49.833	1356.658	-377.904	-173.672	1539.591	-470.994	-173.665	1295.375	-429.875	-261.148	1273.867	-381.660	-186.648	1204.311	-209.054	-326.405	1318.295	-204.913	-366.489	1251.709	-159.078	-383.374	1356.798	-79.707	-42.884	1059.812	-91.315	27.474	1059.364	-307.463	4.555	1095.195	-314.879	-214.701	1079.617	-239.710	-219.190	1057.546	-55.084	-16.249	614.732	-64.043	37.154	530.823	-88.814	26.053	407.926	-152.776	82.917	96.246	-214.982	49.640	50.255	-6.464	-2.401	34.830	-20.789	48.192	33.573	-318.380	-234.499	618.363	-370.416	-228.935	537.694	-409.756	-179.041	417.132	-572.111	-84.732	162.770	-577.258	-5.753	139.827	-496.727	-149.606	29.793	-544.966	-145.504	35.512
641	2.13333	-191.901	-126.741	1736.976	-60.243	-71.758	1706.198	-160.233	38.020	1730.111	-156.137	-88.672	1445.840	-301.224	-11.130	1581.944	-328.352	-11.877	1194.801	-122.461	120.594	1529.864	-138.704	220.039	1311.028	-20.766	216.468	1283.649	-60.384	142.571	1225.035	86.466	-7.646	1306.480	138.060	16.039	1259.232	175.998	-50.108	1358.091	-378.724	-172.097	1539.464	-471.775	-171.248	1295.282	-431.806	-259.334	1274.060	-382.338	-186.108	1203.947	-212.150	-327.501	1318.623	-208.823	-367.852	1252.525	-162.942	-384.981	1357.437	-79.121	-43.398	1059.767	-90.541	27.071	1059.157	-306.502	4.557	1095.018	-314.831	-214.425	1079.792	-239.689	-219.192	1057.714	-54.193	-16.875	614.798	-63.103	36.683	530.850	-88.088	25.666	407.736	-152.681	82.847	96.225	-214.954	49.633	50.287	-6.442	-2.496	34.823	-20.752	48.086	33.602	-318.317	-234.773	618.541	-370.330	-229.246	537.904	-409.542	-179.386	417.268	-571.948	-84.911	162.939	-577.026	-5.961	140.092	-496.758	-149.659	29.800	-544.946	-145.573	35.564
642	2.13667	-192.084	-126.517	1736.977	-60.214	-71.856	1706.405	-159.938	38.169	1730.165	-156.144	-88.869	1445.897	-300.794	-10.320	1581.873	-327.688	-11.072	1194.690	-121.153	120.152	1530.068	-135.089	220.015	1311.388	-16.693	216.173	1285.114	-55.677	142.373	1226.061	90.876	-7.976	1307.700	142.630	15.966	1260.841	180.359	-50.382	1359.590	-379.441	-170.541	1539.326	-472.544	-168.775	1295.205	-433.729	-257.274	1274.150	-383.033	-185.447	1203.629	-215.270	-328.525	1319.042	-212.437	-369.359	1252.907	-166.988	-386.681	1358.080	-78.487	-43.891	1059.693	-89.782	26.939	1058.738	-305.343	4.421	1094.728	-314.739	-214.149	1079.922	-239.622	-219.190	1057.858	-53.206	-17.502	614.826	-62.150	36.173	530.797	-87.309	25.294	407.576	-152.541	82.811	96.205	-214.866	49.638	50.289	-6.399	-2.611	34.803	-20.698	47.961	33.538	-318.182	-235.102	618.684	-370.192	-229.499	538.000	-409.330	-179.509	417.295	-571.729	-85.115	163.079	-576.806	-6.211	140.330	-496.763	-149.710	29.712	-544.841	-145.674	35.571
643	2.14000	-192.200	-126.270	1736.996	-60.171	-71.916	1706.582	-159.670	38.337	1730.242	-156.121	-89.020	1445.952	-300.317	-9.385	1581.677	-326.969	-10.206	1194.555	-119.843	119.685	1530.236	-131.536	219.882	1311.690	-12.581	215.756	1286.514	-51.324	142.477	1226.812	95.376	-8.355	1308.934	147.330	15.911	1262.448	184.791	-50.657	1361.042	-380.204	-168.888	1539.144	-473.239	-166.328	1295.179	-435.653	-255.321	1274.252	-383.753	-184.639	1203.369	-218.429	-329.538	1319.516	-216.098	-370.629	1253.413	-171.051	-388.286	1358.690	-77.809	-44.332	1059.679	-88.940	26.533	1058.551	-304.628	4.682	1094.840	-314.563	-213.936	1080.139	-239.519	-219.169	1057.972	-52.190	-17.956	614.817	-61.232	35.675	530.750	-86.531	24.921	407.385	-152.386	82.769	96.237	-214.769	49.649	50.284	-6.334	-2.739	34.756	-20.626	47.816	33.475	-318.026	-235.409	618.811	-370.008	-229.829	538.143	-409.043	-179.706	417.367	-571.471	-85.291	163.247	-576.529	-6.427	140.592	-496.698	-149.710	29.688	-544.741	-145.702	35.528
644	2.14333	-192.344	-125.960	1737.076	-60.122	-71.972	1706.797	-159.365	38.509	1730.275	-156.049	-89.142	1446.048	-299.821	-8.509	1581.617	-326.260	-9.349	1194.472	-118.515	119.285	1530.423	-127.817	219.848	1312.120	-8.457	215.400	1287.975	-46.586	142.216	1227.937	99.964	-8.695	1310.193	152.098	15.889	1264.079	189.289	-50.936	1362.566	-380.896	-167.222	1539.060	-474.140	-164.220	1295.205	-437.673	-253.269	1274.412	-384.506	-183.657	1203.181	-221.612	-330.580	1320.018	-219.177	-371.342	1253.737	-175.391	-390.038	1359.637	-77.106	-44.782	1059.634	-87.984	25.753	1058.765	-303.845	4.912	1094.828	-314.439	-213.665	1080.328	-239.379	-219.194	1058.223	-51.151	-18.402	614.811	-60.303	35.234	530.709	-85.772	24.556	407.237	-152.249	82.759	96.227	-214.682	49.726	50.332	-6.277	-2.828	34.734	-20.554	47.719	33.493	-317.900	-235.723	619.029	-369.763	-230.248	538.454	-408.730	-180.029	417.579	-571.190	-85.490	163.470	-576.210	-6.560	140.898	-496.608	-149.704	29.711	-544.572	-145.767	35.636
645	2.14667	-192.477	-125.676	1737.217	-60.075	-72.021	1707.027	-159.052	38.713	1730.330	-156.001	-89.277	1446.207	-299.318	-7.492	1581.524	-325.546	-8.413	1194.415	-117.181	118.807	1530.632	-124.111	219.750	1312.531	-4.370	214.966	1289.491	-42.117	142.196	1228.903	104.614	-9.071	1311.443	157.003	15.933	1265.786	193.852	-51.229	1364.152	-381.623	-165.525	1538.965	-474.924	-161.821	1295.161	-439.804	-251.133	1274.612	-385.298	-182.475	1203.079	-224.921	-331.524	1320.566	-223.260	-372.661	1254.659	-179.587	-391.558	1360.342	-76.462	-45.297	1059.552	-87.083	25.155	1058.794	-303.060	5.045	1094.771	-314.327	-213.433	1080.582	-239.287	-219.220	1058.522	-50.201	-18.796	614.778	-59.462	34.706	530.595	-85.080	24.141	407.106	-152.081	82.709	96.212	-214.617	49.774	50.387	-6.286	-2.899	34.776	-20.520	47.646	33.550	-317.796	-236.053	619.397	-369.591	-230.584	538.795	-408.507	-180.311	417.797	-570.908	-85.604	163.790	-575.789	-6.661	141.310	-496.564	-149.671	29.749	-544.493	-145.815	35.783
646	2.15000	-192.655	-125.396	1737.309	-60.066	-72.136	1707.211	-158.724	38.967	1730.427	-155.954	-89.445	1446.357	-298.828	-6.598	1581.411	-324.841	-7.583	1194.328	-115.891	118.370	1530.834	-120.421	219.656	1312.930	-0.187	214.476	1291.141	-37.494	141.989	1230.031	109.339	-9.502	1312.668	161.874	15.901	1267.492	198.435	-51.545	1365.708	-382.369	-163.819	1538.874	-475.765	-159.550	1295.169	-441.910	-249.023	1274.901	-386.137	-181.065	1203.075	-228.236	-332.575	1321.192	-227.072	-373.865	1255.354	-183.933	-393.099	1361.310	-75.809	-45.801	1059.540	-86.205	24.603	1058.746	-302.206	5.286	1094.772	-314.223	-213.191	1080.898	-239.201	-219.272	1058.786	-49.299	-19.177	614.716	-58.593	34.159	530.468	-84.459	23.656	406.960	-151.917	82.618	96.209	-214.576	49.785	50.472	-6.279	-2.980	34.822	-20.483	47.547	33.631	-317.690	-236.358	619.708	-369.476	-230.882	539.036	-408.287	-180.741	418.070	-570.661	-85.818	164.126	-575.552	-6.814	141.659	-496.572	-149.701	29.814	-544.451	-145.844	35.897
647	2.15333	-192.789	-125.032	1737.344	-60.014	-72.228	1707.427	-158.387	39.218	1730.525	-155.933	-89.610	1446.467	-298.334	-5.621	1581.349	-324.029	-6.646	1194.264	-114.528	117.910	1531.051	-116.687	219.456	1313.409	3.952	214.020	1292.828	-32.765	141.636	1231.169	114.087	-9.953	1313.901	166.905	15.914	1269.201	203.094	-51.860	1367.266	-383.078	-162.091	1538.717	-476.564	-157.110	1295.127	-444.062	-246.875	1275.111	-387.031	-179.403	1203.182	-231.719	-333.548	1321.762	-230.979	-375.031	1256.002	-188.382	-394.720	1362.020	-75.147	-46.334	1059.464	-85.290	24.095	1058.650	-301.374	5.518	1094.786	-314.101	-212.877	1081.048	-239.115	-219.309	1058.984	-48.449	-19.556	614.611	-57.650	33.722	530.386	-83.891	23.163	406.758	-151.812	82.520	96.189	-214.568	49.785	50.466	-6.264	-3.120	34.846	-20.486	47.435	33.643	-317.635	-236.576	619.872	-369.332	-231.215	539.227	-408.056	-181.049	418.241	-570.453	-86.015	164.300	-575.265	-7.056	141.913	-496.588	-149.744	29.826	-544.406	-145.938	35.958
648	2.15667	-158.037	39.441	1730.574	-192.894	-124.704	1737.349	-59.963	-72.252	1707.600	-155.911	-89.764	1446.500	-297.811	-4.690	1581.113	-323.351	-5.766	1194.172	-113.181	117.429	1531.228	-112.863	219.342	1313.935	8.269	213.602	1294.635	-28.078	141.068	1231.964	118.947	-10.450	1315.101	171.922	15.874	1270.976	207.836	-52.242	1368.853	-383.742	-160.275	1538.496	-477.216	-154.576	1294.994	-446.148	-244.684	1275.281	-387.987	-177.461	1203.415	-235.213	-334.552	1322.328	-234.976	-376.137	1256.678	-192.833	-396.235	1362.846	-74.452	-46.827	1059.384	-84.368	23.603	1058.487	-300.532	5.773	1094.826	-313.935	-212.350	1081.041	-238.973	-219.277	1059.107	-47.570	-19.869	614.473	-56.819	33.113	530.171	-83.285	22.716	406.575	-151.693	82.455	96.217	-214.513	49.728	50.421	-6.227	-3.272	34.794	-20.440	47.289	33.593	-317.480	-236.846	619.989	-369.122	-231.483	539.318	-407.847	-181.196	418.276	-570.180	-86.270	164.479	-574.995	-7.337	142.147	-496.568	-149.800	29.803	-544.318	-146.019	35.939
649	2.16000	-157.677	39.645	1730.630	-192.972	-124.357	1737.360	-59.860	-72.298	1707.833	-155.846	-89.921	1446.566	-297.269	-3.754	1581.009	-322.588	-4.840	1194.312	-111.774	116.976	1531.416	-109.045	219.170	1314.486	12.617	213.059	1296.425	-22.932	140.957	1233.676	123.867	-10.903	1316.381	177.001	15.859	1272.813	212.659	-52.609	1370.409	-384.353	-158.489	1538.346	-477.860	-151.898	1294.921	-448.265	-242.493	1275.478	-389.011	-175.212	1203.785	-238.725	-335.532	1323.001	-238.489	-376.854	1257.052	-197.351	-397.682	1363.692	-73.665	-47.322	1059.275	-83.404	23.130	1058.354	-299.707	5.953	1094.727	-313.761	-211.745	1081.001	-238.790	-219.284	1059.261	-46.682	-20.166	614.328	-55.893	32.709	530.009	-82.654	22.270	406.379	-151.605	82.388	96.159	-214.423	49.718	50.426	-6.160	-3.408	34.741	-20.421	47.128	33.452	-317.329	-237.066	620.045	-368.909	-231.718	539.417	-407.508	-181.436	418.403	-569.898	-86.477	164.620	-574.672	-7.549	142.428	-496.513	-149.817	29.756	-544.192	-146.062	35.949
650	2.16333	-157.293	39.889	1730.678	-193.043	-124.021	1737.455	-59.741	-72.278	1708.024	-155.722	-90.015	1446.683	-296.676	-2.698	1580.807	-321.829	-3.760	1194.263	-110.412	116.542	1531.606	-105.245	218.949	1314.962	17.001	212.388	1298.223	-18.631	141.724	1234.778	128.904	-11.458	1317.622	182.269	16.032	1274.675	217.496	-52.982	1372.059	-385.007	-156.594	1538.278	-478.411	-149.243	1294.835	-450.263	-240.265	1275.725	-390.355	-174.666	1204.007	-242.313	-336.379	1323.577	-242.341	-377.665	1257.789	-201.975	-399.138	1364.524	-72.913	-47.777	1059.204	-82.468	22.663	1058.223	-298.791	6.165	1094.642	-313.440	-211.336	1081.224	-238.588	-219.299	1059.503	-45.850	-20.463	614.214	-55.013	32.308	529.890	-82.029	21.908	406.245	-151.479	82.335	96.153	-214.356	49.729	50.445	-6.103	-3.482	34.728	-20.386	47.033	33.419	-317.026	-237.399	620.442	-368.712	-232.025	539.644	-407.205	-181.718	418.605	-569.627	-86.624	164.867	-574.299	-7.722	142.751	-496.451	-149.800	29.760	-544.097	-146.094	36.030
651	2.16667	-156.904	40.200	1730.693	-193.134	-123.614	1737.573	-59.644	-72.292	1708.200	-155.668	-90.148	1446.839	-296.105	-1.707	1580.694	-321.156	-2.732	1194.266	-109.024	116.061	1531.797	-101.301	218.795	1315.508	21.072	211.689	1299.883	-14.073	141.954	1235.966	133.929	-11.952	1318.870	187.483	16.023	1276.549	222.402	-53.360	1373.703	-385.571	-154.820	1538.188	-478.974	-146.545	1294.781	-452.289	-238.023	1275.993	-391.308	-173.602	1204.051	-245.896	-337.214	1324.411	-246.436	-378.757	1258.531	-206.531	-400.410	1365.449	-72.165	-48.270	1059.141	-81.496	22.186	1058.092	-297.838	6.434	1094.620	-313.311	-211.196	1081.544	-238.408	-219.331	1059.862	-45.057	-20.742	614.104	-54.259	31.898	529.734	-81.518	21.508	406.087	-151.364	82.241	96.105	-214.320	49.717	50.496	-6.088	-3.550	34.779	-20.285	47.042	33.618	-316.795	-237.746	620.903	-368.493	-232.350	539.937	-406.938	-182.094	418.905	-569.354	-86.797	165.181	-573.858	-7.755	143.186	-496.413	-149.777	29.819	-543.995	-146.136	36.178
652	2.17000	-156.487	40.488	1730.739	-193.237	-123.251	1737.674	-59.590	-72.353	1708.407	-155.626	-90.292	1446.926	-295.520	-0.676	1580.576	-320.445	-1.564	1194.285	-107.637	115.581	1532.041	-97.350	218.559	1316.172	25.180	211.006	1301.730	-9.357	142.154	1237.289	139.081	-12.537	1320.077	192.791	16.074	1278.443	227.261	-53.753	1375.365	-386.239	-152.886	1538.061	-479.503	-143.842	1294.663	-454.434	-235.716	1276.310	-392.206	-172.573	1204.038	-249.624	-338.078	1325.083	-250.889	-379.861	1259.572	-211.249	-401.720	1366.408	-71.473	-48.761	1059.074	-80.555	21.707	1057.975	-296.868	6.665	1094.636	-313.212	-211.173	1081.917	-238.274	-219.374	1060.110	-44.327	-21.063	613.999	-53.619	31.506	529.602	-81.057	21.132	405.952	-151.267	82.158	96.122	-214.266	49.701	50.612	-6.052	-3.615	34.855	-20.245	46.977	33.700	-316.616	-238.163	621.310	-368.296	-232.741	540.341	-406.711	-182.476	419.158	-569.135	-86.932	165.462	-573.529	-7.942	143.537	-496.406	-149.785	29.884	-543.998	-146.200	36.312
653	2.17333	-156.064	40.743	1730.772	-193.336	-122.881	1737.758	-59.471	-72.333	1708.596	-155.558	-90.416	1447.032	-294.944	0.377	1580.396	-319.707	-0.423	1194.332	-106.238	115.062	1532.246	-93.482	218.260	1316.821	29.352	210.260	1303.655	-4.568	141.908	1238.603	144.197	-13.116	1321.286	198.214	16.230	1280.439	232.263	-54.241	1377.031	-386.792	-150.978	1537.870	-480.003	-141.199	1294.516	-456.547	-233.700	1276.560	-393.133	-171.566	1204.034	-253.367	-338.942	1325.826	-255.073	-380.766	1260.598	-216.128	-403.088	1367.437	-70.738	-49.299	1058.973	-79.552	21.202	1057.841	-295.954	6.842	1094.550	-313.098	-211.094	1082.186	-238.148	-219.349	1060.242	-43.614	-21.348	613.836	-52.903	31.142	529.479	-80.621	20.779	405.798	-151.147	82.046	96.103	-214.244	49.631	50.608	-6.026	-3.701	34.866	-20.232	46.873	33.692	-316.454	-238.493	621.530	-368.133	-233.083	540.541	-406.511	-182.726	419.294	-568.898	-87.138	165.683	-573.209	-8.178	143.816	-496.425	-149.872	29.902	-543.964	-146.252	36.355
