FILE_VERSION	2.0.0
NO_OF_FRAMES	16296
NO_OF_CAMERAS	8
NO_OF_MARKERS	6
FREQUENCY	300
DESCRIPTION	--
TIME_STAMP	2026-08-06, 08:59:33.376	5996.27357670
DATA_INCLUDED	3D
MARKER_NAMES	handball_6 - 1	handball_6 - 2	handball_6 - 3	handball_6 - 4	handball_6 - 5	handball_6 - 6
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed
Frame	Time	handball_6 - 1 Y	handball_6 - 1 X	handball_6 - 1 Z	handball_6 - 2 Y	handball_6 - 2 X	handball_6 - 2 Z	handball_6 - 3 Y	handball_6 - 3 X	handball_6 - 3 Z	handball_6 - 4 Y	handball_6 - 4 X	handball_6 - 4 Z	handball_6 - 5 Y	handball_6 - 5 X	handball_6 - 5 Z	handball_6 - 6 Y	handball_6 - 6 X	handball_6 - 6 Z	
1	0.00000	1031.741	-145.18	1049.036	1093.609	-319.596	1129.872	1140.741	-164.63	1135.198	1058.64	-226.744	991.747	1011.62	-215.336	1174.188	979.791	-273.751	1073.688
2	0.00333	1031.685	-144.727	1049.418	1093.451	-319.149	1130.165	1140.69	-164.265	1135.553	1058.531	-226.309	992.135	1011.566	-214.988	1174.484	979.688	-273.244	1074.061
3	0.00667	1031.355	-146.447	1052.381	1093.348	-318.786	1130.407	1140.572	-164.376	1136.714	1058.498	-225.585	992.422	1011.566	-214.424	1174.745	979.616	-272.622	1074.476
4	0.01000	1024.677	-147.495	1053.729	1093.255	-318.235	1130.668	1138.112	-162.336	1134.097	1053.605	-228.997	993.631	1011.67	-213.423	1175.103	979.536	-271.997	1074.861
5	0.01333	1024.735	-146.926	1054.120	1093.072	-317.767	1131.078	1138.107	-161.892	1134.640	1053.888	-228.243	993.814	1011.597	-212.924	1175.397	979.412	-271.352	1075.242
6	0.01667	1024.543	-146.481	1054.631	1092.903	-317.331	1131.545	1137.976	-161.321	1136.055	1055.791	-226.944	994.298	1011.656	-212.489	1175.782	979.166	-270.733	1075.599
7	0.02000	1024.47	-146.086	1054.940	1092.75	-316.778	1131.872	1137.998	-160.872	1136.284	1055.505	-226.568	994.848	1011.698	-211.891	1176.401	979.065	-270.171	1076.029
8	0.02333	1024.534	-145.592	1055.220	1092.623	-316.338	1132.207	1138.138	-160.513	1136.425	1055.273	-226.265	995.249	1011.771	-211.238	1176.854	978.939	-269.594	1076.498
9	0.02667	1024.818	-144.934	1055.429	1092.496	-315.851	1132.550	1138.283	-160.109	1136.709	1055.246	-225.641	995.518	1011.767	-210.647	1177.116	978.856	-269.003	1076.920
10	0.03000	1025.081	-144.175	1055.658	1092.337	-315.308	1132.942	1138.39	-159.64	1137.054	1055.278	-224.929	995.759	1011.72	-209.983	1177.422	978.692	-268.384	1077.374
11	0.03333	1024.558	-143.775	1056.391	1092.213	-314.771	1133.379	1138.182	-159.026	1137.491	1055.21	-224.419	996.115	1011.724	-209.423	1177.812	978.569	-267.738	1077.817
12	0.03667	1024.493	-143.238	1056.828	1092.067	-314.167	1133.837	1138.194	-158.493	1137.903	1055.181	-223.874	996.585	1011.766	-208.76	1178.452	978.414	-267.129	1078.334
13	0.04000	1024.506	-142.747	1057.191	1091.862	-313.844	1134.254	1138.311	-158.199	1138.105	1054.796	-223.62	997.182	1011.802	-208.07	1178.921	978.303	-266.519	1078.828
14	0.04333	1024.415	-142.314	1057.559	1091.726	-313.312	1134.618	1138.26	-157.708	1138.407	1054.625	-223.001	997.546	1011.802	-207.539	1179.290	978.147	-266.004	1079.266
15	0.04667	1024.819	-141.555	1057.774	1091.603	-312.678	1135.049	1138.416	-157.292	1138.618	1054.35	-222.543	997.895	1011.742	-206.923	1179.582	977.949	-265.35	1079.736
16	0.05000	1030.514	-138.24	1053.555	1091.447	-312.124	1135.560	1140.933	-158.038	1137.809	1054.194	-221.989	998.315	1011.704	-206.265	1180.137	977.981	-264.729	1080.408
17	0.05333	1024.189	-140.5	1059.018	1091.303	-311.514	1136.028	1138.179	-156.046	1139.536	1054.063	-221.477	998.961	1011.649	-205.518	1180.798	977.709	-264.053	1080.983
18	0.05667	1024.403	-139.802	1059.290	1091.044	-311.184	1136.465	1143.217	-162.1	1139.046	1054.015	-220.879	999.466	1011.623	-205.046	1181.243	977.542	-263.429	1081.534
19	0.06000	1023.726	-139.544	1060.121	1090.965	-310.498	1136.892	1143.222	-161.56	1139.576	1053.745	-220.343	999.825	1011.588	-204.566	1181.685	977.362	-262.778	1082.039
20	0.06333	1023.203	-139.203	1060.907	1090.794	-309.958	1137.432	1143.206	-160.91	1140.091	1053.441	-219.828	1000.160	1011.593	-203.988	1182.267	977.174	-262.155	1082.617
21	0.06667	1023.72	-138.372	1061.087	1090.565	-309.42	1138.023	1143.177	-160.435	1140.491	1053.221	-219.355	1000.858	1012.492	-205.105	1182.972	977.005	-261.496	1083.189
22	0.07000	1026.4	-136.7	1060.852	1090.352	-308.907	1138.446	1143.232	-160.019	1140.857	1053.015	-218.796	1001.462	1012.376	-204.315	1183.511	976.791	-260.803	1083.757
23	0.07333	1027.624	-135.523	1060.950	1090.125	-308.403	1138.907	1143.27	-159.618	1141.136	1052.907	-218.157	1001.917	1012.439	-203.713	1184.154	976.607	-260.081	1084.425
24	0.07667	1027.969	-134.743	1061.549	1089.978	-307.786	1139.480	1143.284	-159.17	1141.499	1052.748	-217.412	1002.243	1012.315	-202.334	1184.936	976.422	-259.405	1085.094
25	0.08000	1028.43	-134.009	1061.855	1089.78	-307.223	1140.026	1143.224	-158.553	1142.101	1052.267	-217.075	1003.032	1012.189	-201.431	1185.510	976.227	-258.724	1085.655
26	0.08333	1028.56	-133.417	1062.270	1089.596	-306.587	1140.524	1143.231	-157.96	1142.568	1052.03	-216.521	1003.672	1012.042	-200.391	1186.066	976.056	-258.066	1086.297
27	0.08667	1028.546	-132.679	1062.772	1089.321	-306.163	1141.026	1143.201	-157.486	1143.093	1051.866	-215.955	1004.121	1011.928	-199.463	1186.528	975.822	-257.328	1086.991
28	0.09000	1028.49	-132.01	1063.480	1089.137	-305.491	1141.602	1143.253	-157.079	1143.449	1051.794	-215.103	1004.461	1011.895	-198.669	1187.366	975.626	-256.587	1087.654
29	0.09333	1028.516	-131.235	1064.096	1088.955	-304.907	1142.160	1140.492	-151.87	1144.611	1051.321	-214.571	1005.308	1011.835	-198.025	1187.763	975.451	-255.864	1088.294
30	0.09667	1028.561	-130.509	1064.632	1088.72	-304.316	1142.661	1140.526	-151.439	1145.031	1050.937	-214.058	1006.072	1011.795	-197.452	1188.215	975.203	-255.112	1089.070
31	0.10000	1029.068	-129.851	1065.140	1088.452	-303.852	1143.149	1140.789	-151.183	1145.568	1050.975	-213.263	1006.361	1011.741	-196.647	1188.889	974.93	-254.339	1089.744
32	0.10333	1028.961	-129.287	1065.675	1088.233	-303.203	1143.773	1140.68	-150.609	1145.920	1050.464	-212.743	1006.884	1011.622	-195.892	1189.502	974.705	-253.679	1090.296
33	0.10667	1028.851	-128.68	1066.366	1087.991	-302.628	1144.334	1140.691	-150.113	1146.383	1050.069	-212.163	1007.686	1011.64	-195.168	1190.087	974.54	-252.92	1091.103
34	0.11000	1028.707	-127.95	1067.011	1087.872	-301.88	1144.819	1140.655	-149.457	1146.906	1049.944	-211.447	1008.317	1011.652	-194.476	1190.729	974.259	-252.074	1091.773
35	0.11333	1028.752	-127.175	1067.606	1087.467	-301.538	1145.323	1140.743	-149.171	1147.392	1049.682	-210.734	1008.723	1011.623	-193.796	1191.397	974.028	-251.285	1092.434
36	0.11667	1028.668	-126.433	1068.262	1087.223	-300.831	1145.835	1143.35	-153.066	1147.114	1049.281	-209.986	1009.403	1011.636	-193.163	1191.874	973.843	-250.518	1093.185
37	0.12000	1028.487	-125.913	1068.817	1087.037	-300.192	1146.444	1143.246	-152.349	1147.801	1048.784	-209.588	1010.143	1011.591	-192.362	1192.591	973.594	-249.744	1093.804
38	0.12333	1028.413	-125.192	1069.374	1086.789	-299.526	1146.899	1143.3	-151.948	1148.196	1048.678	-208.792	1010.601	1014.197	-187.544	1192.039	973.333	-248.958	1094.394
39	0.12667	1028.274	-124.582	1070.019	1086.503	-299.037	1147.321	1143.239	-151.422	1148.656	1048.398	-207.964	1010.944	1013.959	-187.206	1192.719	973.101	-248.156	1095.204
40	0.13000	1028.129	-123.75	1070.648	1086.256	-298.317	1147.862	1143.316	-151.07	1148.938	1047.928	-207.339	1011.773	1013.954	-186.528	1193.251	973.014	-247.328	1095.858
41	0.13333	1028.157	-122.928	1071.251	1085.995	-297.717	1148.451	1143.267	-150.451	1149.410	1047.744	-206.582	1012.427	1013.99	-185.821	1193.962	972.728	-246.499	1096.538
42	0.13667	1028.062	-122.135	1071.881	1085.781	-297.071	1148.835	1143.21	-149.844	1149.984	1047.529	-205.707	1012.820	1014.109	-184.812	1194.583	972.357	-245.733	1097.272
43	0.14000	1027.906	-121.573	1072.476	1085.385	-296.628	1149.316	1143.163	-149.228	1150.531	1047.13	-205.096	1013.212	1014.157	-183.928	1195.032	972.258	-244.894	1097.838
44	0.14333	1027.689	-120.855	1073.049	1085.17	-295.794	1149.667	1143.142	-148.753	1150.903	1046.529	-204.598	1014.046	1014.109	-183.346	1195.728	972.059	-244.065	1098.395
45	0.14667	1027.712	-120.071	1073.547	1084.969	-295.043	1150.118	1143.17	-148.224	1151.178	1046.326	-203.776	1014.566	1013.952	-182.843	1196.472	971.761	-243.183	1099.050
46	0.15000	1027.6	-119.174	1074.188	1084.58	-294.663	1150.721	1143.112	-147.707	1151.514	1046.061	-202.863	1014.938	1013.978	-182.037	1196.893	971.588	-242.326	1099.640
47	0.15333	1027.531	-118.425	1074.781	1084.261	-294.014	1151.019	1143.07	-147.182	1151.897	1045.88	-202.069	1015.340	1013.941	-181.135	1197.386	971.341	-241.403	1100.235
48	0.15667	1027.369	-117.609	1075.328	1084.048	-293.184	1151.344	1143.0	-146.526	1152.330	1045.511	-201.344	1016.001	1013.893	-180.366	1197.989	971.156	-240.597	1100.769
49	0.16000	1027.244	-116.891	1075.829	1083.774	-292.587	1151.696	1142.954	-145.912	1152.658	1044.854	-200.713	1016.504	1013.826	-179.717	1198.549	970.96	-239.755	1101.313
50	0.16333	1027.074	-116.221	1076.258	1083.434	-291.93	1152.116	1142.889	-145.34	1153.032	1044.532	-200.05	1016.948	1013.689	-179.133	1199.017	970.643	-238.88	1101.777
51	0.16667	1026.905	-115.589	1076.632	1083.081	-291.287	1152.510	1141.638	-139.862	1151.574	1044.308	-199.254	1017.142	1013.649	-178.195	1199.371	970.444	-238.076	1102.215
52	0.17000	1026.699	-114.912	1076.977	1082.853	-290.474	1152.799	1141.53	-139.157	1151.747	1043.825	-198.422	1017.640	1013.602	-177.373	1199.837	970.123	-237.132	1102.646
53	0.17333	1026.498	-114.287	1077.267	1082.481	-289.978	1153.069	1142.638	-143.567	1153.718	1043.669	-197.505	1018.014	1013.489	-176.675	1200.407	969.744	-236.225	1103.132
54	0.17667	1027.763	-110.169	1080.489	1082.162	-289.155	1153.321	1142.489	-142.843	1154.097	1043.48	-196.643	1018.411	1013.287	-176.118	1200.782	969.463	-235.403	1103.514
55	0.18000	1025.844	-112.738	1077.492	1081.875	-288.403	1153.433	1142.37	-142.255	1154.408	1042.754	-196.039	1018.806	1013.288	-175.041	1200.998	969.191	-234.577	1103.869
56	0.18333	1025.545	-112.286	1077.537	1081.52	-287.767	1153.656	1142.285	-141.556	1154.550	1042.696	-195.115	1018.950	1013.119	-174.242	1201.287	968.863	-233.671	1104.147
57	0.18667	1025.274	-111.477	1077.673	1081.141	-287.012	1153.929	1142.173	-140.996	1154.661	1042.26	-194.353	1019.170	1013.032	-173.525	1201.616	968.488	-232.738	1104.470
58	0.19000	1027.201	-106.801	1081.872	1080.779	-286.245	1154.204	1142.063	-140.422	1154.781	1041.904	-193.395	1019.493	1012.808	-172.69	1201.970	968.12	-231.757	1104.747
59	0.19333	1026.973	-106.066	1082.135	1080.39	-285.492	1154.383	1141.942	-139.768	1155.021	1041.811	-192.403	1019.738	1012.768	-171.568	1202.201	967.772	-230.769	1104.947
60	0.19667	1026.785	-105.312	1082.391	1079.982	-284.724	1154.406	1141.728	-139.067	1155.357	1041.489	-191.509	1019.933	1012.474	-170.959	1202.511	967.588	-229.827	1105.123
61	0.20000	1026.702	-104.333	1082.684	1079.584	-283.991	1154.542	1141.604	-138.349	1155.534	1040.95	-190.732	1020.219	1012.307	-170.223	1202.663	967.254	-228.783	1105.341
62	0.20333	1026.654	-103.321	1082.954	1079.134	-283.169	1154.503	1141.494	-137.702	1155.643	1040.671	-189.908	1020.250	1012.224	-168.884	1202.691	966.587	-227.99	1105.470
63	0.20667	1026.56	-102.412	1083.189	1078.68	-282.21	1154.575	1140.523	-132.434	1155.426	1040.448	-188.87	1020.277	1011.961	-168.15	1202.778	966.269	-226.902	1105.587
64	0.21000	1026.498	-101.482	1083.376	1078.218	-281.541	1154.589	1140.358	-131.869	1155.699	1040.187	-187.938	1020.361	1011.63	-167.545	1202.908	966.169	-225.815	1105.579
65	0.21333	1026.469	-100.513	1083.422	1077.693	-280.553	1154.598	1140.348	-131.014	1155.655	1040.239	-186.787	1020.249	1011.598	-166.056	1202.820	965.787	-224.617	1105.690
66	0.21667	1026.462	-99.528	1083.402	1077.117	-279.902	1154.606	1140.27	-130.48	1155.644	1039.914	-185.759	1020.168	1011.389	-165.11	1202.829	965.406	-223.417	1105.697
67	0.22000	1026.46	-98.564	1083.498	1076.576	-278.832	1154.601	1140.069	-129.765	1155.716	1039.51	-184.969	1020.301	1011.057	-164.199	1202.879	965.041	-222.247	1105.653
68	0.22333	1026.502	-97.504	1083.540	1075.936	-278.198	1154.557	1140.75	-133.524	1156.056	1039.342	-183.98	1020.244	1010.872	-162.974	1202.759	964.317	-221.109	1105.573
69	0.22667	1026.536	-96.523	1083.271	1075.274	-277.207	1154.506	1140.677	-132.913	1155.890	1038.936	-183.072	1020.226	1010.58	-162.078	1202.709	963.999	-219.834	1105.446
70	0.23000	1026.627	-95.43	1083.234	1074.669	-276.394	1154.428	1140.685	-132.37	1155.617	1038.938	-181.956	1020.139	1010.368	-160.672	1202.624	963.786	-218.531	1105.351
71	0.23333	1026.743	-94.313	1083.206	1073.963	-275.356	1154.343	1140.54	-131.688	1155.673	1038.717	-180.98	1020.052	1010.097	-159.651	1202.442	963.586	-217.121	1105.109
72	0.23667	1026.833	-93.286	1082.787	1073.164	-274.686	1154.297	1140.437	-131.032	1155.752	1038.324	-180.062	1019.927	1009.944	-158.24	1202.295	962.817	-215.903	1105.218
73	0.24000	1027.001	-92.197	1082.738	1072.57	-273.435	1154.164	1140.33	-130.307	1155.714	1038.298	-179.054	1019.737	1009.616	-157.169	1202.026	962.362	-214.583	1104.978
74	0.24333	1027.149	-91.139	1082.402	1071.641	-272.845	1154.129	1140.256	-129.642	1155.574	1038.103	-178.114	1019.545	1009.329	-155.952	1201.909	962.198	-213.088	1104.593
75	0.24667	1025.832	-92.721	1078.657	1071.016	-271.61	1154.076	1139.061	-124.259	1153.222	1037.727	-177.194	1019.328	1009.186	-154.479	1201.562	961.768	-211.697	1104.408
76	0.25000	1026.066	-91.674	1078.414	1070.121	-270.837	1154.000	1140.216	-128.669	1154.964	1037.781	-176.132	1019.059	1008.863	-153.457	1201.399	961.435	-210.415	1104.138
77	0.25333	1026.359	-90.424	1078.199	1069.348	-269.704	1153.920	1140.193	-128.144	1154.762	1037.498	-175.183	1018.883	1008.718	-151.832	1201.047	960.93	-208.935	1104.128
78	0.25667	1026.598	-89.448	1077.849	1068.474	-268.862	1153.924	1140.107	-127.398	1154.497	1037.165	-174.415	1018.651	1008.457	-150.746	1200.821	961.15	-207.294	1103.492
79	0.26000	1026.783	-88.412	1077.408	1067.571	-267.994	1153.872	1140.005	-126.677	1154.376	1037.061	-173.528	1018.307	1008.307	-149.017	1200.484	960.503	-205.77	1103.249
80	0.26333	1027.012	-87.457	1076.991	1066.719	-266.987	1153.838	1139.892	-126.008	1154.181	1036.551	-172.906	1018.071	1007.966	-148.017	1200.240	960.025	-204.494	1103.112
81	0.26667	1027.212	-86.501	1076.557	1065.782	-266.249	1153.783	1139.048	-121.196	1151.754	1036.212	-172.169	1017.804	1007.864	-146.231	1199.873	959.79	-202.928	1102.839
82	0.27000	1027.465	-85.49	1076.172	1064.932	-265.047	1153.682	1138.924	-120.604	1151.666	1036.109	-171.304	1017.553	1007.504	-145.256	1199.606	959.379	-201.572	1102.711
83	0.27333	1027.687	-84.564	1075.740	1064.0	-264.303	1153.697	1139.792	-124.7	1152.800	1035.777	-170.53	1017.296	1007.358	-143.515	1199.217	958.818	-200.106	1102.558
84	0.27667	1027.871	-83.633	1075.225	1063.107	-263.279	1153.634	1139.671	-124.286	1152.675	1035.289	-169.957	1017.093	1007.096	-142.433	1198.903	958.411	-198.772	1102.423
85	0.28000	1027.979	-82.877	1074.591	1062.112	-262.507	1153.671	1139.562	-123.728	1152.341	1035.027	-169.361	1016.861	1006.865	-140.84	1198.502	957.805	-197.582	1102.169
86	0.28333	1028.076	-82.175	1073.923	1061.239	-261.56	1153.589	1138.595	-118.943	1149.983	1034.586	-168.962	1016.610	1006.525	-139.838	1198.188	957.36	-196.239	1101.780
87	0.28667	1028.162	-81.432	1073.310	1060.279	-260.742	1153.654	1138.495	-118.5	1149.358	1034.025	-168.407	1016.300	1006.343	-138.24	1197.597	956.858	-195.025	1101.546
88	0.29000	1028.286	-80.589	1072.742	1059.265	-260.019	1153.716	1138.349	-118.198	1149.076	1033.809	-167.868	1015.929	1006.004	-137.12	1197.152	956.375	-193.738	1101.345
89	0.29333	1028.333	-79.875	1072.144	1058.496	-258.92	1153.648	1139.01	-122.136	1150.377	1033.653	-167.245	1015.550	1005.72	-135.744	1196.703	955.839	-192.509	1101.184
90	0.29667	1028.347	-79.3	1071.453	1057.467	-258.358	1153.862	1138.756	-121.547	1150.029	1033.291	-166.858	1015.161	1005.406	-134.609	1196.268	955.146	-191.451	1100.982
91	0.30000	1028.304	-78.751	1070.749	1056.55	-257.398	1153.900	1138.416	-121.158	1149.702	1032.753	-166.58	1014.755	1005.027	-133.335	1195.832	954.723	-190.513	1100.566
92	0.30333	1028.222	-78.366	1069.997	1055.621	-256.694	1154.006	1137.394	-116.593	1147.180	1032.199	-166.445	1014.466	1004.612	-132.255	1195.449	954.151	-189.527	1100.330
93	0.30667	1028.078	-77.788	1069.293	1054.747	-255.841	1154.067	1137.066	-116.165	1146.641	1031.656	-166.327	1014.249	1004.227	-131.145	1194.942	953.529	-188.637	1100.144
94	0.31000	1027.94	-77.278	1068.644	1053.723	-255.275	1154.221	1137.445	-119.976	1148.037	1031.156	-166.179	1013.997	1003.697	-130.085	1194.491	952.858	-187.656	1099.769
95	0.31333	1027.735	-76.829	1067.981	1052.848	-254.523	1154.363	1137.0	-119.714	1147.725	1030.658	-166.007	1013.704	1003.292	-128.992	1193.925	952.32	-186.89	1099.585
96	0.31667	1027.471	-76.538	1067.221	1051.869	-254.006	1154.490	1136.468	-119.325	1147.372	1030.042	-165.918	1013.310	1002.796	-127.831	1193.323	951.665	-186.122	1099.390
97	0.32000	1027.115	-76.259	1066.433	1051.005	-253.226	1154.613	1135.331	-114.879	1144.794	1029.487	-165.915	1012.953	1002.145	-127.218	1192.987	950.966	-185.528	1099.130
98	0.32333	1026.769	-76.053	1065.704	1050.049	-252.828	1154.774	1134.88	-114.64	1144.231	1028.912	-166.024	1012.622	1001.673	-125.942	1192.449	950.301	-184.952	1098.767
99	0.32667	1026.336	-75.817	1064.982	1047.303	-254.204	1155.333	1134.287	-116.081	1144.353	1028.367	-166.12	1012.249	1000.959	-125.453	1192.094	949.706	-184.381	1098.573
100	0.33000	1025.892	-75.604	1064.323	1048.38	-251.651	1155.056	1134.313	-117.75	1145.332	1027.669	-166.25	1012.088	1000.513	-124.195	1191.503	949.005	-183.895	1098.422
101	0.33333	1025.419	-75.479	1063.692	1047.471	-251.024	1155.169	1133.156	-113.726	1142.809	1026.812	-166.44	1011.980	999.761	-123.733	1191.071	948.235	-183.407	1098.312
102	0.33667	1024.843	-75.407	1062.980	1044.764	-252.796	1155.782	1131.648	-115.295	1144.068	1026.208	-166.591	1011.695	997.226	-125.271	1190.929	947.574	-183.089	1098.154
103	0.34000	1024.23	-75.398	1062.279	1043.689	-252.553	1156.077	1131.944	-115.136	1142.328	1025.479	-166.809	1011.427	998.592	-122.025	1190.178	946.832	-182.824	1098.012
104	0.34333	1023.615	-75.424	1061.574	1042.399	-252.617	1156.305	1130.261	-115.397	1143.411	1024.867	-167.039	1011.230	995.817	-124.145	1190.280	946.007	-182.672	1097.878
105	0.34667	1022.874	-75.441	1061.043	1044.336	-249.229	1156.047	1130.556	-112.382	1140.901	1024.106	-167.312	1011.113	997.193	-120.63	1189.498	945.309	-182.414	1097.836
106	0.35000	1022.209	-75.36	1060.556	1043.438	-248.932	1156.346	1130.355	-115.885	1142.704	1023.322	-167.537	1010.922	996.319	-120.523	1189.339	944.538	-182.219	1097.833
107	0.35333	1021.474	-75.408	1060.111	1042.674	-248.644	1156.759	1129.046	-111.953	1140.502	1022.766	-167.609	1010.712	995.597	-119.98	1189.003	943.78	-182.021	1097.856
108	0.35667	1020.727	-75.443	1059.640	1040.206	-250.317	1157.486	1128.348	-113.369	1140.592	1021.828	-167.977	1010.740	994.926	-119.371	1188.779	943.104	-181.936	1097.881
109	0.36000	1019.916	-75.598	1059.149	1039.158	-250.34	1157.817	1126.627	-113.476	1141.610	1020.92	-168.381	1010.823	992.19	-121.522	1188.953	942.36	-181.988	1097.918
110	0.36333	1019.116	-75.727	1058.769	1038.038	-250.445	1158.239	1125.74	-113.561	1141.688	1020.24	-168.666	1010.837	991.219	-121.433	1188.824	941.651	-182.006	1097.899
111	0.36667	1018.343	-75.813	1058.484	1037.359	-250.336	1158.412	1124.928	-113.469	1141.509	1019.284	-169.047	1010.943	990.254	-121.375	1188.636	940.947	-181.908	1098.043
112	0.37000	1017.59	-75.857	1058.307	1036.667	-250.127	1158.704	1124.186	-113.263	1141.559	1018.755	-169.142	1010.986	989.477	-121.28	1188.623	940.255	-181.854	1098.259
113	0.37333	1016.816	-75.829	1058.221	1035.823	-250.135	1159.018	1123.423	-113.247	1141.558	1017.883	-169.388	1011.123	988.693	-121.045	1188.714	939.547	-181.821	1098.387
114	0.37667	1016.002	-75.914	1058.079	1035.167	-250.044	1159.529	1124.52	-113.652	1141.078	1017.114	-169.559	1011.295	987.926	-120.883	1188.764	938.887	-181.936	1098.642
115	0.38000	1015.191	-76.036	1058.000	1037.623	-246.515	1159.220	1123.81	-113.493	1141.119	1016.466	-169.729	1011.384	990.054	-117.277	1188.164	938.025	-182.087	1098.919
116	0.38333	1014.419	-76.123	1057.994	1035.066	-248.49	1160.059	1123.154	-113.322	1140.956	1015.769	-169.871	1011.576	987.258	-119.811	1188.819	937.26	-182.221	1099.203
117	0.38667	1013.628	-76.185	1058.028	1034.179	-248.729	1160.494	1120.649	-111.81	1141.130	1015.045	-170.036	1011.774	986.386	-119.898	1189.075	936.253	-182.332	1099.622
118	0.39000	1012.954	-76.141	1058.226	1033.272	-248.902	1160.889	1119.933	-111.911	1141.500	1014.452	-170.0	1011.941	985.616	-119.822	1189.421	935.543	-182.363	1100.044
119	0.39333	1012.296	-76.074	1058.506	1035.65	-245.698	1160.551	1120.574	-109.109	1139.137	1013.793	-169.998	1012.281	987.724	-116.454	1189.209	934.882	-182.433	1100.470
120	0.39667	1011.653	-76.043	1058.717	1034.916	-245.859	1160.921	1119.804	-109.228	1139.616	1013.125	-170.014	1012.654	986.824	-116.823	1189.568	934.153	-182.471	1100.862
121	0.40000	1010.893	-76.074	1058.985	1034.543	-245.555	1161.248	1119.15	-108.946	1139.753	1012.455	-170.075	1013.056	986.278	-116.741	1189.828	933.419	-182.508	1101.261
122	0.40333	1010.277	-76.025	1059.348	1034.14	-245.394	1161.670	1119.249	-112.061	1142.389	1011.873	-170.067	1013.461	986.037	-116.106	1190.119	932.799	-182.573	1101.708
123	0.40667	1009.617	-75.97	1059.739	1033.682	-245.238	1162.149	1118.152	-108.516	1140.093	1011.198	-169.951	1013.864	985.57	-115.934	1190.451	932.197	-182.508	1102.187
124	0.41000	1009.051	-75.762	1060.307	1033.173	-245.166	1162.567	1117.557	-108.439	1140.616	1010.538	-169.778	1014.313	984.955	-116.122	1190.970	931.629	-182.44	1102.717
125	0.41333	1008.499	-75.573	1060.888	1032.759	-245.097	1162.903	1117.04	-108.274	1141.235	1010.217	-169.488	1014.757	984.428	-116.188	1191.578	931.122	-182.321	1103.225
126	0.41667	1007.962	-75.394	1061.464	1030.35	-247.337	1163.662	1115.661	-110.112	1143.595	1009.745	-169.211	1015.088	982.027	-118.647	1192.658	930.495	-182.203	1103.707
127	0.42000	1007.426	-75.261	1062.072	1029.542	-247.621	1164.163	1115.027	-110.38	1144.406	1009.106	-169.087	1015.737	981.251	-119.088	1193.270	930.028	-182.033	1104.196
128	0.42333	1006.907	-75.09	1062.689	1028.885	-247.768	1164.694	1114.486	-110.435	1145.060	1008.521	-168.876	1016.304	980.661	-119.133	1193.824	929.587	-181.961	1104.793
129	0.42667	1006.477	-74.857	1063.419	1028.081	-248.046	1165.217	1113.983	-110.615	1145.922	1008.065	-168.431	1016.861	980.086	-119.226	1194.516	929.178	-181.821	1105.384
130	0.43000	1006.057	-74.549	1064.205	1027.5	-248.042	1165.812	1113.5	-110.581	1146.755	1007.594	-168.116	1017.458	979.527	-119.182	1195.343	928.71	-181.514	1105.973
131	0.43333	1005.712	-74.242	1065.058	1029.993	-244.709	1165.492	1114.439	-107.81	1144.707	1007.092	-167.803	1018.065	981.984	-115.759	1195.376	928.241	-181.235	1106.601
132	0.43667	1005.299	-73.977	1065.836	1029.197	-245.121	1165.950	1113.979	-108.122	1145.584	1006.662	-167.397	1018.695	981.452	-115.965	1196.014	927.74	-181.01	1107.219
133	0.44000	1004.886	-73.73	1066.618	1028.951	-244.729	1166.347	1113.569	-107.935	1146.130	1005.876	-167.154	1019.394	981.092	-116.019	1197.105	927.207	-180.804	1107.885
134	0.44333	1004.545	-73.464	1067.489	1028.629	-244.47	1166.811	1113.268	-107.745	1146.817	1005.551	-166.691	1019.998	980.858	-115.951	1197.765	926.823	-180.53	1108.534
135	0.44667	1004.139	-73.165	1068.352	1028.228	-244.348	1167.303	1112.906	-107.622	1147.581	1005.185	-166.253	1020.658	980.53	-115.967	1198.512	926.427	-180.265	1109.220
136	0.45000	1003.795	-72.777	1069.303	1027.712	-244.238	1167.846	1112.58	-107.621	1148.295	1004.542	-165.866	1021.442	980.252	-115.886	1199.304	925.994	-179.895	1109.946
137	0.45333	1003.449	-72.405	1070.238	1025.29	-246.438	1168.735	1112.952	-110.767	1151.250	1003.98	-165.372	1022.194	980.043	-115.63	1200.125	925.574	-179.557	1110.666
138	0.45667	1003.059	-72.098	1071.130	1026.828	-244.239	1168.747	1111.993	-107.501	1149.745	1003.824	-164.759	1022.594	979.757	-115.49	1200.930	925.1	-179.275	1111.490
139	0.46000	1002.683	-71.844	1072.021	1026.348	-244.193	1169.170	1111.697	-107.571	1150.342	1003.147	-164.545	1023.493	979.536	-115.351	1201.713	924.674	-178.971	1112.200
140	0.46333	1002.232	-71.605	1072.866	1025.814	-244.148	1169.861	1111.301	-107.569	1151.010	1002.35	-164.178	1024.276	979.217	-115.192	1202.723	924.185	-178.696	1112.931
141	0.46667	1001.872	-71.269	1073.798	1025.421	-244.049	1170.431	1110.963	-107.479	1151.828	1002.055	-163.641	1024.875	978.929	-115.234	1203.447	923.675	-178.334	1113.632
