FILE_VERSION	2.0.0
NO_OF_FRAMES	16296
NO_OF_CAMERAS	8
NO_OF_MARKERS	6
FREQUENCY	300
DESCRIPTION	--
TIME_STAMP	2026-08-06, 08:59:33.376	5996.27357670
DATA_INCLUDED	3D
MARKER_NAMES	handball_6 - 1	handball_6 - 2	handball_6 - 3	handball_6 - 4	handball_6 - 5	handball_6 - 6
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed
Frame	Time	handball_6 - 1 Y	handball_6 - 1 X	handball_6 - 1 Z	handball_6 - 2 Y	handball_6 - 2 X	handball_6 - 2 Z	handball_6 - 3 Y	handball_6 - 3 X	handball_6 - 3 Z	handball_6 - 4 Y	handball_6 - 4 X	handball_6 - 4 Z	handball_6 - 5 Y	handball_6 - 5 X	handball_6 - 5 Z	handball_6 - 6 Y	handball_6 - 6 X	handball_6 - 6 Z	
10122	33.73667	-170.081	-573.549	1841.089	-333.613	-459.56	1872.156	-251.277	-575.802	1954.365	-252.766	-574.79	1777.300	-196.072	-452.698	1906.785	-227.418	-459.242	1795.098
10123	33.74000	-169.212	-572.799	1842.470	-332.928	-458.917	1873.192	-250.629	-574.837	1955.660	-251.803	-574.272	1778.665	-195.425	-451.817	1907.898	-226.621	-458.72	1796.120
10124	33.74333	-168.282	-572.039	1843.910	-332.206	-458.391	1874.242	-249.766	-573.866	1957.052	-250.813	-573.807	1780.054	-194.709	-450.862	1908.910	-225.838	-458.123	1797.217
10125	33.74667	-167.356	-571.231	1845.381	-331.434	-457.771	1875.202	-248.918	-572.885	1958.431	-249.759	-573.359	1781.469	-194.019	-449.959	1910.094	-225.051	-457.584	1798.296
10126	33.75000	-166.316	-570.445	1846.915	-330.615	-457.192	1876.269	-247.994	-571.878	1959.856	-248.703	-572.915	1782.925	-193.303	-449.028	1911.157	-224.195	-457.006	1799.422
10127	33.75333	-165.26	-569.67	1848.487	-329.815	-456.582	1877.362	-246.987	-570.83	1961.410	-247.427	-572.416	1784.528	-192.493	-448.035	1912.351	-223.291	-456.476	1800.575
10128	33.75667	-164.121	-568.808	1850.080	-328.932	-455.914	1878.384	-246.051	-569.753	1962.925	-246.193	-571.941	1786.142	-191.663	-447.044	1913.486	-222.357	-455.903	1801.741
10129	33.76000	-162.971	-567.951	1851.683	-328.054	-455.304	1879.516	-244.936	-568.634	1964.495	-245.031	-571.5	1787.719	-190.788	-446.004	1914.612	-221.403	-455.351	1802.882
10130	33.76333	-161.786	-567.075	1853.303	-327.102	-454.716	1880.624	-243.78	-567.483	1966.061	-243.752	-571.046	1789.315	-189.887	-444.904	1915.762	-220.431	-454.78	1804.011
10131	33.76667	-160.553	-566.206	1854.920	-326.137	-454.126	1881.697	-242.624	-566.31	1967.652	-242.483	-570.703	1790.888	-188.945	-443.821	1916.762	-219.528	-454.266	1805.085
10132	33.77000	-159.265	-565.332	1856.546	-325.096	-453.566	1882.803	-241.328	-565.15	1969.216	-241.194	-570.288	1792.500	-188.024	-442.826	1917.875	-218.4	-453.708	1806.234
10133	33.77333	-157.88	-564.421	1858.186	-324.032	-452.904	1883.826	-240.065	-563.955	1970.847	-239.733	-569.851	1794.179	-186.928	-441.682	1918.964	-217.288	-453.186	1807.333
10134	33.77667	-156.526	-563.532	1859.759	-322.976	-452.268	1884.861	-238.642	-562.665	1972.405	-238.383	-569.461	1795.792	-185.95	-440.661	1919.897	-216.131	-452.663	1808.386
10135	33.78000	-155.085	-562.603	1861.362	-321.78	-451.633	1885.896	-237.208	-561.371	1973.972	-237.081	-569.038	1797.354	-184.771	-439.426	1920.917	-214.573	-452.025	1809.367
10136	33.78333	-153.586	-561.617	1862.884	-320.628	-451.008	1886.815	-235.743	-560.036	1975.492	-235.552	-568.644	1798.915	-183.615	-438.238	1921.827	-213.114	-451.407	1810.300
10137	33.78667	-152.031	-560.658	1864.368	-319.305	-450.359	1887.699	-234.18	-558.718	1976.935	-233.992	-568.257	1800.417	-182.407	-437.009	1922.571	-211.82	-450.899	1811.137
10138	33.79000	-150.388	-559.646	1865.837	-318.038	-449.761	1888.558	-232.537	-557.338	1978.367	-232.325	-567.851	1801.911	-181.087	-435.73	1923.329	-210.404	-450.296	1811.990
10139	33.79333	-148.708	-558.64	1867.200	-316.731	-449.178	1889.405	-230.823	-555.942	1979.784	-230.673	-567.417	1803.356	-179.832	-434.576	1924.043	-208.983	-449.765	1812.792
10140	33.79667	-146.964	-557.566	1868.493	-315.259	-448.472	1890.116	-229.085	-554.518	1981.082	-228.924	-566.975	1804.759	-178.417	-433.294	1924.691	-207.591	-449.207	1813.465
10141	33.80000	-145.109	-556.483	1869.766	-313.816	-447.844	1890.688	-227.19	-553.049	1982.296	-227.036	-566.513	1806.079	-177.049	-432.027	1925.248	-206.133	-448.618	1814.139
10142	33.80333	-143.144	-555.323	1870.896	-312.349	-447.263	1891.383	-225.267	-551.587	1983.470	-225.108	-566.038	1807.300	-175.529	-430.646	1925.691	-204.535	-447.959	1814.662
10143	33.80667	-141.203	-554.181	1871.876	-310.713	-446.605	1891.872	-223.255	-550.162	1984.473	-223.1	-565.562	1808.419	-174.008	-429.318	1926.055	-203.048	-447.369	1815.147
10144	33.81000	-139.135	-553.023	1872.867	-309.12	-446.118	1892.330	-221.17	-548.718	1985.418	-220.963	-565.08	1809.437	-172.514	-428.07	1926.314	-201.375	-446.704	1815.563
10145	33.81333	-137.023	-551.856	1873.678	-307.459	-445.576	1892.704	-218.958	-547.304	1986.290	-218.807	-564.568	1810.408	-170.825	-426.704	1926.556	-199.674	-446.018	1815.961
10146	33.81667	-134.764	-550.627	1874.451	-305.7	-444.985	1892.976	-216.699	-545.881	1987.013	-216.567	-564.031	1811.261	-169.245	-425.446	1926.658	-198.018	-445.374	1816.217
10147	33.82000	-132.483	-549.407	1875.024	-303.95	-444.576	1893.203	-214.351	-544.537	1987.684	-214.397	-563.471	1812.019	-167.48	-424.116	1926.737	-196.233	-444.678	1816.367
10148	33.82333	-130.13	-548.171	1875.522	-302.126	-444.184	1893.320	-211.932	-543.192	1988.212	-212.063	-562.997	1812.621	-165.765	-422.844	1926.604	-194.344	-443.86	1816.555
10149	33.82667	-127.682	-546.962	1875.833	-300.251	-443.836	1893.427	-209.426	-541.965	1988.588	-209.644	-562.479	1813.116	-164.014	-421.575	1926.398	-192.594	-443.255	1816.472
10150	33.83000	-125.238	-545.789	1876.037	-298.388	-443.63	1893.357	-206.852	-540.753	1988.879	-207.147	-562.028	1813.491	-162.226	-420.435	1926.230	-190.773	-442.638	1816.378
10151	33.83333	-122.691	-544.607	1876.132	-296.489	-443.427	1893.261	-204.229	-539.664	1989.041	-204.643	-561.536	1813.762	-160.384	-419.323	1925.818	-188.909	-442.088	1816.159
10152	33.83667	-120.119	-543.443	1876.053	-294.5	-443.267	1893.123	-201.52	-538.595	1989.038	-202.035	-561.094	1813.896	-158.573	-418.243	1925.446	-187.133	-441.557	1815.861
10153	33.84000	-117.513	-542.329	1875.855	-292.546	-443.189	1892.795	-198.785	-537.664	1988.937	-199.402	-560.665	1813.871	-156.694	-417.233	1924.859	-185.23	-440.975	1815.452
10154	33.84333	-114.891	-541.245	1875.491	-290.547	-443.203	1892.489	-196.034	-536.779	1988.628	-196.806	-560.29	1813.663	-154.839	-416.263	1924.292	-183.42	-440.471	1815.023
10155	33.84667	-112.202	-540.171	1874.964	-288.488	-443.264	1892.043	-193.25	-536.065	1988.254	-194.11	-559.901	1813.296	-152.948	-415.375	1923.523	-181.45	-439.884	1814.343
10156	33.85000	-109.54	-539.166	1874.335	-286.518	-443.454	1891.475	-190.422	-535.437	1987.703	-191.462	-559.509	1812.856	-151.034	-414.539	1922.853	-179.591	-439.405	1813.712
10157	33.85333	-106.941	-538.198	1873.509	-284.464	-443.573	1890.972	-187.637	-534.934	1987.072	-188.806	-559.102	1812.177	-149.131	-413.832	1922.044	-177.668	-438.897	1812.900
10158	33.85667	-104.35	-537.312	1872.561	-282.47	-443.844	1890.346	-184.857	-534.505	1986.265	-186.112	-558.722	1811.397	-147.263	-413.19	1921.106	-175.66	-438.394	1812.045
10159	33.86000	-101.755	-536.442	1871.523	-280.391	-444.054	1889.714	-182.126	-534.172	1985.349	-183.549	-558.378	1810.442	-145.413	-412.664	1920.175	-173.775	-437.91	1811.101
10160	33.86333	-99.131	-535.65	1870.357	-278.426	-444.435	1888.754	-179.417	-533.964	1984.258	-180.868	-558.023	1809.390	-143.581	-412.185	1919.163	-171.757	-437.407	1809.947
10161	33.86667	-96.601	-534.98	1869.139	-276.394	-444.876	1887.850	-176.775	-533.887	1983.117	-178.305	-557.763	1808.237	-141.719	-411.78	1918.036	-169.759	-436.992	1808.784
10162	33.87000	-94.155	-534.365	1867.779	-274.457	-445.392	1886.871	-174.101	-533.882	1981.916	-175.798	-557.554	1806.927	-139.94	-411.563	1916.931	-167.748	-436.62	1807.435
10163	33.87333	-91.73	-533.854	1866.376	-272.454	-445.91	1885.813	-171.545	-534.012	1980.556	-173.214	-557.385	1805.597	-138.125	-411.365	1915.804	-165.848	-436.381	1806.203
10164	33.87667	-89.313	-533.384	1864.912	-270.54	-446.458	1884.647	-168.998	-534.2	1979.224	-170.776	-557.231	1804.125	-136.387	-411.321	1914.602	-164.232	-436.362	1805.356
10165	33.88000	-86.926	-533.036	1863.375	-268.656	-447.095	1883.599	-166.527	-534.487	1977.742	-168.344	-557.207	1802.626	-134.589	-411.243	1913.307	-163.08	-436.669	1804.793
10166	33.88333	-84.578	-532.77	1861.790	-266.794	-447.827	1882.325	-164.078	-534.912	1976.211	-165.931	-557.255	1801.041	-132.909	-411.38	1912.000	-161.353	-436.672	1803.514
10167	33.88667	-82.318	-532.608	1860.144	-265.0	-448.711	1881.032	-161.692	-535.438	1974.659	-163.587	-557.362	1799.444	-131.246	-411.614	1910.720	-159.632	-436.787	1802.210
10168	33.89000	-80.071	-532.573	1858.475	-263.172	-449.678	1879.766	-159.297	-536.069	1973.066	-161.246	-557.621	1797.771	-129.531	-411.898	1909.430	-157.906	-437.007	1800.904
10169	33.89333	-77.87	-532.62	1856.740	-261.376	-450.663	1878.385	-156.992	-536.813	1971.382	-158.99	-557.924	1796.083	-127.88	-412.353	1907.985	-156.218	-437.321	1799.465
10170	33.89667	-75.654	-532.813	1854.989	-259.616	-451.775	1877.115	-154.668	-537.654	1969.673	-156.812	-558.336	1794.320	-126.237	-412.873	1906.571	-154.582	-437.665	1797.969
10171	33.90000	-73.567	-533.14	1853.153	-257.915	-452.958	1875.687	-152.443	-538.622	1967.940	-154.602	-558.851	1792.551	-124.655	-413.523	1905.081	-152.996	-438.154	1796.522
10172	33.90333	-71.514	-533.503	1851.187	-256.218	-454.305	1874.248	-150.182	-539.652	1966.118	-152.527	-559.475	1790.687	-123.066	-414.279	1903.606	-151.485	-438.809	1795.007
10173	33.90667	-69.549	-534.057	1849.219	-254.553	-455.703	1872.810	-147.987	-540.848	1964.245	-150.549	-560.171	1788.728	-121.49	-415.162	1902.036	-149.947	-439.477	1793.418
10174	33.91000	-67.657	-534.721	1847.173	-252.899	-457.12	1871.267	-145.84	-542.163	1962.288	-148.614	-560.983	1786.706	-119.962	-416.222	1900.391	-148.466	-440.27	1791.789
10175	33.91333	-65.8	-535.503	1845.064	-251.293	-458.668	1869.853	-143.725	-543.615	1960.350	-146.776	-561.848	1784.693	-118.423	-417.388	1898.741	-147.179	-441.223	1790.209
10176	33.91667	-64.029	-536.408	1842.825	-249.685	-460.189	1868.294	-141.668	-545.136	1958.280	-145.093	-562.823	1782.572	-116.992	-418.749	1897.068	-145.932	-442.246	1788.622
10177	33.92000	-62.389	-537.432	1840.508	-248.172	-461.779	1866.802	-139.66	-546.799	1956.156	-143.512	-563.755	1780.412	-115.437	-420.036	1895.423	-144.532	-443.124	1786.799
10178	33.92333	-60.83	-538.558	1838.074	-246.676	-463.414	1865.271	-137.741	-548.568	1953.921	-142.088	-564.829	1778.122	-113.944	-421.498	1893.624	-143.318	-444.199	1784.994
10179	33.92667	-59.37	-539.796	1835.584	-245.019	-465.195	1863.470	-135.858	-550.469	1951.645	-140.79	-565.961	1775.775	-112.528	-423.122	1891.765	-142.157	-445.334	1783.170
10180	33.93000	-57.992	-541.178	1833.015	-243.686	-466.923	1862.053	-134.093	-552.508	1949.300	-139.611	-567.1	1773.338	-111.054	-424.829	1889.936	-141.158	-446.58	1781.431
10181	33.93333	-56.724	-542.615	1830.391	-242.376	-468.556	1860.474	-132.388	-554.573	1946.889	-138.59	-568.33	1770.858	-109.653	-426.609	1888.172	-140.229	-447.902	1779.722
10182	33.93667	-55.637	-544.198	1827.651	-241.12	-470.247	1858.907	-130.783	-556.767	1944.433	-137.689	-569.487	1768.349	-108.271	-428.481	1886.297	-139.238	-449.079	1777.850
10183	33.94000	-54.582	-545.768	1824.900	-239.865	-471.921	1857.498	-129.283	-559.026	1941.949	-136.944	-570.724	1765.747	-106.9	-430.375	1884.447	-138.429	-450.383	1775.938
10184	33.94333	-53.624	-547.453	1822.069	-238.65	-473.548	1855.790	-127.811	-561.308	1939.393	-136.307	-571.917	1763.195	-105.578	-432.34	1882.505	-137.43	-451.486	1774.076
10185	33.94667	-52.824	-549.215	1819.261	-237.538	-475.248	1854.361	-126.527	-563.721	1936.795	-135.757	-573.163	1760.552	-104.298	-434.39	1880.638	-136.73	-452.907	1772.298
10186	33.95000	-52.047	-550.997	1816.463	-236.51	-476.919	1852.740	-125.286	-566.105	1934.184	-135.104	-574.526	1757.724	-103.093	-436.523	1878.832	-136.077	-454.351	1770.474
10187	33.95333	-51.409	-552.894	1813.696	-235.507	-478.602	1851.182	-124.172	-568.609	1931.617	-134.768	-575.804	1755.136	-101.933	-438.722	1876.989	-135.262	-455.586	1768.613
10188	33.95667	-50.844	-554.751	1810.877	-234.645	-480.252	1849.792	-123.141	-571.065	1929.101	-134.513	-577.033	1752.557	-100.792	-440.857	1875.138	-133.02	-456.294	1766.291
10189	33.96000	-50.336	-556.644	1808.156	-233.786	-481.836	1848.181	-122.238	-573.516	1926.483	-134.345	-578.308	1750.020	-99.715	-443.052	1873.358	-132.421	-457.626	1764.587
10190	33.96333	-49.874	-558.549	1805.474	-232.907	-483.439	1846.742	-121.46	-576.063	1924.012	-134.227	-579.585	1747.507	-98.69	-445.211	1871.643	-131.807	-458.958	1762.753
10191	33.96667	-49.557	-560.503	1802.811	-232.188	-485.101	1845.309	-120.679	-578.513	1921.519	-134.087	-580.887	1745.030	-97.708	-447.415	1869.842	-131.18	-460.322	1761.129
10192	33.97000	-49.227	-562.41	1800.302	-231.421	-486.675	1843.697	-120.051	-581.008	1919.047	-134.05	-582.208	1742.625	-96.835	-449.704	1868.225	-130.655	-461.737	1759.553
10193	33.97333	-48.913	-564.331	1797.819	-230.845	-488.323	1842.386	-119.476	-583.401	1916.732	-134.099	-583.458	1740.278	-96.035	-451.936	1866.548	-130.142	-463.077	1757.973
10194	33.97667	-48.749	-566.286	1795.431	-230.196	-489.796	1840.994	-118.968	-585.805	1914.434	-134.157	-584.688	1738.035	-95.164	-454.045	1864.978	-129.667	-464.445	1756.453
10195	33.98000	-48.53	-568.108	1793.123	-229.57	-491.293	1839.603	-118.496	-588.093	1912.177	-134.119	-585.963	1735.851	-94.428	-456.144	1863.418	-129.259	-465.77	1754.969
10196	33.98333	-48.353	-569.961	1790.852	-229.083	-492.832	1838.333	-118.047	-590.371	1910.073	-134.19	-587.249	1733.730	-93.741	-458.206	1861.837	-128.864	-467.105	1753.543
10197	33.98667	-48.239	-571.77	1788.684	-228.595	-494.493	1836.987	-117.672	-592.587	1907.957	-134.273	-588.528	1731.684	-92.988	-460.212	1860.477	-128.519	-468.513	1752.134
10198	33.99000	-48.161	-573.585	1786.587	-228.078	-495.906	1835.661	-117.292	-594.761	1906.012	-134.338	-589.848	1729.764	-92.471	-462.305	1858.938	-128.205	-469.895	1750.802
10199	33.99333	-47.998	-575.325	1784.664	-227.612	-497.404	1834.552	-116.969	-596.877	1904.101	-134.494	-591.172	1727.917	-91.772	-464.187	1857.619	-127.866	-471.265	1749.510
10200	33.99667	-47.959	-577.046	1782.706	-227.3	-498.924	1833.566	-116.598	-598.875	1902.315	-134.629	-592.417	1726.186	-91.313	-466.173	1856.200	-127.658	-472.627	1748.232
10201	34.00000	-47.887	-578.724	1780.817	-226.937	-500.32	1832.330	-116.291	-600.831	1900.539	-134.685	-593.621	1724.575	-90.723	-467.963	1854.905	-127.398	-473.947	1746.991
10202	34.00333	-47.89	-580.375	1779.081	-226.514	-501.661	1831.266	-116.025	-602.698	1898.895	-134.846	-594.861	1722.979	-90.312	-469.806	1853.656	-127.237	-475.249	1745.777
10203	34.00667	-47.823	-581.912	1777.411	-226.229	-503.07	1830.247	-115.731	-604.498	1897.245	-135.032	-596.151	1721.412	-89.914	-471.589	1852.366	-127.055	-476.549	1744.659
10204	34.01000	-47.829	-583.452	1775.818	-225.959	-504.463	1829.290	-115.522	-606.296	1895.753	-135.214	-597.357	1719.970	-89.489	-473.285	1851.220	-126.917	-477.807	1743.573
10205	34.01333	-47.85	-584.93	1774.267	-225.686	-505.693	1828.374	-115.388	-607.965	1894.341	-135.396	-598.507	1718.596	-89.075	-474.86	1850.039	-126.743	-479.009	1742.612
10206	34.01667	-47.889	-586.39	1772.843	-225.455	-506.816	1827.554	-115.156	-609.594	1892.990	-135.67	-599.562	1717.377	-88.696	-476.377	1849.009	-126.663	-480.184	1741.550
10207	34.02000	-48.043	-587.744	1771.429	-225.245	-507.836	1826.671	-114.972	-611.16	1891.787	-135.806	-600.561	1716.125	-88.449	-477.918	1848.021	-126.617	-481.286	1740.607
10208	34.02333	-48.084	-589.015	1770.158	-225.032	-508.968	1825.899	-114.846	-612.599	1890.586	-136.092	-601.569	1714.894	-88.12	-479.242	1847.018	-126.555	-482.325	1739.727
10209	34.02667	-48.222	-590.288	1768.873	-224.919	-510.035	1825.182	-114.845	-614.014	1889.401	-136.294	-602.456	1713.802	-87.852	-480.564	1846.140	-126.523	-483.341	1738.880
10210	34.03000	-48.374	-591.493	1767.798	-224.809	-510.943	1824.568	-114.876	-615.343	1888.332	-136.549	-603.391	1712.775	-87.638	-481.859	1845.343	-126.451	-484.238	1738.152
10211	34.03333	-48.497	-592.543	1766.734	-224.668	-511.765	1823.933	-114.858	-616.582	1887.339	-136.723	-604.137	1711.857	-87.459	-483.063	1844.638	-126.411	-485.148	1737.433
10212	34.03667	-48.639	-593.574	1765.764	-224.613	-512.51	1823.266	-114.927	-617.697	1886.416	-137.009	-604.889	1710.896	-87.33	-484.183	1843.876	-126.355	-485.946	1736.825
10213	34.04000	-48.727	-594.513	1764.979	-224.485	-513.159	1822.555	-115.034	-618.689	1885.504	-137.27	-605.577	1710.067	-87.131	-485.168	1843.259	-126.321	-486.678	1736.215
10214	34.04333	-48.929	-595.425	1764.204	-224.494	-513.874	1822.064	-115.143	-619.723	1884.738	-137.502	-606.204	1709.262	-86.981	-486.079	1842.727	-126.295	-487.387	1735.676
10215	34.04667	-49.054	-596.212	1763.470	-224.467	-514.51	1821.619	-115.335	-620.646	1884.043	-137.675	-606.795	1708.606	-86.967	-487.053	1842.240	-126.278	-488.025	1735.175
10216	34.05000	-49.177	-596.978	1762.865	-224.44	-515.103	1821.200	-115.492	-621.454	1883.396	-137.835	-607.334	1708.059	-86.909	-487.862	1841.821	-126.22	-488.648	1734.748
10217	34.05333	-49.267	-597.638	1762.375	-224.43	-515.532	1820.786	-115.656	-622.199	1882.876	-137.961	-607.811	1707.418	-86.872	-488.613	1841.456	-126.179	-489.181	1734.398
10218	34.05667	-49.328	-598.242	1761.979	-224.449	-515.958	1820.470	-115.827	-622.865	1882.495	-138.085	-608.246	1706.998	-86.885	-489.295	1841.133	-126.146	-489.667	1734.088
10219	34.06000	-49.387	-598.76	1761.677	-224.437	-516.341	1820.076	-115.939	-623.417	1882.104	-138.117	-608.624	1706.644	-86.862	-489.861	1840.919	-126.118	-490.104	1733.812
10220	34.06333	-49.434	-599.253	1761.428	-224.454	-516.708	1819.791	-116.087	-623.93	1881.809	-138.138	-608.962	1706.297	-86.877	-490.295	1840.717	-126.068	-490.473	1733.573
10221	34.06667	-49.469	-599.637	1761.246	-224.539	-517.117	1819.425	-116.217	-624.358	1881.487	-138.162	-609.292	1706.093	-86.965	-490.785	1840.556	-126.021	-490.822	1733.393
10222	34.07000	-49.472	-599.949	1761.113	-224.575	-517.463	1819.193	-116.336	-624.744	1881.315	-138.016	-609.575	1705.851	-86.941	-491.08	1840.499	-125.977	-491.119	1733.253
10223	34.07333	-49.434	-600.2	1761.077	-224.639	-517.755	1818.981	-116.419	-625.035	1881.210	-137.997	-609.832	1705.794	-87.015	-491.373	1840.459	-125.959	-491.4	1733.150
10224	34.07667	-49.389	-600.35	1761.103	-224.687	-517.96	1818.859	-116.505	-625.227	1881.178	-137.786	-609.987	1705.644	-87.1	-491.61	1840.450	-125.907	-491.582	1733.113
10225	34.08000	-49.322	-600.447	1761.193	-224.727	-518.12	1818.746	-116.606	-625.407	1881.178	-137.733	-610.12	1705.594	-87.151	-491.696	1840.500	-125.857	-491.737	1733.097
10226	34.08333	-49.246	-600.492	1761.334	-224.794	-518.317	1818.606	-116.699	-625.498	1881.209	-137.533	-610.22	1705.584	-87.277	-491.82	1840.564	-125.794	-491.788	1733.180
10227	34.08667	-49.137	-600.482	1761.459	-224.815	-518.426	1818.479	-116.713	-625.541	1881.275	-137.365	-610.318	1705.625	-87.419	-491.879	1840.676	-125.786	-491.888	1733.156
10228	34.09000	-49.039	-600.438	1761.733	-224.869	-518.548	1818.452	-116.794	-625.553	1881.407	-137.168	-610.346	1705.719	-87.496	-491.821	1840.833	-125.712	-491.884	1733.298
10229	34.09333	-48.884	-600.284	1761.972	-224.905	-518.577	1818.480	-116.846	-625.489	1881.590	-136.916	-610.306	1705.927	-87.602	-491.731	1841.015	-125.674	-491.878	1733.392
10230	34.09667	-48.808	-600.118	1762.248	-224.956	-518.537	1818.516	-116.829	-625.305	1881.739	-136.707	-610.206	1706.098	-87.76	-491.592	1841.183	-125.636	-491.736	1733.585
10231	34.10000	-48.673	-599.86	1762.565	-225.045	-518.493	1818.588	-116.91	-625.148	1881.963	-136.483	-610.023	1706.308	-87.853	-491.353	1841.451	-125.592	-491.573	1733.756
10232	34.10333	-48.592	-599.607	1762.923	-225.105	-518.385	1818.620	-116.901	-624.881	1882.153	-136.34	-609.849	1706.560	-87.981	-491.092	1841.711	-125.582	-491.37	1733.982
10233	34.10667	-48.535	-599.286	1763.307	-225.163	-518.256	1818.700	-116.978	-624.647	1882.406	-136.098	-609.634	1706.719	-88.094	-490.79	1842.028	-125.573	-491.125	1734.225
10234	34.11000	-48.46	-598.93	1763.695	-225.267	-518.125	1818.825	-117.047	-624.353	1882.737	-135.914	-609.381	1706.989	-88.173	-490.388	1842.479	-125.547	-490.868	1734.523
10235	34.11333	-48.405	-598.547	1764.108	-225.316	-517.908	1818.999	-117.077	-623.983	1883.084	-135.725	-609.096	1707.330	-88.337	-490.033	1842.815	-125.561	-490.566	1734.809
10236	34.11667	-48.369	-598.134	1764.563	-225.434	-517.588	1819.248	-117.236	-623.623	1883.498	-135.606	-608.725	1707.648	-88.556	-489.633	1843.141	-125.553	-490.215	1735.126
10237	34.12000	-48.346	-597.702	1765.034	-225.533	-517.244	1819.460	-117.32	-623.105	1883.886	-135.474	-608.343	1708.093	-88.733	-489.223	1843.500	-125.598	-489.812	1735.479
10238	34.12333	-48.292	-597.223	1765.524	-225.682	-516.896	1819.690	-117.458	-622.587	1884.298	-135.449	-607.931	1708.521	-88.848	-488.647	1843.894	-125.65	-489.444	1735.796
10239	34.12667	-48.257	-596.68	1766.130	-225.807	-516.473	1819.967	-117.578	-622.106	1884.764	-135.39	-607.536	1708.876	-89.042	-488.15	1844.294	-125.661	-488.978	1736.237
10240	34.13000	-48.292	-596.159	1766.697	-225.945	-515.995	1820.326	-117.686	-621.513	1885.316	-135.328	-607.134	1709.424	-89.182	-487.583	1844.782	-125.687	-488.548	1736.642
10241	34.13333	-48.402	-595.637	1767.286	-226.102	-515.444	1820.705	-117.906	-620.933	1885.900	-135.31	-606.658	1709.980	-89.351	-487.014	1845.299	-125.772	-488.118	1737.066
10242	34.13667	-48.507	-595.161	1767.983	-226.211	-514.826	1821.143	-118.149	-620.234	1886.583	-135.292	-606.199	1710.642	-89.459	-486.335	1845.818	-125.821	-487.628	1737.506
10243	34.14000	-48.6	-594.664	1768.734	-226.333	-514.186	1821.514	-118.415	-619.471	1887.186	-135.349	-605.756	1711.243	-89.728	-485.746	1846.250	-125.9	-487.172	1737.953
10244	34.14333	-48.696	-594.105	1769.485	-226.498	-513.496	1821.886	-118.659	-618.721	1887.902	-135.358	-605.31	1712.016	-89.91	-485.1	1846.722	-126.007	-486.711	1738.418
10245	34.14667	-48.873	-593.556	1770.279	-226.677	-512.793	1822.271	-118.841	-617.929	1888.703	-135.516	-604.887	1712.716	-90.158	-484.419	1847.197	-126.06	-486.229	1738.948
10246	34.15000	-49.071	-593.045	1771.159	-226.904	-512.109	1822.718	-119.144	-617.113	1889.601	-135.64	-604.482	1713.484	-90.179	-483.552	1847.830	-126.219	-485.748	1739.454
10247	34.15333	-49.269	-592.498	1771.949	-227.097	-511.342	1823.338	-119.448	-616.224	1890.431	-135.81	-604.062	1714.366	-90.348	-482.832	1848.449	-126.326	-485.28	1739.988
10248	34.15667	-49.452	-591.993	1772.876	-227.284	-510.508	1823.988	-119.786	-615.262	1891.368	-135.949	-603.58	1715.292	-90.608	-482.085	1848.933	-126.503	-484.779	1740.499
10249	34.16000	-49.73	-591.444	1773.825	-227.462	-509.67	1824.651	-120.084	-614.288	1892.316	-136.252	-603.165	1716.196	-90.8	-481.265	1849.504	-126.689	-484.283	1741.044
10250	34.16333	-50.07	-590.916	1774.677	-227.713	-508.765	1825.184	-120.438	-613.311	1893.301	-136.465	-602.697	1717.200	-91.054	-480.496	1850.005	-126.871	-483.811	1741.570
10251	34.16667	-50.33	-590.381	1775.650	-227.898	-507.882	1825.737	-120.8	-612.279	1894.303	-136.743	-602.251	1718.150	-91.209	-479.596	1850.563	-127.03	-483.299	1742.144
10252	34.17000	-50.643	-589.777	1776.641	-228.146	-506.999	1826.309	-121.16	-611.254	1895.227	-137.115	-601.886	1719.043	-91.401	-478.753	1851.226	-127.257	-482.777	1742.711
10253	34.17333	-50.959	-589.212	1777.567	-228.44	-506.04	1826.968	-121.535	-610.224	1896.341	-137.468	-601.391	1720.040	-91.633	-477.913	1851.783	-127.448	-482.248	1743.258
10254	34.17667	-51.291	-588.651	1778.555	-228.691	-505.045	1827.606	-121.955	-609.095	1897.342	-137.771	-600.828	1721.116	-91.883	-477.035	1852.338	-127.689	-481.69	1743.821
10255	34.18000	-51.689	-587.973	1779.496	-228.91	-503.98	1828.267	-122.373	-607.993	1898.304	-138.248	-600.371	1721.974	-92.08	-476.074	1852.888	-127.871	-481.059	1744.487
10256	34.18333	-52.072	-587.402	1780.374	-229.143	-502.943	1828.836	-122.783	-606.852	1899.254	-138.601	-599.804	1722.966	-92.256	-475.129	1853.423	-128.134	-480.497	1744.943
10257	34.18667	-52.403	-586.693	1781.322	-229.461	-501.984	1829.510	-123.2	-605.744	1900.209	-138.942	-599.235	1723.878	-92.535	-474.215	1854.024	-128.415	-479.845	1745.524
10258	34.19000	-52.81	-586.006	1782.150	-229.781	-501.042	1830.097	-123.579	-604.689	1901.125	-139.391	-598.628	1724.740	-92.798	-473.31	1854.626	-128.648	-479.219	1746.081
10259	34.19333	-53.164	-585.336	1783.031	-230.071	-499.974	1830.684	-124.034	-603.591	1902.027	-139.731	-597.96	1725.667	-93.074	-472.387	1855.150	-128.927	-478.552	1746.616
